,str0.3_den0.05_mean,str0.3_den0.05_low,str0.3_den0.05_high,str0.03_den0.5_mean,str0.03_den0.5_low,str0.03_den0.5_high,str0.003_den5.0_mean,str0.003_den5.0_low,str0.003_den5.0_high,str0.3_den0.11_mean,str0.3_den0.11_low,str0.3_den0.11_high,str0.03_den1.1_mean,str0.03_den1.1_low,str0.03_den1.1_high,str0.003_den11.0_mean,str0.003_den11.0_low,str0.003_den11.0_high,str0.3_den0.23_mean,str0.3_den0.23_low,str0.3_den0.23_high,str0.03_den2.3000000000000003_mean,str0.03_den2.3000000000000003_low,str0.03_den2.3000000000000003_high,str0.003_den23.0_mean,str0.003_den23.0_low,str0.003_den23.0_high,str0.3_den0.5_mean,str0.3_den0.5_low,str0.3_den0.5_high,str0.03_den5.0_mean,str0.03_den5.0_low,str0.03_den5.0_high,str0.003_den50.0_mean,str0.003_den50.0_low,str0.003_den50.0_high,str0.3_den1.08_mean,str0.3_den1.08_low,str0.3_den1.08_high,str0.03_den10.8_mean,str0.03_den10.8_low,str0.03_den10.8_high,str0.003_den108.0_mean,str0.003_den108.0_low,str0.003_den108.0_high,str0.3_den2.32_mean,str0.3_den2.32_low,str0.3_den2.32_high,str0.03_den23.2_mean,str0.03_den23.2_low,str0.03_den23.2_high,str0.003_den231.99999999999997_mean,str0.003_den231.99999999999997_low,str0.003_den231.99999999999997_high,str0.3_den5.0_mean,str0.3_den5.0_low,str0.3_den5.0_high,str0.03_den50.0_mean,str0.03_den50.0_low,str0.03_den50.0_high,str0.003_den500.0_mean,str0.003_den500.0_low,str0.003_den500.0_high,str0.3_den10.77_mean,str0.3_den10.77_low,str0.3_den10.77_high,str0.03_den107.69999999999999_mean,str0.03_den107.69999999999999_low,str0.03_den107.69999999999999_high,str0.003_den1077.0_mean,str0.003_den1077.0_low,str0.003_den1077.0_high,str0.3_den23.21_mean,str0.3_den23.21_low,str0.3_den23.21_high,str0.03_den232.10000000000002_mean,str0.03_den232.10000000000002_low,str0.03_den232.10000000000002_high,str0.003_den2321.0_mean,str0.003_den2321.0_low,str0.003_den2321.0_high,time
0,0.03434343434343434,0.0,0.0,0.024242424242424242,0.0,0.0,0.03434343434343434,0.0,0.0,0.09696969696969697,0.0,0.0,0.052525252525252523,0.0,0.0,0.10101010101010101,0.0,0.0,0.17575757575757575,0.0,1.0,0.17777777777777778,0.0,1.0,0.1414141414141414,0.0,1.0,0.34949494949494947,0.0,1.0,0.3838383838383838,0.0,1.0,0.3838383838383838,0.0,1.0,0.8464646464646465,0.0,2.0,0.795959595959596,0.0,2.0,0.8,0.0,2.0,1.6161616161616161,0.0,3.0,1.793939393939394,0.0,4.0,1.7717171717171718,0.0,4.0,3.686868686868687,1.0,6.0,3.5898989898989897,1.0,6.0,3.6262626262626263,1.0,6.0,7.6909090909090905,4.0,11.0,8.171717171717171,5.0,12.0,8.008080808080807,5.0,12.0,16.573737373737373,11.0,22.0,17.204040404040406,12.0,22.0,17.45858585858586,12.0,23.0,0.0
1,0.03232323232323232,0.0,0.0,0.024242424242424242,0.0,0.0,0.044444444444444446,0.0,0.0,0.09696969696969697,0.0,0.0,0.05858585858585859,0.0,0.0,0.06666666666666667,0.0,0.0,0.17777777777777778,0.0,1.0,0.18787878787878787,0.0,1.0,0.14747474747474748,0.0,1.0,0.34949494949494947,0.0,1.0,0.4,0.0,1.0,0.34949494949494947,0.0,1.0,0.8464646464646465,0.0,2.0,0.7797979797979798,0.0,2.0,0.793939393939394,0.0,2.0,1.6222222222222222,0.0,3.0,1.7898989898989899,0.0,4.0,1.7434343434343433,0.0,3.0,3.6666666666666665,1.0,6.0,3.6121212121212123,1.0,6.0,3.6343434343434344,1.0,6.0,7.682828282828283,4.0,11.0,8.23030303030303,5.0,12.0,8.092929292929293,4.400000000000006,12.0,16.57777777777778,11.0,22.0,17.234343434343433,12.0,22.0,17.256565656565655,12.0,23.0,0.1
2,0.03232323232323232,0.0,0.0,0.030303030303030304,0.0,0.0,0.03434343434343434,0.0,0.0,0.09494949494949495,0.0,0.0,0.05656565656565657,0.0,0.0,0.06464646464646465,0.0,0.0,0.17777777777777778,0.0,1.0,0.18181818181818182,0.0,1.0,0.16363636363636364,0.0,1.0,0.3515151515151515,0.0,1.0,0.40404040404040403,0.0,1.0,0.34949494949494947,0.0,1.0,0.8424242424242424,0.0,2.0,0.793939393939394,0.0,2.0,0.797979797979798,0.0,2.0,1.6222222222222222,0.0,3.0,1.7636363636363637,0.0,4.0,1.7232323232323232,0.0,3.0,3.6646464646464647,1.0,6.0,3.6383838383838385,1.0,6.0,3.505050505050505,1.0,6.0,7.696969696969697,4.0,11.0,8.317171717171718,5.0,12.0,8.048484848484849,5.0,12.0,16.612121212121213,11.0,22.0,17.133333333333333,12.0,22.0,17.363636363636363,12.0,23.0,0.2
3,0.03232323232323232,0.0,0.0,0.030303030303030304,0.0,0.0,0.03636363636363636,0.0,0.0,0.09494949494949495,0.0,0.0,0.06262626262626263,0.0,0.0,0.06868686868686869,0.0,0.0,0.1797979797979798,0.0,1.0,0.1898989898989899,0.0,1.0,0.1595959595959596,0.0,1.0,0.35353535353535354,0.0,1.0,0.4161616161616162,0.0,1.0,0.36363636363636365,0.0,1.0,0.8464646464646465,0.0,2.0,0.7676767676767676,0.0,2.0,0.7272727272727273,0.0,2.0,1.6222222222222222,0.0,3.0,1.7454545454545454,0.0,4.0,1.696969696969697,0.0,3.0,3.6666666666666665,1.0,6.0,3.6161616161616164,1.0,6.0,3.4868686868686867,1.0,6.0,7.664646464646465,4.0,11.0,8.272727272727273,5.0,12.0,8.052525252525253,4.0,12.0,16.65050505050505,11.0,22.0,17.11111111111111,12.0,22.0,16.983838383838386,11.400000000000006,22.0,0.3
4,0.03636363636363636,0.0,0.0,0.03434343434343434,0.0,0.0,0.03434343434343434,0.0,0.0,0.09696969696969697,0.0,0.0,0.06060606060606061,0.0,0.0,0.05656565656565657,0.0,0.0,0.1797979797979798,0.0,1.0,0.17777777777777778,0.0,1.0,0.16767676767676767,0.0,1.0,0.35555555555555557,0.0,1.0,0.397979797979798,0.0,1.0,0.3898989898989899,0.0,1.0,0.8383838383838383,0.0,2.0,0.795959595959596,0.0,2.0,0.7595959595959596,0.0,2.0,1.6303030303030304,0.0,3.0,1.7434343434343433,0.0,4.0,1.6767676767676767,0.0,4.0,3.6686868686868688,1.0,6.0,3.618181818181818,1.0,6.0,3.4868686868686867,1.0,6.0,7.674747474747475,4.0,11.0,8.175757575757576,5.0,12.0,8.066666666666666,5.0,12.0,16.67070707070707,12.0,22.0,17.22020202020202,12.0,23.0,17.236363636363638,12.0,23.0,0.4
5,0.03636363636363636,0.0,0.0,0.03636363636363636,0.0,0.0,0.028282828282828285,0.0,0.0,0.09696969696969697,0.0,0.0,0.06464646464646465,0.0,0.0,0.06868686868686869,0.0,0.0,0.18383838383838383,0.0,1.0,0.17575757575757575,0.0,1.0,0.18383838383838383,0.0,1.0,0.3616161616161616,0.0,1.0,0.402020202020202,0.0,1.0,0.3939393939393939,0.0,1.0,0.8424242424242424,0.0,2.0,0.8141414141414142,0.0,2.0,0.804040404040404,0.0,2.0,1.6303030303030304,0.0,3.0,1.7474747474747474,0.0,4.0,1.7171717171717171,0.0,3.0,3.690909090909091,1.0,6.0,3.6626262626262625,1.0,6.0,3.6585858585858584,1.0,6.0,7.6767676767676765,4.0,11.0,8.167676767676769,5.0,12.0,8.088888888888889,5.0,12.0,16.719191919191918,11.400000000000006,22.0,17.204040404040406,12.0,22.0,17.197979797979798,12.0,23.0,0.5
6,0.03636363636363636,0.0,0.0,0.03232323232323232,0.0,0.0,0.04242424242424243,0.0,0.0,0.09898989898989899,0.0,0.0,0.06464646464646465,0.0,0.0,0.07676767676767676,0.0,0.0,0.18787878787878787,0.0,1.0,0.17373737373737375,0.0,1.0,0.18181818181818182,0.0,1.0,0.3656565656565657,0.0,1.0,0.3878787878787879,0.0,1.0,0.3515151515151515,0.0,1.0,0.8424242424242424,0.0,2.0,0.8121212121212121,0.0,2.0,0.8242424242424242,0.0,2.0,1.6303030303030304,0.0,3.0,1.7393939393939395,0.0,4.0,1.6565656565656566,0.0,3.0,3.703030303030303,2.0,6.0,3.698989898989899,1.0,6.0,3.694949494949495,1.0,6.0,7.688888888888889,4.0,11.0,8.139393939393939,5.0,12.0,8.024242424242424,5.0,12.0,16.68686868686869,11.0,22.0,17.252525252525253,12.0,22.0,17.355555555555554,12.0,23.0,0.6
7,0.03636363636363636,0.0,0.0,0.03434343434343434,0.0,0.0,0.03838383838383838,0.0,0.0,0.09898989898989899,0.0,0.0,0.07474747474747474,0.0,0.0,0.06060606060606061,0.0,0.0,0.18585858585858586,0.0,1.0,0.17777777777777778,0.0,1.0,0.1696969696969697,0.0,1.0,0.3616161616161616,0.0,1.0,0.37373737373737376,0.0,1.0,0.3898989898989899,0.0,1.0,0.8404040404040404,0.0,2.0,0.8121212121212121,0.0,2.0,0.8,0.0,2.0,1.6222222222222222,0.0,3.0,1.7636363636363637,0.0,3.6000000000000227,1.713131313131313,0.0,3.0,3.7191919191919194,2.0,6.0,3.698989898989899,1.0,6.0,3.707070707070707,1.0,6.0,7.668686868686868,4.0,11.0,8.214141414141414,5.0,12.0,8.103030303030303,5.0,12.0,16.682828282828282,11.0,22.0,17.153535353535354,12.0,22.0,17.274747474747475,12.0,23.0,0.7
8,0.03636363636363636,0.0,0.0,0.030303030303030304,0.0,0.0,0.03232323232323232,0.0,0.0,0.09898989898989899,0.0,0.0,0.07878787878787878,0.0,0.0,0.08080808080808081,0.0,0.0,0.18383838383838383,0.0,1.0,0.17777777777777778,0.0,1.0,0.1696969696969697,0.0,1.0,0.35353535353535354,0.0,1.0,0.37575757575757573,0.0,1.0,0.39595959595959596,0.0,1.0,0.8303030303030303,0.0,2.0,0.8303030303030303,0.0,2.0,0.8141414141414142,0.0,2.0,1.6242424242424243,0.0,3.0,1.7838383838383838,0.0,4.0,1.7171717171717171,0.0,3.0,3.696969696969697,2.0,6.0,3.709090909090909,1.0,6.0,3.5939393939393938,1.0,6.0,7.674747474747475,4.0,11.0,8.145454545454545,5.0,12.0,7.9818181818181815,4.0,12.0,16.674747474747473,11.0,22.0,17.2989898989899,12.0,23.0,17.270707070707072,12.0,22.600000000000023,0.8
9,0.03636363636363636,0.0,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.0,0.0,0.09696969696969697,0.0,0.0,0.07676767676767676,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,1.0,0.17373737373737375,0.0,1.0,0.2101010101010101,0.0,1.0,0.35353535353535354,0.0,1.0,0.3717171717171717,0.0,1.0,0.3474747474747475,0.0,1.0,0.8343434343434344,0.0,2.0,0.8222222222222222,0.0,2.0,0.8282828282828283,0.0,2.0,1.6202020202020202,0.0,3.0,1.7797979797979797,0.0,4.0,1.7292929292929293,0.0,3.0,3.703030303030303,2.0,6.0,3.727272727272727,1.0,6.0,3.684848484848485,1.0,7.0,7.672727272727273,4.0,11.0,8.147474747474748,5.0,12.0,7.864646464646465,4.0,11.0,16.707070707070706,11.0,22.0,17.2989898989899,12.0,23.0,17.288888888888888,12.0,23.0,0.9
