,str0.3_den0.05,str0.03_den0.5,str0.003_den5.0,str0.3_den0.11,str0.03_den1.1,str0.003_den11.0,str0.3_den0.23,str0.03_den2.3000000000000003,str0.003_den23.0,str0.3_den0.5,str0.03_den5.0,str0.003_den50.0,str0.3_den1.08,str0.03_den10.8,str0.003_den108.0,str0.3_den2.32,str0.03_den23.2,str0.003_den231.99999999999997,str0.3_den5.0,str0.03_den50.0,str0.003_den500.0,str0.3_den10.77,str0.03_den107.69999999999999,str0.003_den1077.0,str0.3_den23.21,str0.03_den232.10000000000002,str0.003_den2321.0
461,0.0,3.0,5.0,0.0,4.0,5.0,5.0,6.0,4.0,6.0,8.0,4.0,37.0,17.0,35.0,26.0,87.0,13.0,53.0,212.0,38.0,669.0,978.0,537.0,1500.0,1500.0,1500.0
462,0.0,3.0,3.0,5.0,4.0,3.0,29.0,9.0,3.0,38.0,16.0,6.0,45.0,7.0,9.0,103.0,74.0,40.0,95.0,308.0,60.0,415.0,488.0,330.0,1500.0,1500.0,1500.0
463,3.0,0.0,2.0,0.0,14.0,3.0,5.0,17.0,4.0,11.0,18.0,8.0,8.0,47.0,5.0,275.0,34.0,36.0,127.0,227.0,64.0,669.0,887.0,303.0,1500.0,1500.0,1500.0
464,0.0,4.0,5.0,2.0,10.0,3.0,2.0,4.0,5.0,21.0,29.0,4.0,7.0,58.0,23.0,63.0,71.0,20.0,395.0,98.0,84.0,995.0,773.0,180.0,1500.0,1500.0,1500.0
465,0.0,4.0,2.0,0.0,17.0,4.0,9.0,14.0,4.0,3.0,7.0,14.0,6.0,15.0,17.0,6.0,72.0,25.0,259.0,83.0,123.0,770.0,953.0,260.0,1500.0,1500.0,1500.0
466,1.0,6.0,4.0,0.0,4.0,3.0,5.0,6.0,4.0,45.0,5.0,5.0,102.0,10.0,9.0,54.0,67.0,33.0,53.0,107.0,90.0,842.0,940.0,359.0,1500.0,1500.0,1500.0
467,0.0,4.0,2.0,0.0,3.0,3.0,9.0,32.0,4.0,4.0,12.0,4.0,12.0,26.0,11.0,128.0,42.0,8.0,337.0,160.0,91.0,464.0,663.0,343.0,1500.0,1500.0,1500.0
468,0.0,3.0,3.0,0.0,18.0,5.0,4.0,4.0,8.0,5.0,5.0,5.0,5.0,29.0,6.0,39.0,28.0,12.0,115.0,214.0,69.0,533.0,583.0,269.0,1500.0,1500.0,1500.0
469,2.0,2.0,2.0,3.0,3.0,3.0,0.0,12.0,3.0,116.0,6.0,4.0,391.0,6.0,6.0,177.0,42.0,31.0,114.0,157.0,93.0,604.0,1500.0,455.0,1500.0,1500.0,1500.0
470,0.0,2.0,3.0,10.0,4.0,2.0,5.0,9.0,5.0,7.0,19.0,3.0,70.0,27.0,8.0,143.0,24.0,9.0,155.0,237.0,51.0,697.0,351.0,165.0,1500.0,1500.0,1500.0
