,str0.3_den0.05,str0.03_den0.5,str0.003_den5.0,str0.3_den0.11,str0.03_den1.1,str0.003_den11.0,str0.3_den0.23,str0.03_den2.3000000000000003,str0.003_den23.0,str0.3_den0.5,str0.03_den5.0,str0.003_den50.0,str0.3_den1.08,str0.03_den10.8,str0.003_den108.0,str0.3_den2.32,str0.03_den23.2,str0.003_den231.99999999999997,str0.3_den5.0,str0.03_den50.0,str0.003_den500.0,str0.3_den10.77,str0.03_den107.69999999999999,str0.003_den1077.0,str0.3_den23.21,str0.03_den232.10000000000002,str0.003_den2321.0
210,,,,,,,576.0,,,,,,,,,764.0,,,315.0,223.0,1080.0,240.0,174.0,261.0,38.0,125.0,72.0
211,1176.0,,,,,,,,,120.0,,,,,,413.0,1135.0,,378.0,203.0,,73.0,121.0,682.0,29.0,30.0,169.0
212,,,,,,,,,,549.0,,,,,,864.0,958.0,,53.0,738.0,,53.0,204.0,543.0,42.0,66.0,312.0
213,,,,,,,,,,475.0,,,,,,401.0,,,249.0,808.0,,83.0,177.0,254.0,18.0,64.0,128.0
214,,,,,,,,,,,,,,,,1050.0,,,320.0,457.0,,106.0,268.0,278.0,55.0,50.0,181.0
215,,,,,,,275.0,,,,,,416.0,,,145.0,,,560.0,532.0,,109.0,208.0,504.0,87.0,63.0,153.0
216,,,,,,,60.0,,,,,,,,,,,,287.0,455.0,1093.0,46.0,44.0,331.0,50.0,130.0,157.0
217,,,,,,,,,,,,,,,,,,,258.0,83.0,,128.0,366.0,401.0,30.0,69.0,94.0
218,,,,,,,,,,697.0,,,,385.0,,557.0,,,259.0,770.0,,63.0,162.0,484.0,61.0,75.0,151.0
219,,,,,,,,,,,,,,,,768.0,,,93.0,262.0,,34.0,130.0,330.0,63.0,47.0,148.0
220,,,,,,,,,,,,,,,,1145.0,,,396.0,586.0,1070.0,289.0,139.0,404.0,119.0,30.0,194.0
221,,,,,,,,,,,,,976.0,,,,,,173.0,802.0,683.0,80.0,262.0,432.0,44.0,49.0,181.0
222,,,,,,,,,,,,,241.0,,,1177.0,,,454.0,288.0,1112.0,264.0,94.0,319.0,40.0,73.0,170.0
223,,,,,,,,,,,,,,915.0,,420.0,1098.0,,655.0,211.0,,151.0,105.0,263.0,28.0,22.0,95.0
224,,,,,,,,,,,,,,,,1189.0,,,784.0,248.0,,356.0,336.0,474.0,31.0,96.0,74.0
225,,,,,,,,,,,,,,,,,462.0,,286.0,720.0,,93.0,192.0,280.0,94.0,57.0,12.0
226,,,,,,,,,,,,,298.0,,,,,,126.0,22.0,871.0,68.0,22.0,362.0,28.0,38.0,136.0
227,,,,,,,,,,,,,,,,,818.0,,677.0,379.0,,444.0,210.0,308.0,39.0,87.0,211.0
228,,,,,,,,,,,,,588.0,,,581.0,,,51.0,572.0,283.0,418.0,108.0,573.0,59.0,127.0,134.0
229,,,,,,,,,,,,,,,,,,,300.0,734.0,578.0,668.0,281.0,430.0,50.0,94.0,60.0
230,,,,,,,,,,,,,167.0,524.0,,124.0,,,972.0,,,354.0,118.0,361.0,87.0,87.0,136.0
231,,,,,,,,,,,,,257.0,,,,501.0,,255.0,65.0,448.0,102.0,328.0,342.0,106.0,114.0,168.0
232,,,,,,,,,,,,,,,,,1065.0,,134.0,505.0,,191.0,201.0,254.0,41.0,75.0,107.0
233,,,,953.0,,,,,,,,,,,,,,,286.0,314.0,1046.0,90.0,187.0,940.0,45.0,113.0,155.0
234,,,,,,,,,,,,,925.0,,,,333.0,,83.0,919.0,1055.0,282.0,160.0,584.0,41.0,77.0,163.0
235,,,,,,,,,,,,,,,,549.0,343.0,,648.0,408.0,496.0,92.0,272.0,279.0,18.0,95.0,109.0
236,,,,,,,,,,,,,,,,919.0,,,281.0,444.0,426.0,64.0,41.0,345.0,21.0,118.0,197.0
237,,,,,,,,,,,,,,,,1173.0,,,292.0,845.0,,45.0,164.0,375.0,26.0,46.0,85.0
238,,,,,,,,,,,,,,,,62.0,,,146.0,586.0,,101.0,275.0,356.0,37.0,39.0,86.0
239,,,,,,,,,,,,,,,,1002.0,,,110.0,645.0,,32.0,296.0,297.0,44.0,65.0,135.0
240,,,,,,,,,,,,,,832.0,,956.0,719.0,,491.0,816.0,917.0,49.0,77.0,315.0,40.0,24.0,187.0
241,,,,,,,,,,,,,,,,1067.0,510.0,,407.0,492.0,1124.0,152.0,362.0,429.0,54.0,38.0,130.0
242,,,,,,,,,,,,,191.0,62.0,,60.0,,,268.0,355.0,790.0,149.0,149.0,409.0,38.0,22.0,136.0
243,,,,,,,,,,,1142.0,,1154.0,,,244.0,705.0,,164.0,144.0,635.0,18.0,333.0,443.0,53.0,112.0,108.0
244,,,,,,,,,,,,,736.0,,,569.0,,,205.0,455.0,379.0,113.0,63.0,474.0,42.0,94.0,134.0
245,,,,,,,,,,,,,,,,582.0,706.0,,316.0,287.0,519.0,128.0,294.0,535.0,23.0,149.0,94.0
246,,,,,,,,,,,,,603.0,,,,,,71.0,933.0,1019.0,426.0,228.0,335.0,22.0,39.0,102.0
247,,,,,,,,,,,,,760.0,,,243.0,271.0,,103.0,273.0,,123.0,141.0,204.0,70.0,59.0,184.0
248,,,,,,,,,,,,,,,,653.0,1124.0,,639.0,734.0,800.0,402.0,106.0,117.0,50.0,83.0,87.0
249,,,,,,,,,,,,,,,,620.0,1157.0,,260.0,329.0,504.0,30.0,159.0,526.0,84.0,48.0,119.0
250,,,,,,,,,,290.0,,,171.0,,,358.0,1126.0,,154.0,292.0,872.0,70.0,27.0,339.0,170.0,108.0,168.0
251,,,,,,,,,,,,,,,,,,,47.0,366.0,1115.0,289.0,118.0,466.0,19.0,28.0,91.0
252,,,,,,,,,,,,,322.0,,,85.0,,,237.0,454.0,894.0,208.0,90.0,408.0,166.0,102.0,181.0
253,,,,,,,,,,,,,784.0,,,,,,87.0,529.0,,374.0,234.0,425.0,49.0,37.0,99.0
254,,,,,,,,,,,,,,,,,,,515.0,930.0,969.0,122.0,121.0,511.0,30.0,79.0,175.0
255,,,,,,,,,,,,,,,,784.0,331.0,,805.0,615.0,981.0,286.0,67.0,283.0,59.0,45.0,185.0
256,1156.0,,,,,,,,,,,,,,,473.0,82.0,,469.0,28.0,,97.0,186.0,502.0,43.0,80.0,137.0
257,,,,,,,,,,,,,,,,,473.0,,183.0,459.0,404.0,103.0,80.0,432.0,43.0,21.0,102.0
258,,,,,,,,,,,,,,,,413.0,,,96.0,478.0,,64.0,125.0,460.0,98.0,32.0,218.0
259,,,,,,,,,,733.0,,,,685.0,,,,,1075.0,252.0,,56.0,120.0,333.0,60.0,83.0,193.0
260,,,,,,,,,,,,,,,,1145.0,,,117.0,851.0,949.0,292.0,86.0,352.0,25.0,61.0,98.0
261,,,,,,,,,,1098.0,,,,,,676.0,483.0,,241.0,855.0,599.0,196.0,80.0,601.0,55.0,82.0,165.0
262,,,,,,,,,,943.0,,,,,,369.0,,,298.0,1056.0,688.0,193.0,50.0,353.0,85.0,87.0,78.0
263,,,,,,,,,,,,,,,,519.0,661.0,,721.0,836.0,,75.0,215.0,585.0,56.0,182.0,108.0
264,,,,,,,,,,,,,,,,,,,41.0,414.0,411.0,47.0,91.0,484.0,26.0,123.0,184.0
265,,,,,,,,,,,,,1005.0,505.0,,,,,165.0,106.0,1124.0,315.0,85.0,268.0,51.0,44.0,132.0
266,,,,,,,,,,,,,,,,707.0,,,273.0,63.0,,56.0,109.0,295.0,27.0,71.0,82.0
267,,,,,,,,,,448.0,,,,,,341.0,690.0,,341.0,427.0,,99.0,221.0,273.0,23.0,97.0,136.0
268,,,,,,,,,,,,,,,,949.0,,,561.0,33.0,1108.0,36.0,44.0,490.0,94.0,66.0,115.0
269,,,,,,,,,,,,,,,,517.0,947.0,,316.0,486.0,,99.0,170.0,339.0,73.0,24.0,213.0
270,,,,,,,,,,,,,,,,,808.0,,785.0,482.0,803.0,111.0,228.0,203.0,60.0,123.0,115.0
271,,,,942.0,,,,,,,,,83.0,,,144.0,865.0,,297.0,881.0,705.0,343.0,182.0,567.0,85.0,18.0,213.0
272,,,,,,,,,,,809.0,,,,,,,,768.0,1042.0,,88.0,28.0,671.0,120.0,63.0,156.0
273,,,,,,,,,,924.0,,,,776.0,,,1190.0,,818.0,806.0,1195.0,37.0,37.0,313.0,57.0,61.0,209.0
274,,,,,,,,,,,,,1171.0,,,783.0,1062.0,,93.0,257.0,1190.0,127.0,155.0,518.0,45.0,64.0,133.0
275,,,,,,,,,,,,,,,,118.0,865.0,,165.0,283.0,934.0,66.0,200.0,281.0,23.0,96.0,132.0
276,,,,,,,,,,,,,,,,,354.0,,120.0,206.0,,46.0,316.0,397.0,13.0,105.0,128.0
277,,,,,,,,,,274.0,,,,,,999.0,,,80.0,307.0,857.0,26.0,275.0,261.0,14.0,83.0,154.0
278,,,,,,,,,,,,,,,,163.0,624.0,,177.0,45.0,1187.0,92.0,134.0,362.0,27.0,26.0,182.0
279,,,,,,,,,,,,,627.0,,,60.0,,,451.0,645.0,,56.0,112.0,441.0,13.0,90.0,143.0
280,,,,,,,,,,,,,788.0,,,377.0,459.0,,672.0,302.0,,69.0,138.0,531.0,45.0,76.0,67.0
281,,,,,,,,,,,,,,,,1062.0,,,333.0,497.0,943.0,61.0,286.0,479.0,54.0,120.0,131.0
282,,,,,,,,,,,,,1141.0,,,,1178.0,,376.0,444.0,849.0,397.0,353.0,582.0,22.0,29.0,156.0
283,,,,,,,,,,,,,892.0,,,,148.0,,683.0,715.0,,26.0,182.0,375.0,78.0,113.0,219.0
284,,,,,,,,,,88.0,,,502.0,,,1169.0,,,,525.0,,316.0,24.0,410.0,38.0,22.0,119.0
285,,,,,,,,,,,,,,,,725.0,,,341.0,328.0,,70.0,29.0,517.0,69.0,93.0,182.0
286,,,,,,,,,,170.0,,,,,,987.0,636.0,,92.0,709.0,937.0,21.0,220.0,517.0,68.0,103.0,140.0
287,,,,,,,,,,,,,482.0,,,,,,325.0,405.0,,286.0,188.0,411.0,76.0,143.0,86.0
288,,,,,,,,,,,,,183.0,,,704.0,1020.0,,169.0,1055.0,,103.0,194.0,92.0,92.0,62.0,130.0
289,,,,,,,,,,1078.0,,,,,,343.0,1134.0,,1038.0,813.0,791.0,23.0,234.0,285.0,51.0,62.0,203.0
290,,,,,,,,,,,,,,,,291.0,1129.0,,577.0,553.0,,154.0,283.0,589.0,60.0,55.0,104.0
291,,,,,,,,,,,,,200.0,,,,274.0,,438.0,509.0,532.0,152.0,119.0,383.0,111.0,57.0,77.0
292,,,,,,,,,,631.0,877.0,,,,,826.0,,,378.0,239.0,,384.0,120.0,523.0,27.0,35.0,144.0
293,,,,,,,,,,,,,1028.0,,,122.0,,,131.0,429.0,622.0,82.0,22.0,327.0,53.0,39.0,119.0
294,,,,,,,,,,,,,,,,139.0,1004.0,,119.0,463.0,706.0,266.0,195.0,411.0,35.0,92.0,76.0
295,,,,,,,,,,324.0,,,,,,664.0,589.0,,197.0,666.0,,353.0,264.0,377.0,124.0,54.0,110.0
296,,,,,,,,,,,,,1008.0,,,700.0,697.0,,151.0,655.0,1071.0,829.0,188.0,533.0,62.0,34.0,74.0
297,,,,,,,,,,,,,,,,588.0,,,107.0,361.0,,121.0,98.0,492.0,23.0,151.0,218.0
298,,,,,,,,,,,,,,,,,658.0,,116.0,68.0,1047.0,144.0,321.0,320.0,19.0,89.0,191.0
299,,,,,,,,,,,,,,1191.0,,128.0,587.0,,80.0,525.0,1018.0,422.0,303.0,428.0,52.0,10.0,165.0
300,,,,,,,,,,,,,485.0,,,848.0,,,129.0,773.0,406.0,386.0,232.0,249.0,28.0,43.0,202.0
301,,,,,,,,,,,,,,,,,,,257.0,641.0,562.0,55.0,229.0,438.0,57.0,16.0,164.0
302,,,,,,,,,,,,,,,,179.0,,,686.0,473.0,924.0,340.0,9.0,208.0,88.0,82.0,111.0
303,,,,,,,,,,,,,,,,,831.0,,309.0,135.0,986.0,129.0,156.0,479.0,90.0,105.0,105.0
304,,,,,,,,,,520.0,,,433.0,,,,,,144.0,235.0,,184.0,195.0,393.0,69.0,46.0,130.0
305,,,,,,,,,,,,,781.0,,,,1003.0,,,474.0,,310.0,326.0,407.0,63.0,71.0,127.0
306,,,,,,,,,,,,,972.0,,,185.0,1075.0,,400.0,595.0,,252.0,311.0,314.0,42.0,22.0,215.0
307,,,,,,,124.0,,,,,,689.0,,,311.0,,,967.0,486.0,1086.0,199.0,175.0,169.0,92.0,97.0,150.0
308,,,,,,,,,,,,,,488.0,,531.0,492.0,,1119.0,599.0,791.0,120.0,162.0,456.0,54.0,57.0,161.0
309,,,,,,,1071.0,,,,,,,,,,,,272.0,761.0,,101.0,209.0,549.0,82.0,23.0,84.0
310,,,,,,,,,,,,,,,,,,,461.0,341.0,,89.0,234.0,359.0,48.0,41.0,105.0
311,,,,,,,,,,,,,,,,,945.0,,65.0,248.0,,129.0,281.0,509.0,26.0,12.0,118.0
312,,,,,,,,,,,,,965.0,,,,,,283.0,378.0,,41.0,177.0,395.0,52.0,87.0,136.0
313,,,,,,,,,,,,,,,,121.0,588.0,,17.0,404.0,625.0,217.0,534.0,538.0,67.0,42.0,53.0
314,,,,,,,,,,,,,1085.0,,,,440.0,,211.0,829.0,,434.0,236.0,235.0,17.0,66.0,90.0
315,,,,,,,,,,357.0,,,733.0,,,,,,862.0,962.0,,264.0,176.0,263.0,82.0,76.0,156.0
316,,,,,,,,,,,,,,,,751.0,,,223.0,381.0,,77.0,275.0,733.0,35.0,28.0,169.0
317,,,,,,,,,,,,,,,,,,,55.0,351.0,,204.0,131.0,443.0,77.0,58.0,142.0
318,,,,,,,,,,,,,,,,,155.0,,1116.0,321.0,,42.0,404.0,532.0,100.0,45.0,110.0
319,,,,,,,,,,,,,,,,422.0,759.0,,302.0,198.0,,138.0,102.0,304.0,43.0,57.0,181.0
320,,,,,,,,,,,,,,1113.0,,,,,263.0,367.0,1179.0,116.0,232.0,203.0,18.0,80.0,75.0
321,,,,,,,,,,,,,,,,374.0,,,59.0,578.0,1035.0,342.0,214.0,237.0,29.0,117.0,175.0
322,,,,,,,,,,,,,225.0,,,82.0,,,94.0,934.0,393.0,282.0,206.0,460.0,85.0,97.0,216.0
323,,,,,,,,,,,,,,,,316.0,1094.0,,87.0,436.0,736.0,89.0,254.0,510.0,32.0,109.0,234.0
324,,,,,,,,,,,,,,,,,666.0,,330.0,223.0,1146.0,190.0,133.0,222.0,40.0,40.0,83.0
325,,,,,,,,,,,,,,,,87.0,,,1173.0,132.0,1168.0,85.0,85.0,577.0,64.0,81.0,164.0
326,,,,,,,,,,,,,,,,,,,,458.0,1107.0,104.0,274.0,327.0,45.0,58.0,50.0
327,,,,,,,,,,,,,398.0,,,,468.0,,470.0,600.0,,212.0,190.0,171.0,22.0,32.0,159.0
328,,,,,,,,,,,,,,,,950.0,895.0,,310.0,273.0,1185.0,98.0,198.0,333.0,33.0,49.0,138.0
329,,,,,,,908.0,,,,,,,,,694.0,251.0,,629.0,155.0,,12.0,210.0,353.0,146.0,102.0,183.0
330,,,,,,,,,,,,,1180.0,,,879.0,656.0,,218.0,340.0,,92.0,108.0,493.0,14.0,42.0,139.0
331,,,,,,,,,,,,,,,,512.0,149.0,,29.0,,1130.0,188.0,207.0,444.0,58.0,61.0,99.0
332,,,,,,,,,,504.0,,,50.0,,,880.0,,,,217.0,738.0,263.0,226.0,296.0,35.0,115.0,99.0
333,,,,,,,,,,862.0,,,,,,300.0,1098.0,,324.0,700.0,968.0,185.0,131.0,303.0,52.0,133.0,128.0
334,,,,,,,,,,986.0,,,782.0,,,130.0,196.0,,364.0,206.0,555.0,68.0,237.0,215.0,153.0,41.0,99.0
335,,,,,,,,111.0,,,,,180.0,,,,690.0,,618.0,395.0,1110.0,316.0,160.0,333.0,223.0,51.0,189.0
336,,,,,,,,,,,,,1120.0,,,,,,570.0,679.0,1168.0,51.0,304.0,248.0,105.0,107.0,162.0
337,,,,,,,,,,,,,,,,,,,761.0,335.0,,68.0,89.0,248.0,139.0,41.0,144.0
338,,,,774.0,,,,,,,,,,,,387.0,,,102.0,471.0,1197.0,60.0,149.0,314.0,104.0,42.0,120.0
339,,,,,,,,,,,,,933.0,,,950.0,,,434.0,350.0,,86.0,95.0,327.0,65.0,45.0,128.0
340,,,,,,,,,,,,,,,,378.0,,,705.0,686.0,,144.0,82.0,362.0,61.0,70.0,143.0
341,,,,,,,,,,,,,,729.0,,,610.0,,684.0,764.0,,34.0,144.0,263.0,47.0,69.0,117.0
342,,,,,,,974.0,,,,,,1028.0,284.0,,,,,642.0,165.0,904.0,51.0,217.0,316.0,43.0,133.0,201.0
343,,,,,,,,,,,,,728.0,451.0,,,,,364.0,400.0,960.0,89.0,143.0,446.0,28.0,64.0,122.0
344,,,,177.0,,,,,,,,,,,,506.0,553.0,,844.0,1102.0,1180.0,92.0,203.0,227.0,122.0,67.0,112.0
345,,,,,,,458.0,,,,,,,,,205.0,492.0,,990.0,764.0,,57.0,67.0,403.0,35.0,29.0,149.0
346,,,,,,,,,,806.0,,,555.0,,,,39.0,,279.0,912.0,762.0,207.0,299.0,415.0,22.0,64.0,107.0
347,,,,,,,,,,,,,,,,888.0,1086.0,,164.0,681.0,,72.0,145.0,437.0,25.0,114.0,112.0
348,,,,,,,,,,,,,,,,101.0,693.0,,401.0,360.0,1168.0,41.0,113.0,258.0,58.0,33.0,105.0
349,,,,,,,,,,,,,,,,129.0,471.0,,457.0,725.0,1140.0,57.0,207.0,212.0,77.0,127.0,154.0
350,,,,111.0,,,,,,632.0,,,971.0,,,693.0,,,1043.0,374.0,,54.0,105.0,301.0,11.0,115.0,180.0
351,,,,,,,,,,1035.0,,,,,,576.0,,,735.0,604.0,1144.0,101.0,266.0,372.0,29.0,64.0,187.0
352,,,,,,,,,,,,,,,,755.0,,,342.0,197.0,896.0,245.0,258.0,353.0,131.0,48.0,105.0
353,,,,,,,,,,677.0,,,,,,318.0,635.0,,136.0,1194.0,,241.0,143.0,309.0,121.0,41.0,125.0
354,,,,,,,,,,,,,,,,1100.0,270.0,,611.0,480.0,1075.0,477.0,176.0,363.0,38.0,100.0,146.0
355,,,,,,,,,,484.0,783.0,,,,,403.0,911.0,,602.0,339.0,,84.0,118.0,390.0,42.0,52.0,245.0
356,,,,,,,,,,,,,172.0,,,95.0,,,333.0,701.0,,118.0,171.0,430.0,95.0,15.0,151.0
357,,,,,,,,,,,,,,,,961.0,609.0,,115.0,424.0,,36.0,157.0,639.0,42.0,54.0,135.0
358,,,,,,,917.0,,,,,,,,,1148.0,,,231.0,814.0,885.0,59.0,168.0,455.0,36.0,91.0,128.0
359,,,,,,,,,,,,,,,,,,,474.0,214.0,,256.0,244.0,470.0,71.0,139.0,129.0
360,,,,,,,,,,,,,,,,178.0,743.0,,281.0,395.0,1163.0,191.0,150.0,390.0,29.0,75.0,66.0
361,,,,,,,,,,,,,,756.0,,,,,32.0,822.0,,60.0,326.0,381.0,85.0,119.0,111.0
362,,,,,,,,,,40.0,,,,,,,455.0,,202.0,653.0,,187.0,51.0,449.0,75.0,26.0,136.0
363,,,,,,,,,,,,,,,,283.0,996.0,,85.0,128.0,,128.0,135.0,308.0,87.0,45.0,157.0
364,,,,,,,,,,,,,,,,1051.0,,,271.0,225.0,1078.0,109.0,74.0,446.0,23.0,46.0,138.0
365,,,,,,,66.0,,,,,,788.0,,,312.0,,,179.0,811.0,,251.0,176.0,272.0,24.0,65.0,128.0
366,,,,,,,,,,895.0,,,,,,700.0,,,454.0,378.0,992.0,216.0,74.0,520.0,97.0,56.0,122.0
367,,,,,,,,,,,,,,,,,800.0,,461.0,332.0,704.0,352.0,168.0,233.0,33.0,22.0,154.0
368,,,,,,,76.0,,,,,,56.0,45.0,,265.0,,,98.0,715.0,1166.0,112.0,262.0,422.0,91.0,94.0,132.0
369,,,,,,,,,,,,,179.0,,,,,,1033.0,39.0,439.0,245.0,95.0,365.0,57.0,111.0,57.0
370,,,,,,,,,,,,,,,,245.0,,,106.0,359.0,,225.0,264.0,339.0,36.0,29.0,154.0
371,,,,,,,,,,,,,,,,662.0,1060.0,,397.0,232.0,,135.0,276.0,725.0,101.0,85.0,208.0
372,,,,388.0,,,,,,,,,,,,,1017.0,,147.0,623.0,,183.0,14.0,363.0,132.0,94.0,119.0
373,,,,,,,,,,,855.0,,,,,102.0,669.0,,197.0,338.0,888.0,174.0,114.0,484.0,18.0,44.0,109.0
374,,,,,,,,,,,,,,,,446.0,1089.0,,477.0,242.0,801.0,359.0,80.0,385.0,50.0,82.0,129.0
375,,,,,,,,,,,546.0,,728.0,,,866.0,,,920.0,981.0,1050.0,289.0,241.0,589.0,34.0,120.0,125.0
376,,,,,,,,,,,,,878.0,,,201.0,,,217.0,400.0,1191.0,238.0,132.0,295.0,43.0,29.0,132.0
377,,,,,,,,,,,,,,,,402.0,1095.0,,61.0,896.0,,361.0,292.0,286.0,81.0,69.0,134.0
378,,,,,,,,,,,,,,,,330.0,,,330.0,629.0,,104.0,214.0,477.0,28.0,88.0,132.0
379,,,,,,,,,,,,,611.0,,,,,,209.0,380.0,1168.0,260.0,41.0,376.0,46.0,62.0,175.0
380,,,,,,,,,,,,,514.0,,,,,,667.0,587.0,605.0,36.0,154.0,603.0,48.0,33.0,146.0
381,,,,,,,,,,,,,328.0,550.0,,,1191.0,,582.0,394.0,,174.0,183.0,314.0,18.0,44.0,118.0
382,,,,,,,,,,,,,,1113.0,,,,,523.0,226.0,779.0,138.0,262.0,398.0,44.0,38.0,121.0
383,,,,,,,,,,,,,,,,674.0,216.0,,309.0,152.0,296.0,149.0,302.0,283.0,46.0,65.0,169.0
384,,,,,,,1018.0,,,,,,,,,617.0,,,103.0,118.0,,71.0,129.0,301.0,87.0,136.0,161.0
385,,,,,,,,,,,,,284.0,,,,1127.0,,414.0,256.0,,234.0,70.0,512.0,53.0,35.0,122.0
386,,,,,,,,,,,,,,,,195.0,,,93.0,190.0,,153.0,317.0,357.0,135.0,22.0,138.0
387,,,,,,,,,,,,,,969.0,,245.0,,,118.0,316.0,,21.0,192.0,289.0,37.0,94.0,139.0
388,,,,,,,,,,,,,,,,,,,195.0,215.0,,62.0,108.0,439.0,54.0,14.0,124.0
389,,,,,,,,,,,,,283.0,,,961.0,,,97.0,265.0,,306.0,113.0,305.0,39.0,64.0,135.0
390,,,,,,,,,,,,,,251.0,,,,,137.0,157.0,,168.0,62.0,706.0,69.0,39.0,202.0
391,,,,,,,,,,,,,,,,268.0,,,155.0,362.0,985.0,73.0,155.0,466.0,73.0,121.0,116.0
392,,,,,,,,,,541.0,,,,,,1189.0,852.0,,1046.0,301.0,,217.0,223.0,442.0,73.0,49.0,122.0
393,,,,,,,,,,,,,702.0,,,,1101.0,,650.0,413.0,,118.0,133.0,282.0,71.0,71.0,35.0
394,,,,,,,,,,,,,109.0,,,171.0,,,115.0,335.0,,59.0,211.0,343.0,28.0,47.0,114.0
395,,,,,,,,,,,472.0,,296.0,,,787.0,,,258.0,623.0,697.0,34.0,295.0,367.0,28.0,50.0,124.0
396,,,,,,,958.0,,,,,,,,,,,,228.0,670.0,,343.0,106.0,481.0,30.0,145.0,102.0
397,,,,,,,,,,1133.0,,,,,,,,,320.0,153.0,,351.0,152.0,338.0,24.0,131.0,169.0
398,,,,,,,,,,415.0,,,1106.0,,,,,,40.0,597.0,919.0,484.0,111.0,414.0,29.0,129.0,151.0
399,,,,,,,,,,278.0,,,320.0,,,451.0,,,198.0,574.0,,181.0,93.0,345.0,36.0,44.0,133.0
400,,,,,,,,,,523.0,,,,,,579.0,,,123.0,779.0,,53.0,210.0,562.0,32.0,133.0,60.0
401,,,,,,,,,,356.0,,,,,,239.0,,,109.0,223.0,981.0,41.0,92.0,151.0,61.0,36.0,131.0
402,,,,,,,,,,,,,691.0,,,385.0,,,454.0,612.0,827.0,55.0,148.0,268.0,60.0,117.0,156.0
403,,,,,,,,,,,,,,,,,,,102.0,1020.0,742.0,199.0,260.0,287.0,28.0,97.0,123.0
404,,,,,,,,,,,,,,,,,487.0,,653.0,430.0,,152.0,208.0,475.0,24.0,70.0,151.0
405,,,,,,,,,,,,,,,,,358.0,,367.0,864.0,673.0,115.0,175.0,424.0,42.0,77.0,137.0
406,,,,,,,,,,,,,,,,549.0,,,943.0,499.0,852.0,192.0,114.0,591.0,26.0,39.0,118.0
407,,,,,,,,,,,,,74.0,,,,556.0,,594.0,836.0,862.0,135.0,77.0,351.0,30.0,81.0,154.0
408,,,,,,,,,,,,,,,,321.0,,,453.0,799.0,,81.0,22.0,495.0,19.0,91.0,145.0
409,,,,,,,,,,,,,,,,,1099.0,,402.0,519.0,,103.0,36.0,358.0,74.0,42.0,131.0
410,,,,,,,,,,,,,,,,697.0,,,489.0,254.0,787.0,120.0,202.0,329.0,23.0,33.0,144.0
411,,,,,,,,,,,,,,,,,,,1043.0,386.0,573.0,211.0,299.0,296.0,25.0,32.0,149.0
412,,,,,,,,,,,,,,,,722.0,796.0,,1149.0,298.0,872.0,100.0,167.0,451.0,72.0,115.0,132.0
413,,,,,,,,,,,,,,,,,416.0,802.0,290.0,494.0,,331.0,296.0,424.0,48.0,81.0,164.0
414,,,,,,,,,,,,,,,,,651.0,,238.0,622.0,844.0,392.0,108.0,345.0,51.0,76.0,109.0
415,,,,,,,,,,,,,255.0,,,397.0,,,609.0,571.0,926.0,314.0,336.0,395.0,97.0,76.0,68.0
416,,,,,,,,,,,,,,,,549.0,,,33.0,51.0,,62.0,175.0,394.0,32.0,41.0,247.0
417,,,,,,,,,,,,,,,,,,,773.0,282.0,,366.0,217.0,237.0,78.0,80.0,189.0
418,,,,,,,,,,,,,,,,,441.0,,288.0,214.0,1011.0,20.0,153.0,412.0,26.0,26.0,192.0
419,,,,,,,,,,,,,,,,,616.0,,744.0,904.0,,217.0,97.0,376.0,30.0,54.0,170.0
420,,,,,,,,,,,,,,,,,,,289.0,157.0,,507.0,117.0,423.0,61.0,71.0,133.0
421,,,,,,,397.0,,,,,,,,,148.0,143.0,,185.0,873.0,1062.0,81.0,59.0,425.0,36.0,61.0,113.0
422,,,,,,,,,,,,,473.0,,,472.0,495.0,,317.0,414.0,,108.0,101.0,243.0,54.0,105.0,204.0
423,,,,,,,,,,,,,,963.0,,,1116.0,,404.0,454.0,,386.0,365.0,460.0,59.0,86.0,168.0
424,,,,,,,,,,,806.0,,,,,,,,253.0,204.0,,624.0,56.0,357.0,36.0,10.0,145.0
425,,,,,,,,,,,,,,,,558.0,812.0,,394.0,240.0,738.0,158.0,169.0,451.0,62.0,99.0,173.0
426,,,,,,,,,,916.0,,,,461.0,,104.0,1041.0,,225.0,156.0,622.0,87.0,107.0,240.0,121.0,75.0,166.0
427,,,,,,,,,,,,,387.0,,,,,,1007.0,603.0,914.0,151.0,225.0,279.0,33.0,93.0,109.0
428,,,,,,,,,,658.0,68.0,,,,,71.0,481.0,,521.0,336.0,,308.0,157.0,430.0,36.0,48.0,97.0
429,,,,,,,,,,,,,875.0,,,1029.0,,,263.0,328.0,1003.0,79.0,201.0,291.0,59.0,155.0,70.0
430,,,,,,,,,,,,,,,,,1174.0,,,522.0,694.0,39.0,367.0,468.0,69.0,42.0,110.0
431,,,,,,,,,,,,,,477.0,,638.0,,,76.0,484.0,,48.0,108.0,471.0,50.0,39.0,177.0
432,,,,,,,,,,552.0,,,,,,79.0,,,189.0,686.0,236.0,19.0,159.0,349.0,81.0,51.0,109.0
433,,,,,,,,,,,,,,,,,,,251.0,994.0,,85.0,46.0,380.0,90.0,40.0,159.0
434,,,,,,,,,,870.0,,,,,,,1176.0,,178.0,291.0,,107.0,315.0,132.0,23.0,52.0,181.0
435,,,,,,,,,,,,,,265.0,,,137.0,,569.0,295.0,,344.0,218.0,289.0,126.0,30.0,111.0
