,type0_str1,type1_str1,type2_str1,type0_str0.3,type1_str0.3,type2_str0.3,type0_str0.1,type1_str0.1,type2_str0.1,type0_str0.03,type1_str0.03,type2_str0.03,type0_str0.01,type1_str0.01,type2_str0.01,type0_str0.003,type1_str0.003,type2_str0.003,type0_str0.001,type1_str0.001,type2_str0.001
265,13.0,5.0,1111.0,52.0,4.0,89.0,32.0,4.0,847.0,33.0,3.0,153.0,15.0,3.0,121.0,7.0,5.0,28.0,5.0,4.0,27.0
266,13.0,4.0,756.0,4.0,5.0,294.0,29.0,5.0,240.0,23.0,4.0,200.0,55.0,4.0,192.0,7.0,3.0,22.0,7.0,3.0,20.0
267,107.0,4.0,144.0,102.0,4.0,1280.0,35.0,4.0,217.0,25.0,4.0,157.0,9.0,4.0,112.0,13.0,4.0,48.0,3.0,4.0,22.0
268,17.0,4.0,306.0,52.0,4.0,116.0,133.0,4.0,315.0,17.0,4.0,468.0,6.0,4.0,41.0,8.0,3.0,37.0,8.0,3.0,17.0
269,23.0,3.0,306.0,94.0,4.0,11.0,58.0,4.0,264.0,28.0,3.0,91.0,21.0,3.0,106.0,4.0,3.0,26.0,7.0,3.0,10.0
270,26.0,4.0,599.0,89.0,3.0,358.0,58.0,4.0,177.0,29.0,3.0,237.0,29.0,3.0,143.0,5.0,3.0,43.0,8.0,5.0,34.0
271,4.0,4.0,46.0,12.0,5.0,284.0,38.0,4.0,181.0,12.0,5.0,150.0,25.0,3.0,63.0,6.0,4.0,71.0,4.0,3.0,27.0
272,111.0,4.0,352.0,179.0,4.0,250.0,40.0,4.0,260.0,117.0,3.0,157.0,21.0,4.0,50.0,22.0,3.0,42.0,5.0,3.0,13.0
273,26.0,3.0,112.0,10.0,4.0,296.0,42.0,4.0,480.0,38.0,3.0,223.0,28.0,4.0,146.0,10.0,3.0,33.0,5.0,3.0,11.0
274,34.0,3.0,365.0,77.0,4.0,157.0,34.0,4.0,204.0,8.0,4.0,203.0,30.0,3.0,225.0,10.0,4.0,52.0,11.0,4.0,28.0
275,26.0,3.0,531.0,9.0,4.0,191.0,43.0,5.0,293.0,20.0,4.0,250.0,17.0,6.0,85.0,14.0,4.0,46.0,4.0,3.0,35.0
276,69.0,4.0,265.0,89.0,4.0,337.0,77.0,3.0,195.0,6.0,5.0,263.0,20.0,4.0,122.0,14.0,3.0,90.0,5.0,3.0,8.0
277,56.0,3.0,424.0,8.0,4.0,196.0,14.0,4.0,437.0,25.0,3.0,368.0,16.0,3.0,97.0,33.0,4.0,130.0,4.0,4.0,7.0
278,6.0,3.0,0.0,10.0,3.0,257.0,15.0,4.0,318.0,25.0,4.0,114.0,37.0,3.0,347.0,6.0,4.0,56.0,4.0,2.0,8.0
279,76.0,4.0,0.0,40.0,4.0,167.0,114.0,3.0,455.0,32.0,3.0,202.0,25.0,4.0,67.0,14.0,4.0,99.0,4.0,3.0,21.0
280,25.0,4.0,501.0,326.0,5.0,182.0,6.0,5.0,791.0,50.0,3.0,233.0,13.0,3.0,100.0,5.0,3.0,36.0,3.0,3.0,13.0
281,31.0,3.0,282.0,38.0,3.0,622.0,30.0,3.0,240.0,22.0,3.0,688.0,17.0,4.0,102.0,13.0,3.0,64.0,4.0,3.0,36.0
282,25.0,3.0,23.0,39.0,4.0,214.0,16.0,4.0,268.0,44.0,3.0,176.0,18.0,3.0,123.0,10.0,3.0,56.0,4.0,4.0,21.0
283,44.0,4.0,452.0,37.0,3.0,272.0,6.0,3.0,144.0,19.0,4.0,84.0,10.0,3.0,111.0,22.0,4.0,62.0,5.0,3.0,10.0
284,38.0,3.0,699.0,41.0,4.0,267.0,59.0,5.0,345.0,96.0,3.0,224.0,5.0,4.0,151.0,8.0,4.0,45.0,4.0,3.0,29.0
285,4.0,2.0,0.0,28.0,4.0,305.0,67.0,4.0,234.0,114.0,4.0,161.0,44.0,3.0,65.0,14.0,3.0,126.0,5.0,3.0,18.0
286,108.0,4.0,438.0,27.0,4.0,441.0,40.0,4.0,192.0,52.0,4.0,94.0,28.0,4.0,333.0,5.0,4.0,43.0,4.0,3.0,39.0
287,109.0,4.0,129.0,7.0,4.0,353.0,10.0,3.0,296.0,47.0,5.0,288.0,19.0,3.0,127.0,6.0,3.0,44.0,4.0,3.0,19.0
288,18.0,0.0,420.0,47.0,4.0,716.0,44.0,5.0,124.0,26.0,4.0,371.0,11.0,3.0,116.0,7.0,6.0,28.0,5.0,3.0,21.0
289,74.0,4.0,725.0,52.0,3.0,143.0,51.0,5.0,205.0,16.0,4.0,189.0,15.0,4.0,87.0,8.0,4.0,18.0,6.0,5.0,24.0
290,27.0,4.0,27.0,32.0,3.0,225.0,49.0,3.0,132.0,45.0,4.0,272.0,14.0,3.0,182.0,6.0,3.0,35.0,17.0,3.0,36.0
291,4.0,3.0,280.0,38.0,4.0,605.0,95.0,4.0,300.0,18.0,4.0,84.0,11.0,4.0,47.0,11.0,3.0,115.0,5.0,4.0,23.0
292,88.0,4.0,561.0,112.0,4.0,320.0,12.0,3.0,390.0,6.0,4.0,200.0,5.0,4.0,96.0,5.0,3.0,29.0,4.0,3.0,38.0
293,99.0,3.0,311.0,40.0,4.0,20.0,46.0,3.0,195.0,39.0,3.0,220.0,8.0,3.0,110.0,6.0,3.0,66.0,3.0,3.0,36.0
294,36.0,4.0,136.0,78.0,4.0,58.0,115.0,4.0,466.0,15.0,5.0,109.0,25.0,5.0,138.0,15.0,3.0,64.0,5.0,3.0,6.0
295,27.0,4.0,230.0,40.0,4.0,1001.0,32.0,4.0,429.0,6.0,4.0,226.0,38.0,4.0,235.0,5.0,4.0,24.0,4.0,3.0,14.0
296,7.0,4.0,151.0,77.0,4.0,372.0,30.0,3.0,501.0,13.0,4.0,212.0,33.0,3.0,61.0,8.0,4.0,84.0,4.0,3.0,13.0
297,54.0,3.0,114.0,11.0,5.0,326.0,33.0,3.0,167.0,7.0,4.0,166.0,21.0,3.0,142.0,5.0,4.0,63.0,4.0,3.0,30.0
298,21.0,4.0,59.0,65.0,4.0,1164.0,29.0,4.0,131.0,47.0,4.0,217.0,33.0,4.0,76.0,12.0,4.0,90.0,12.0,4.0,15.0
299,17.0,5.0,288.0,19.0,5.0,266.0,36.0,4.0,192.0,56.0,4.0,202.0,42.0,4.0,140.0,13.0,3.0,48.0,8.0,3.0,30.0
300,10.0,5.0,762.0,33.0,3.0,407.0,22.0,3.0,148.0,7.0,3.0,227.0,6.0,4.0,70.0,9.0,4.0,60.0,4.0,4.0,23.0
301,92.0,4.0,261.0,28.0,3.0,164.0,99.0,4.0,273.0,29.0,4.0,194.0,24.0,5.0,76.0,7.0,3.0,40.0,15.0,3.0,28.0
302,73.0,5.0,205.0,46.0,4.0,561.0,20.0,4.0,331.0,62.0,4.0,137.0,18.0,4.0,172.0,4.0,3.0,57.0,5.0,3.0,15.0
303,38.0,0.0,913.0,33.0,4.0,71.0,48.0,4.0,427.0,115.0,4.0,363.0,30.0,3.0,88.0,16.0,4.0,14.0,5.0,3.0,22.0
304,17.0,3.0,279.0,92.0,4.0,265.0,86.0,4.0,153.0,46.0,3.0,172.0,29.0,4.0,128.0,27.0,4.0,70.0,4.0,3.0,22.0
305,130.0,2.0,354.0,41.0,4.0,685.0,35.0,30.0,289.0,26.0,4.0,248.0,13.0,3.0,81.0,7.0,3.0,115.0,4.0,4.0,48.0
306,82.0,3.0,46.0,142.0,4.0,485.0,6.0,5.0,413.0,16.0,4.0,214.0,45.0,3.0,115.0,8.0,4.0,108.0,6.0,3.0,36.0
307,7.0,4.0,224.0,30.0,4.0,314.0,102.0,4.0,222.0,15.0,4.0,133.0,26.0,3.0,131.0,16.0,4.0,31.0,4.0,3.0,12.0
308,25.0,4.0,771.0,29.0,4.0,488.0,63.0,4.0,194.0,51.0,6.0,223.0,38.0,4.0,86.0,9.0,4.0,47.0,4.0,3.0,20.0
309,44.0,7.0,375.0,24.0,4.0,285.0,10.0,4.0,344.0,35.0,4.0,188.0,31.0,3.0,76.0,5.0,5.0,89.0,5.0,3.0,33.0
310,2.0,4.0,260.0,150.0,3.0,596.0,105.0,4.0,91.0,41.0,3.0,89.0,10.0,4.0,155.0,26.0,3.0,42.0,5.0,4.0,32.0
311,13.0,5.0,160.0,85.0,4.0,502.0,30.0,4.0,486.0,28.0,4.0,223.0,35.0,4.0,106.0,21.0,4.0,48.0,7.0,3.0,43.0
312,134.0,4.0,217.0,35.0,3.0,103.0,21.0,4.0,602.0,47.0,4.0,144.0,5.0,3.0,122.0,5.0,4.0,62.0,4.0,3.0,29.0
313,101.0,4.0,0.0,36.0,4.0,204.0,103.0,3.0,350.0,60.0,4.0,313.0,15.0,3.0,107.0,21.0,3.0,60.0,5.0,4.0,7.0
314,16.0,4.0,775.0,135.0,4.0,241.0,43.0,4.0,269.0,109.0,4.0,214.0,12.0,4.0,208.0,7.0,4.0,36.0,4.0,3.0,19.0
315,7.0,3.0,172.0,64.0,3.0,591.0,11.0,4.0,636.0,92.0,5.0,175.0,10.0,3.0,141.0,8.0,3.0,73.0,4.0,3.0,6.0
316,145.0,4.0,735.0,56.0,3.0,394.0,73.0,6.0,188.0,38.0,5.0,168.0,50.0,5.0,113.0,17.0,3.0,63.0,4.0,4.0,7.0
317,91.0,3.0,143.0,36.0,4.0,38.0,182.0,3.0,993.0,37.0,4.0,185.0,17.0,5.0,70.0,6.0,3.0,40.0,8.0,3.0,18.0
318,2.0,3.0,49.0,23.0,3.0,175.0,28.0,4.0,124.0,25.0,3.0,56.0,11.0,4.0,187.0,13.0,4.0,43.0,4.0,4.0,17.0
319,173.0,3.0,298.0,94.0,3.0,188.0,24.0,3.0,479.0,59.0,4.0,242.0,13.0,4.0,147.0,7.0,3.0,52.0,20.0,3.0,11.0
320,46.0,3.0,416.0,152.0,5.0,187.0,27.0,3.0,386.0,24.0,4.0,91.0,23.0,4.0,158.0,22.0,3.0,50.0,7.0,3.0,8.0
321,6.0,4.0,672.0,276.0,4.0,623.0,13.0,3.0,431.0,32.0,3.0,152.0,28.0,3.0,159.0,15.0,4.0,70.0,10.0,3.0,34.0
322,23.0,3.0,222.0,64.0,3.0,154.0,18.0,4.0,131.0,25.0,3.0,115.0,31.0,4.0,146.0,10.0,5.0,36.0,4.0,4.0,5.0
323,7.0,3.0,904.0,154.0,4.0,364.0,17.0,3.0,369.0,63.0,3.0,119.0,8.0,4.0,156.0,5.0,4.0,56.0,7.0,4.0,11.0
324,22.0,3.0,71.0,144.0,4.0,688.0,72.0,4.0,81.0,37.0,4.0,484.0,37.0,4.0,119.0,9.0,5.0,69.0,4.0,4.0,20.0
325,91.0,4.0,343.0,124.0,4.0,256.0,53.0,4.0,239.0,38.0,4.0,520.0,12.0,4.0,89.0,19.0,4.0,23.0,7.0,3.0,17.0
326,143.0,3.0,120.0,14.0,4.0,685.0,64.0,4.0,393.0,64.0,4.0,471.0,21.0,4.0,146.0,6.0,4.0,54.0,10.0,4.0,33.0
327,45.0,4.0,50.0,107.0,4.0,447.0,68.0,3.0,130.0,9.0,3.0,150.0,27.0,3.0,148.0,17.0,3.0,54.0,6.0,3.0,14.0
328,5.0,4.0,352.0,58.0,3.0,307.0,10.0,3.0,190.0,54.0,4.0,87.0,33.0,5.0,77.0,8.0,3.0,35.0,4.0,3.0,38.0
329,6.0,3.0,160.0,34.0,5.0,1279.0,73.0,3.0,229.0,86.0,4.0,188.0,9.0,3.0,179.0,23.0,3.0,46.0,4.0,3.0,21.0
330,58.0,3.0,567.0,106.0,3.0,585.0,6.0,4.0,251.0,22.0,3.0,239.0,11.0,3.0,121.0,8.0,3.0,48.0,5.0,3.0,16.0
331,22.0,3.0,261.0,65.0,4.0,196.0,51.0,4.0,416.0,46.0,4.0,203.0,50.0,4.0,114.0,21.0,3.0,64.0,4.0,3.0,41.0
332,170.0,3.0,18.0,42.0,3.0,329.0,21.0,5.0,277.0,7.0,4.0,238.0,17.0,4.0,165.0,5.0,3.0,71.0,4.0,3.0,68.0
333,26.0,4.0,669.0,63.0,3.0,238.0,73.0,4.0,404.0,60.0,5.0,116.0,18.0,3.0,54.0,5.0,3.0,98.0,6.0,3.0,13.0
334,59.0,4.0,1500.0,72.0,4.0,783.0,21.0,4.0,344.0,11.0,3.0,150.0,17.0,4.0,177.0,17.0,3.0,48.0,4.0,3.0,22.0
335,26.0,4.0,2.0,15.0,4.0,272.0,27.0,4.0,153.0,44.0,4.0,132.0,25.0,5.0,174.0,5.0,4.0,49.0,6.0,2.0,41.0
336,31.0,3.0,99.0,62.0,4.0,544.0,73.0,4.0,143.0,16.0,5.0,282.0,34.0,4.0,120.0,17.0,3.0,29.0,5.0,3.0,15.0
337,3.0,4.0,390.0,51.0,4.0,189.0,57.0,3.0,157.0,60.0,3.0,172.0,27.0,4.0,70.0,4.0,3.0,20.0,4.0,4.0,18.0
338,185.0,3.0,797.0,25.0,4.0,84.0,55.0,4.0,154.0,10.0,3.0,123.0,16.0,3.0,76.0,10.0,3.0,48.0,4.0,3.0,16.0
339,10.0,4.0,250.0,6.0,7.0,225.0,135.0,4.0,492.0,14.0,4.0,166.0,24.0,4.0,269.0,6.0,3.0,54.0,6.0,3.0,27.0
340,36.0,4.0,89.0,46.0,3.0,385.0,54.0,4.0,370.0,19.0,3.0,121.0,6.0,4.0,101.0,27.0,3.0,32.0,5.0,3.0,49.0
341,57.0,4.0,1044.0,13.0,4.0,158.0,63.0,4.0,278.0,26.0,3.0,84.0,8.0,4.0,112.0,17.0,4.0,31.0,9.0,3.0,25.0
342,95.0,3.0,493.0,53.0,3.0,428.0,52.0,5.0,214.0,53.0,4.0,207.0,19.0,4.0,66.0,12.0,4.0,49.0,5.0,3.0,66.0
343,20.0,3.0,909.0,137.0,3.0,81.0,44.0,4.0,338.0,17.0,3.0,160.0,26.0,3.0,88.0,7.0,5.0,58.0,4.0,3.0,19.0
344,34.0,4.0,552.0,125.0,3.0,300.0,32.0,4.0,125.0,41.0,3.0,84.0,34.0,3.0,295.0,5.0,3.0,42.0,6.0,3.0,11.0
345,29.0,3.0,372.0,31.0,4.0,365.0,22.0,5.0,341.0,56.0,4.0,227.0,42.0,4.0,103.0,6.0,4.0,41.0,4.0,3.0,36.0
346,289.0,3.0,756.0,61.0,3.0,511.0,29.0,4.0,448.0,24.0,5.0,509.0,38.0,4.0,147.0,6.0,4.0,39.0,15.0,3.0,5.0
347,31.0,4.0,216.0,61.0,4.0,80.0,90.0,3.0,205.0,20.0,3.0,476.0,14.0,5.0,154.0,7.0,3.0,87.0,4.0,3.0,11.0
348,96.0,4.0,173.0,47.0,3.0,417.0,29.0,3.0,221.0,10.0,4.0,173.0,30.0,4.0,125.0,7.0,4.0,55.0,4.0,4.0,26.0
349,107.0,3.0,227.0,80.0,4.0,287.0,57.0,4.0,170.0,33.0,3.0,495.0,7.0,4.0,134.0,6.0,3.0,46.0,7.0,3.0,8.0
350,40.0,4.0,494.0,31.0,4.0,175.0,41.0,5.0,185.0,20.0,4.0,186.0,10.0,4.0,73.0,5.0,3.0,52.0,12.0,3.0,9.0
351,33.0,3.0,501.0,53.0,3.0,208.0,72.0,4.0,316.0,20.0,3.0,211.0,14.0,3.0,164.0,4.0,3.0,59.0,5.0,3.0,7.0
352,5.0,4.0,888.0,50.0,6.0,245.0,111.0,5.0,75.0,51.0,4.0,72.0,19.0,4.0,126.0,26.0,4.0,52.0,4.0,4.0,12.0
353,36.0,4.0,969.0,60.0,5.0,412.0,18.0,4.0,201.0,111.0,4.0,499.0,18.0,4.0,133.0,21.0,4.0,52.0,4.0,4.0,31.0
354,137.0,4.0,1005.0,21.0,3.0,359.0,55.0,4.0,170.0,55.0,4.0,485.0,45.0,4.0,148.0,23.0,3.0,48.0,4.0,3.0,31.0
355,36.0,4.0,44.0,37.0,4.0,361.0,69.0,4.0,443.0,60.0,4.0,227.0,42.0,4.0,97.0,8.0,3.0,40.0,10.0,4.0,14.0
356,16.0,4.0,75.0,32.0,5.0,108.0,92.0,3.0,292.0,47.0,4.0,285.0,9.0,5.0,135.0,19.0,3.0,53.0,6.0,2.0,16.0
357,3.0,5.0,467.0,41.0,3.0,401.0,43.0,4.0,179.0,27.0,4.0,541.0,21.0,4.0,121.0,20.0,4.0,38.0,8.0,3.0,12.0
358,13.0,4.0,369.0,9.0,4.0,175.0,84.0,4.0,226.0,36.0,3.0,248.0,27.0,4.0,78.0,4.0,4.0,56.0,4.0,3.0,29.0
359,32.0,4.0,122.0,68.0,3.0,641.0,26.0,3.0,276.0,57.0,4.0,178.0,7.0,4.0,119.0,10.0,3.0,42.0,6.0,4.0,30.0
360,54.0,4.0,230.0,81.0,4.0,456.0,34.0,3.0,222.0,20.0,4.0,195.0,12.0,4.0,79.0,5.0,3.0,44.0,5.0,3.0,29.0
361,46.0,0.0,435.0,95.0,3.0,120.0,53.0,4.0,398.0,18.0,7.0,177.0,12.0,5.0,131.0,7.0,3.0,60.0,5.0,3.0,11.0
362,10.0,3.0,352.0,47.0,4.0,245.0,15.0,4.0,131.0,27.0,3.0,312.0,20.0,3.0,126.0,5.0,3.0,24.0,4.0,3.0,17.0
363,150.0,3.0,164.0,44.0,3.0,387.0,60.0,4.0,368.0,19.0,4.0,266.0,29.0,4.0,100.0,5.0,4.0,56.0,3.0,3.0,24.0
364,140.0,5.0,228.0,87.0,4.0,831.0,9.0,3.0,274.0,57.0,6.0,216.0,31.0,3.0,141.0,8.0,4.0,53.0,4.0,4.0,13.0
365,59.0,4.0,202.0,5.0,6.0,466.0,12.0,3.0,409.0,39.0,3.0,132.0,17.0,3.0,156.0,7.0,5.0,54.0,5.0,3.0,30.0
366,130.0,3.0,551.0,198.0,3.0,78.0,63.0,4.0,502.0,152.0,3.0,41.0,39.0,4.0,262.0,8.0,3.0,78.0,3.0,4.0,12.0
367,49.0,4.0,678.0,119.0,3.0,339.0,95.0,3.0,325.0,34.0,6.0,149.0,46.0,4.0,152.0,33.0,3.0,26.0,10.0,3.0,16.0
368,24.0,4.0,477.0,45.0,5.0,302.0,17.0,4.0,281.0,58.0,4.0,217.0,23.0,4.0,78.0,5.0,3.0,102.0,10.0,4.0,6.0
369,37.0,4.0,261.0,51.0,3.0,306.0,30.0,4.0,187.0,14.0,4.0,226.0,55.0,3.0,96.0,5.0,3.0,57.0,4.0,2.0,11.0
370,70.0,3.0,471.0,67.0,4.0,231.0,14.0,3.0,193.0,9.0,3.0,120.0,28.0,4.0,112.0,6.0,5.0,29.0,9.0,4.0,21.0
371,14.0,4.0,131.0,55.0,4.0,460.0,32.0,3.0,409.0,15.0,5.0,141.0,50.0,4.0,87.0,7.0,4.0,83.0,7.0,3.0,7.0
372,0.0,2.0,198.0,38.0,4.0,275.0,6.0,4.0,292.0,76.0,4.0,145.0,24.0,4.0,60.0,5.0,4.0,57.0,4.0,4.0,20.0
373,62.0,3.0,195.0,32.0,4.0,278.0,23.0,3.0,132.0,42.0,4.0,104.0,25.0,4.0,54.0,4.0,4.0,68.0,9.0,3.0,22.0
374,38.0,3.0,190.0,30.0,3.0,114.0,43.0,3.0,178.0,31.0,4.0,230.0,10.0,3.0,138.0,18.0,4.0,36.0,5.0,4.0,24.0
375,42.0,3.0,365.0,3.0,3.0,167.0,73.0,3.0,278.0,57.0,4.0,177.0,12.0,3.0,79.0,5.0,3.0,62.0,5.0,3.0,22.0
376,23.0,4.0,294.0,45.0,3.0,281.0,67.0,4.0,640.0,32.0,20.0,163.0,34.0,4.0,106.0,14.0,4.0,103.0,6.0,3.0,38.0
377,3.0,3.0,456.0,12.0,4.0,103.0,44.0,5.0,188.0,49.0,5.0,137.0,27.0,4.0,100.0,9.0,4.0,80.0,4.0,3.0,9.0
378,112.0,4.0,0.0,104.0,5.0,359.0,19.0,4.0,122.0,17.0,7.0,145.0,47.0,4.0,255.0,16.0,4.0,38.0,5.0,3.0,35.0
379,20.0,4.0,147.0,50.0,4.0,458.0,37.0,5.0,799.0,19.0,4.0,177.0,13.0,3.0,129.0,14.0,3.0,22.0,9.0,3.0,22.0
380,8.0,4.0,79.0,35.0,4.0,189.0,68.0,3.0,250.0,35.0,3.0,147.0,36.0,3.0,108.0,21.0,3.0,68.0,5.0,3.0,6.0
381,195.0,3.0,284.0,51.0,3.0,271.0,29.0,3.0,244.0,13.0,4.0,126.0,82.0,3.0,132.0,16.0,3.0,32.0,3.0,3.0,6.0
382,0.0,3.0,99.0,33.0,4.0,709.0,84.0,4.0,236.0,70.0,5.0,427.0,23.0,3.0,164.0,12.0,3.0,19.0,29.0,3.0,6.0
383,81.0,3.0,503.0,86.0,3.0,237.0,67.0,4.0,345.0,18.0,12.0,114.0,25.0,3.0,133.0,5.0,4.0,88.0,9.0,3.0,9.0
384,157.0,0.0,365.0,26.0,4.0,340.0,204.0,4.0,303.0,24.0,3.0,279.0,44.0,4.0,94.0,16.0,3.0,50.0,4.0,3.0,13.0
385,58.0,5.0,349.0,72.0,3.0,540.0,129.0,3.0,373.0,15.0,5.0,264.0,39.0,4.0,103.0,13.0,3.0,33.0,5.0,3.0,26.0
386,291.0,4.0,1206.0,48.0,6.0,156.0,53.0,6.0,420.0,27.0,4.0,95.0,29.0,4.0,63.0,14.0,3.0,44.0,10.0,3.0,27.0
387,130.0,3.0,734.0,16.0,3.0,582.0,59.0,3.0,72.0,29.0,3.0,192.0,28.0,3.0,97.0,18.0,4.0,78.0,9.0,3.0,8.0
388,40.0,4.0,11.0,44.0,3.0,93.0,25.0,5.0,459.0,82.0,4.0,184.0,21.0,5.0,114.0,14.0,3.0,58.0,4.0,3.0,7.0
389,4.0,3.0,218.0,96.0,4.0,492.0,66.0,5.0,158.0,7.0,6.0,232.0,8.0,3.0,170.0,16.0,3.0,35.0,4.0,3.0,30.0
390,48.0,4.0,412.0,53.0,4.0,257.0,79.0,4.0,235.0,82.0,4.0,153.0,8.0,4.0,124.0,19.0,3.0,35.0,7.0,4.0,14.0
391,190.0,3.0,148.0,109.0,4.0,835.0,141.0,3.0,365.0,22.0,5.0,279.0,10.0,3.0,135.0,7.0,3.0,35.0,5.0,3.0,29.0
392,129.0,3.0,183.0,46.0,3.0,304.0,35.0,4.0,326.0,73.0,4.0,398.0,12.0,3.0,54.0,5.0,3.0,79.0,8.0,4.0,46.0
393,95.0,3.0,35.0,79.0,3.0,365.0,53.0,4.0,585.0,51.0,4.0,86.0,33.0,4.0,91.0,5.0,3.0,30.0,12.0,3.0,18.0
394,43.0,4.0,123.0,127.0,3.0,163.0,49.0,3.0,578.0,28.0,5.0,194.0,31.0,4.0,117.0,16.0,3.0,52.0,5.0,3.0,9.0
395,82.0,3.0,54.0,136.0,4.0,292.0,35.0,11.0,136.0,29.0,4.0,89.0,44.0,4.0,384.0,6.0,4.0,55.0,4.0,3.0,20.0
396,26.0,3.0,443.0,63.0,5.0,433.0,15.0,4.0,125.0,20.0,4.0,149.0,45.0,4.0,163.0,20.0,4.0,31.0,4.0,4.0,22.0
397,38.0,4.0,984.0,48.0,3.0,463.0,30.0,4.0,173.0,19.0,4.0,289.0,36.0,4.0,81.0,17.0,4.0,104.0,4.0,4.0,15.0
398,4.0,3.0,168.0,6.0,4.0,212.0,21.0,5.0,545.0,52.0,4.0,382.0,5.0,4.0,114.0,8.0,3.0,59.0,5.0,3.0,32.0
399,39.0,3.0,0.0,47.0,4.0,289.0,24.0,4.0,253.0,54.0,4.0,120.0,29.0,3.0,171.0,9.0,4.0,37.0,15.0,3.0,20.0
400,200.0,4.0,138.0,64.0,4.0,191.0,11.0,5.0,323.0,37.0,4.0,110.0,27.0,4.0,202.0,7.0,4.0,28.0,5.0,3.0,29.0
401,104.0,3.0,259.0,64.0,3.0,917.0,37.0,4.0,187.0,10.0,3.0,236.0,39.0,4.0,203.0,5.0,3.0,38.0,4.0,3.0,24.0
402,57.0,3.0,261.0,42.0,4.0,502.0,26.0,3.0,217.0,94.0,3.0,153.0,15.0,3.0,108.0,4.0,3.0,51.0,4.0,3.0,33.0
403,22.0,4.0,1006.0,12.0,4.0,318.0,52.0,4.0,541.0,20.0,3.0,302.0,11.0,3.0,114.0,13.0,3.0,64.0,4.0,3.0,31.0
404,21.0,3.0,176.0,128.0,3.0,215.0,24.0,4.0,604.0,70.0,4.0,199.0,16.0,4.0,53.0,18.0,4.0,76.0,16.0,4.0,9.0
405,72.0,4.0,67.0,81.0,6.0,254.0,19.0,4.0,455.0,30.0,4.0,78.0,38.0,4.0,89.0,18.0,4.0,79.0,4.0,3.0,20.0
406,167.0,3.0,172.0,100.0,4.0,160.0,90.0,4.0,308.0,29.0,4.0,132.0,18.0,3.0,113.0,7.0,4.0,48.0,3.0,3.0,21.0
407,6.0,4.0,745.0,35.0,3.0,340.0,91.0,4.0,253.0,79.0,9.0,127.0,22.0,3.0,76.0,21.0,3.0,29.0,4.0,3.0,22.0
408,129.0,3.0,163.0,61.0,4.0,508.0,94.0,4.0,634.0,49.0,6.0,279.0,22.0,4.0,57.0,7.0,4.0,23.0,5.0,4.0,20.0
409,87.0,3.0,7.0,24.0,3.0,415.0,58.0,3.0,473.0,46.0,4.0,159.0,5.0,4.0,126.0,40.0,4.0,32.0,4.0,4.0,5.0
410,20.0,4.0,1500.0,25.0,4.0,481.0,11.0,3.0,750.0,94.0,3.0,292.0,9.0,4.0,106.0,7.0,4.0,64.0,5.0,4.0,16.0
411,26.0,3.0,193.0,5.0,4.0,314.0,218.0,3.0,863.0,29.0,4.0,210.0,18.0,4.0,246.0,6.0,4.0,41.0,5.0,3.0,25.0
412,52.0,3.0,536.0,4.0,5.0,322.0,4.0,4.0,305.0,13.0,3.0,153.0,11.0,4.0,78.0,11.0,3.0,31.0,5.0,3.0,29.0
413,13.0,6.0,2.0,29.0,4.0,135.0,14.0,3.0,249.0,68.0,5.0,195.0,19.0,3.0,109.0,14.0,4.0,83.0,4.0,3.0,6.0
414,126.0,3.0,530.0,37.0,4.0,250.0,70.0,4.0,367.0,74.0,4.0,174.0,36.0,4.0,216.0,4.0,4.0,64.0,21.0,3.0,20.0
415,62.0,4.0,79.0,82.0,5.0,534.0,56.0,3.0,129.0,69.0,4.0,567.0,24.0,4.0,63.0,6.0,4.0,37.0,5.0,3.0,47.0
416,2.0,3.0,3.0,6.0,4.0,276.0,19.0,3.0,415.0,57.0,4.0,101.0,14.0,3.0,76.0,12.0,4.0,91.0,4.0,3.0,27.0
417,6.0,3.0,37.0,136.0,4.0,298.0,71.0,3.0,307.0,46.0,4.0,283.0,26.0,3.0,86.0,7.0,3.0,72.0,8.0,4.0,42.0
418,4.0,3.0,379.0,9.0,6.0,202.0,94.0,3.0,198.0,79.0,3.0,127.0,28.0,3.0,195.0,13.0,4.0,58.0,4.0,3.0,6.0
419,5.0,4.0,348.0,3.0,3.0,269.0,69.0,4.0,550.0,51.0,4.0,285.0,30.0,3.0,196.0,6.0,4.0,88.0,5.0,3.0,61.0
420,5.0,4.0,438.0,26.0,4.0,684.0,81.0,3.0,126.0,23.0,5.0,159.0,29.0,4.0,88.0,9.0,4.0,55.0,5.0,3.0,16.0
421,85.0,4.0,11.0,95.0,4.0,454.0,163.0,3.0,372.0,85.0,4.0,174.0,6.0,3.0,102.0,7.0,4.0,83.0,4.0,3.0,6.0
422,7.0,3.0,449.0,51.0,4.0,339.0,50.0,4.0,247.0,26.0,3.0,251.0,5.0,4.0,75.0,8.0,5.0,63.0,6.0,3.0,18.0
423,110.0,5.0,245.0,43.0,4.0,307.0,55.0,3.0,189.0,36.0,3.0,141.0,19.0,3.0,42.0,5.0,4.0,38.0,5.0,3.0,30.0
424,6.0,4.0,727.0,124.0,3.0,394.0,12.0,3.0,668.0,58.0,5.0,103.0,70.0,3.0,121.0,5.0,4.0,82.0,5.0,3.0,6.0
