,type0_str1,type1_str1,type2_str1,type0_str0.3,type1_str0.3,type2_str0.3,type0_str0.1,type1_str0.1,type2_str0.1,type0_str0.03,type1_str0.03,type2_str0.03,type0_str0.01,type1_str0.01,type2_str0.01,type0_str0.003,type1_str0.003,type2_str0.003,type0_str0.001,type1_str0.001,type2_str0.001
297,151.0,,778.0,,,314.0,,,247.0,,,500.0,,,375.0,,,913.0,,,
298,,,40.0,992.0,,390.0,,,474.0,,,251.0,,,811.0,,,663.0,,,
299,,,80.0,,,50.0,,,316.0,764.0,,209.0,,,350.0,,,,,,
300,,,35.0,,,326.0,,,461.0,,,230.0,,,1018.0,,,553.0,,,
301,485.0,,225.0,,,120.0,254.0,,214.0,,,409.0,,,529.0,,,,,,
302,237.0,,629.0,,,221.0,,,591.0,676.0,,355.0,,,249.0,,,1011.0,,,
303,,,76.0,,,115.0,,,276.0,495.0,,419.0,,,495.0,,,,,,
304,,,66.0,563.0,,101.0,1007.0,,114.0,,,60.0,,,492.0,,,791.0,,,
305,280.0,,815.0,,,54.0,,,32.0,,,322.0,,,593.0,,,993.0,,,
306,413.0,,,787.0,,129.0,,,64.0,,,709.0,,,336.0,,,685.0,,,
307,,,192.0,,,260.0,440.0,,235.0,,,623.0,,,188.0,,,,,,
308,,,374.0,,,70.0,76.0,,126.0,393.0,,662.0,,,1007.0,,,,,,
309,,,70.0,,,188.0,,,72.0,,,461.0,,,543.0,,,437.0,,,
310,,,102.0,212.0,,165.0,1008.0,,620.0,,,659.0,,,599.0,,,,,,
311,,,744.0,418.0,,21.0,,,494.0,,,82.0,,,639.0,,,,,,
312,420.0,,194.0,,,230.0,,,215.0,,,806.0,,,86.0,,,996.0,,,
313,692.0,,,,,137.0,381.0,,440.0,483.0,,132.0,,,993.0,,,1173.0,,,
314,,,81.0,689.0,,72.0,,,163.0,681.0,,355.0,,,187.0,,,,,,
315,,,264.0,864.0,,103.0,,,453.0,564.0,,242.0,,,729.0,,,668.0,,,
316,140.0,,163.0,81.0,,471.0,541.0,,144.0,,,308.0,,,799.0,,,815.0,,,
317,155.0,,232.0,,,,1079.0,,83.0,,,157.0,,,1017.0,,,,,,
318,,,,,,59.0,,,591.0,,,838.0,,,513.0,,,,,,
319,166.0,,34.0,639.0,,122.0,,,175.0,1040.0,,184.0,,,448.0,,,1016.0,,,
320,,,33.0,166.0,,49.0,,,75.0,,,749.0,,,536.0,,,,,,
321,,,36.0,212.0,,63.0,,,25.0,,,25.0,,,847.0,,,771.0,,,
322,,,180.0,254.0,,840.0,,,609.0,,,598.0,,,669.0,,,,,,
323,,,134.0,478.0,,29.0,,,53.0,265.0,,778.0,,,586.0,,,860.0,,,
324,,,448.0,431.0,,276.0,1105.0,,109.0,,,34.0,,,416.0,,,936.0,,,
325,658.0,,94.0,976.0,,356.0,631.0,,8.0,,,189.0,,,541.0,,,,,,
326,789.0,,1032.0,,,730.0,441.0,,62.0,1007.0,,398.0,,,512.0,,,216.0,,,
327,,,,449.0,,297.0,768.0,,245.0,,,128.0,,,92.0,,,687.0,,,
328,,,51.0,1151.0,,323.0,,,130.0,1196.0,,300.0,,,873.0,,,,,,
329,,,910.0,,,59.0,780.0,,289.0,528.0,,204.0,,,197.0,,,,,,
330,246.0,,71.0,757.0,,111.0,,,107.0,,,49.0,,,372.0,,,,,,
331,,,70.0,1111.0,,512.0,1076.0,,367.0,,,285.0,,,1006.0,,,865.0,,,
332,83.0,,,,,44.0,,,382.0,,,246.0,,,293.0,,,687.0,,,1022.0
333,,,339.0,814.0,,138.0,1140.0,,232.0,227.0,,271.0,,,1096.0,,,579.0,,,
334,331.0,,111.0,543.0,,395.0,,,170.0,,,584.0,,,136.0,,,,,,
335,,,,,,97.0,,,469.0,,,329.0,,,599.0,,,,,,
336,,,44.0,1119.0,,194.0,66.0,,343.0,,,123.0,,,466.0,,,,,,
337,,,102.0,1108.0,,826.0,207.0,,979.0,348.0,,198.0,,,789.0,,,,,,
338,546.0,,229.0,,,524.0,455.0,,121.0,,,52.0,,,920.0,,,,,,
339,,,70.0,,,384.0,436.0,,148.0,,,491.0,,,481.0,,,1136.0,,,
340,,,250.0,,,218.0,425.0,,302.0,,,425.0,,,585.0,,,,,,
341,774.0,,181.0,,,256.0,535.0,,214.0,,,704.0,,,622.0,,,,,,
342,300.0,,55.0,898.0,,54.0,1159.0,,359.0,670.0,,261.0,,,414.0,,,,,,774.0
343,,,208.0,702.0,,426.0,,,427.0,,,386.0,,,397.0,,,1154.0,,,
344,,,750.0,535.0,,523.0,,,87.0,,,978.0,,,129.0,,,,,,
345,,,260.0,,,534.0,,,494.0,716.0,,305.0,,,591.0,,,,,,
346,212.0,,644.0,858.0,,74.0,,,233.0,,,458.0,,,645.0,,,,,,
347,,,1112.0,897.0,,1073.0,299.0,,80.0,,,100.0,,,672.0,,,1019.0,,,
348,850.0,,390.0,,,289.0,,,251.0,,,206.0,,,486.0,,,1095.0,,,
349,529.0,,391.0,500.0,,167.0,509.0,,27.0,,,217.0,,,898.0,,,,,,
350,,,75.0,,,193.0,,,85.0,,,469.0,,,713.0,,,1072.0,,,
351,,,43.0,267.0,,150.0,860.0,,269.0,,,124.0,,,737.0,,,961.0,,,
352,,,249.0,,,454.0,779.0,,566.0,661.0,,945.0,,,690.0,,,1151.0,,,
353,,,234.0,384.0,,17.0,,,87.0,994.0,,163.0,,,898.0,,,979.0,,,
354,299.0,,21.0,,,147.0,364.0,,323.0,212.0,,66.0,,,666.0,,,,,,
355,,,,,,779.0,1097.0,,194.0,560.0,,86.0,,,453.0,,,,,,
356,,,682.0,,,47.0,1073.0,,31.0,,,162.0,,,945.0,,,937.0,,,
357,,,39.0,,,128.0,,,283.0,,,192.0,,,625.0,,,,,,
358,,,59.0,,,946.0,494.0,,316.0,,,344.0,,,552.0,,,1188.0,,,
359,,,105.0,727.0,,123.0,,,145.0,258.0,,759.0,,,537.0,,,,,,
360,95.0,,96.0,718.0,,215.0,,,74.0,,,294.0,,,558.0,,,,,,
361,,,105.0,419.0,,1047.0,705.0,,79.0,,,33.0,,,660.0,,,1028.0,,,
362,,,25.0,,,630.0,,,46.0,,,125.0,,,576.0,,,,,,
363,70.0,,40.0,,,522.0,402.0,,377.0,,,613.0,,,562.0,,,1134.0,,,
364,758.0,,116.0,1067.0,,131.0,,,26.0,765.0,,314.0,,,535.0,,,1152.0,,,
365,1156.0,,61.0,,,852.0,,,104.0,,,201.0,,,568.0,,,1084.0,,,
366,571.0,,94.0,473.0,,1104.0,1067.0,,48.0,775.0,,,,,330.0,,,1000.0,,,
367,,,39.0,712.0,,118.0,740.0,,26.0,,,219.0,,,61.0,,,,,,
368,,,300.0,,,57.0,,,161.0,914.0,,313.0,,,754.0,,,686.0,,,
369,,,586.0,358.0,,85.0,,,434.0,,,399.0,969.0,,300.0,,,894.0,,,
370,749.0,,781.0,192.0,,495.0,,,485.0,,,662.0,,,748.0,,,,,,
371,,,897.0,76.0,,47.0,,,25.0,,,47.0,,,144.0,,,989.0,,,
372,,,168.0,,,59.0,,,73.0,1072.0,,61.0,,,1096.0,,,1173.0,,,
373,684.0,,159.0,,,363.0,,,229.0,,,95.0,,,944.0,,,952.0,,,
374,,,27.0,,,646.0,,,83.0,,,83.0,,,538.0,,,,,,
375,,,510.0,,,490.0,776.0,,162.0,883.0,,467.0,,,331.0,,,863.0,,,
376,,,140.0,,,373.0,1140.0,,71.0,,,143.0,,,695.0,,,977.0,,,
377,,,377.0,,,74.0,,,213.0,,,317.0,,,338.0,,,770.0,,,
378,267.0,,,139.0,,90.0,,,170.0,,,378.0,,,357.0,,,,,,
379,,,233.0,,,540.0,,,327.0,,,420.0,,,1044.0,,,,,,
380,,,134.0,,,135.0,302.0,,107.0,,,537.0,,,459.0,,,960.0,,,
381,279.0,,125.0,365.0,,92.0,,,234.0,,,155.0,1026.0,,299.0,,,,,,
382,,,651.0,,,278.0,243.0,,486.0,938.0,,379.0,,,318.0,,,,,,
383,1066.0,,200.0,243.0,,248.0,518.0,,72.0,,,179.0,,,525.0,,,663.0,,,
384,52.0,,78.0,,,50.0,527.0,,329.0,,,125.0,,,636.0,,,,,,
385,876.0,,461.0,882.0,,384.0,763.0,,137.0,,,323.0,,,420.0,,,,,,
386,154.0,,58.0,,,644.0,564.0,,547.0,,,282.0,,,1026.0,,,,,,
387,417.0,,241.0,,,282.0,1192.0,,150.0,,,151.0,,,320.0,,,1187.0,,,
388,,,,,,172.0,,,364.0,413.0,,794.0,,,493.0,,,1116.0,,,
389,,,55.0,831.0,,408.0,694.0,,290.0,,,370.0,,,167.0,,,,,,
390,,,277.0,1063.0,,246.0,687.0,,394.0,682.0,,284.0,,,688.0,,,,,,
391,41.0,,245.0,1101.0,,104.0,806.0,,631.0,,,82.0,,,534.0,,,,,,
392,909.0,,867.0,,,293.0,,,139.0,1067.0,,258.0,,,924.0,,,963.0,,,
393,760.0,,,1157.0,,83.0,103.0,,567.0,118.0,,745.0,,,769.0,,,,,,
394,,,89.0,800.0,,785.0,,,125.0,,,224.0,,,1108.0,,,934.0,,,
395,106.0,,523.0,167.0,,579.0,,,200.0,,,660.0,,,662.0,,,955.0,,,
396,,,104.0,903.0,,76.0,,,504.0,,,443.0,,,334.0,,,,,,
397,,,722.0,,,107.0,,,29.0,,,91.0,,,1025.0,,,452.0,,,
398,,,1104.0,,,190.0,,,240.0,956.0,,176.0,,,475.0,,,870.0,,,
399,,,,,,84.0,,,739.0,822.0,,55.0,,,525.0,,,,,,
400,332.0,,139.0,524.0,,323.0,,,188.0,,,503.0,,,463.0,,,,,,
401,609.0,,949.0,617.0,,434.0,,,121.0,,,319.0,,,449.0,,,,,,
402,799.0,,662.0,,,392.0,,,137.0,1057.0,,266.0,,,612.0,,,915.0,,,
403,,,192.0,,,111.0,1080.0,,118.0,,,70.0,,,443.0,,,1179.0,,,
404,,,152.0,1106.0,,16.0,,,114.0,532.0,,76.0,,,567.0,,,993.0,,,
405,309.0,,99.0,1026.0,,139.0,,,37.0,,,703.0,,,813.0,,,622.0,,,
406,283.0,,750.0,318.0,,840.0,80.0,,143.0,,,512.0,,,174.0,,,,,,
407,,,120.0,,,24.0,233.0,,20.0,1160.0,,203.0,,,672.0,,,,,,
408,982.0,,383.0,79.0,,155.0,561.0,,658.0,,,324.0,,,294.0,,,,,,
409,179.0,,,,,345.0,425.0,,62.0,,,488.0,,,446.0,,,,,,
410,,,63.0,,,29.0,,,86.0,1014.0,,349.0,,,711.0,,,984.0,,,
411,,,493.0,,,312.0,674.0,,50.0,,,233.0,,,510.0,,,,,,
412,1189.0,,101.0,,,245.0,,,288.0,,,1035.0,,,1173.0,,,,,,
413,,,,,,225.0,,,23.0,715.0,,228.0,,,169.0,,,998.0,,,
414,84.0,,283.0,,,314.0,824.0,,128.0,356.0,,121.0,,,152.0,,,835.0,,,
415,993.0,,1042.0,115.0,,446.0,628.0,,89.0,389.0,,281.0,,,903.0,,,,,,
416,,,,,,434.0,,,124.0,1057.0,,267.0,,,996.0,,,575.0,,,
417,,,,829.0,,44.0,797.0,,135.0,,,238.0,,,599.0,,,827.0,,,
418,,,311.0,,,60.0,512.0,,50.0,427.0,,638.0,,,464.0,,,806.0,,,
419,,,158.0,,,272.0,65.0,,22.0,437.0,,26.0,,,304.0,,,707.0,,,1151.0
420,,,109.0,,,246.0,932.0,,248.0,,,196.0,,,730.0,,,1014.0,,,
421,134.0,,,247.0,,118.0,164.0,,142.0,656.0,,355.0,,,753.0,,,1110.0,,,
422,,,23.0,1144.0,,803.0,,,223.0,,,179.0,,,501.0,,,1147.0,,,
423,554.0,,252.0,,,125.0,165.0,,466.0,,,599.0,,,,,,,,,
424,,,76.0,33.0,,40.0,,,153.0,120.0,,430.0,806.0,,364.0,,,948.0,,,
425,,,,939.0,,202.0,,,396.0,543.0,,108.0,,,434.0,,,905.0,,,
426,,,135.0,622.0,,148.0,,,100.0,,,629.0,,,164.0,,,,,,
427,,,553.0,,,71.0,,,123.0,,,191.0,,,494.0,,,,,,890.0
428,,,781.0,,,843.0,,,64.0,,,375.0,553.0,,707.0,,,,,,
429,,,,,,68.0,1121.0,,554.0,128.0,,75.0,,,839.0,,,705.0,,,
430,507.0,,138.0,,,260.0,663.0,,284.0,,,487.0,,,297.0,,,1036.0,,,
431,,,17.0,,,42.0,,,366.0,,,235.0,,,,,,1185.0,,,
432,,,88.0,398.0,,234.0,187.0,,367.0,,,658.0,,,622.0,,,,,,
433,353.0,,773.0,,,750.0,959.0,,178.0,,,188.0,,,181.0,,,906.0,,,
434,559.0,,248.0,,,120.0,,,499.0,,,373.0,,,795.0,,,,,,
435,,,1001.0,505.0,,744.0,511.0,,926.0,437.0,,218.0,,,208.0,,,,,,
436,,,132.0,,,150.0,,,53.0,1182.0,,404.0,,,672.0,,,,,,
437,33.0,,27.0,,,52.0,268.0,,117.0,,,123.0,,,1099.0,,,1080.0,,,
438,,,449.0,,,105.0,1144.0,,128.0,1200.0,,178.0,,,564.0,,,,,,
439,345.0,,856.0,,,37.0,781.0,,250.0,,,49.0,,,789.0,,,714.0,,,
440,,,657.0,1092.0,,254.0,95.0,,188.0,,,309.0,,,751.0,,,1168.0,,,
441,77.0,,1170.0,,,229.0,,,458.0,,,195.0,,,145.0,,,1051.0,,,
442,,,393.0,746.0,,289.0,,,345.0,,,471.0,,,436.0,,,,,,
443,,,,863.0,,319.0,587.0,,167.0,809.0,,423.0,,,170.0,,,296.0,,,
444,429.0,,33.0,260.0,,45.0,107.0,,386.0,,,177.0,,,203.0,,,725.0,,,
445,370.0,,84.0,,,142.0,,,278.0,,,189.0,,,704.0,,,,,,
446,,,627.0,,,275.0,694.0,,88.0,,,547.0,,,535.0,,,881.0,,,
447,288.0,,,,,388.0,,,486.0,,,377.0,,,826.0,,,,,,
448,,,147.0,,,215.0,,,366.0,1177.0,,124.0,,,899.0,,,808.0,,,
449,,,1172.0,,,54.0,,,639.0,952.0,,257.0,,,778.0,,,1116.0,,,
450,1127.0,,870.0,,,203.0,,,274.0,,,304.0,,,537.0,,,748.0,,,
451,,,42.0,942.0,,264.0,,,56.0,,,329.0,,,384.0,,,787.0,,,
452,,,798.0,1134.0,,179.0,594.0,,444.0,,,433.0,,,902.0,,,925.0,,,
453,,,334.0,,,17.0,,,151.0,,,156.0,,,531.0,,,945.0,,,
454,,,47.0,1089.0,,66.0,297.0,,311.0,889.0,,601.0,,,575.0,,,,,,
455,,,1051.0,,,174.0,,,74.0,,,435.0,677.0,,245.0,,,,,,
456,32.0,,150.0,,,64.0,,,125.0,,,292.0,,,345.0,,,930.0,,,
457,,,39.0,1134.0,,37.0,1178.0,,44.0,,,170.0,,,353.0,,,1173.0,,,
458,170.0,,1059.0,853.0,,452.0,,,64.0,,,213.0,,,912.0,,,,,,
459,456.0,,190.0,764.0,,171.0,,,48.0,145.0,,881.0,,,584.0,,,505.0,,,
460,252.0,,55.0,434.0,,845.0,,,776.0,741.0,,419.0,,,347.0,,,681.0,,,
461,224.0,,225.0,,,423.0,1056.0,,169.0,,,779.0,,,517.0,,,1135.0,,,
462,,,32.0,307.0,,64.0,,,680.0,730.0,,164.0,1140.0,,486.0,,,1090.0,,,
463,461.0,,,150.0,,152.0,,,23.0,,,176.0,,,927.0,,,,,,
464,,,43.0,342.0,,222.0,170.0,,337.0,,,285.0,,,519.0,,,1195.0,,,
465,,,106.0,913.0,,52.0,,,130.0,,,308.0,,,366.0,,,927.0,,,
466,,,52.0,977.0,,292.0,401.0,,185.0,,,529.0,,,492.0,,,,,,
467,857.0,,691.0,447.0,,114.0,1151.0,,445.0,,,489.0,,,289.0,,,1147.0,,,
468,,,104.0,1168.0,,39.0,631.0,,727.0,,,208.0,,,654.0,,,,,,
469,,,127.0,,,196.0,,,303.0,,,478.0,,,679.0,,,,,,
470,,,56.0,642.0,,107.0,665.0,,311.0,,,751.0,,,364.0,,,1103.0,,,
471,,,823.0,,,471.0,,,39.0,,,205.0,,,93.0,,,1160.0,,,
472,469.0,,171.0,,,653.0,,,171.0,,,460.0,,,808.0,,,,,,
473,216.0,,837.0,,,133.0,,,225.0,402.0,,345.0,,,300.0,,,1121.0,,,
474,223.0,,430.0,168.0,,82.0,131.0,,351.0,,,77.0,,,1025.0,,,896.0,,,
475,309.0,,425.0,,,70.0,,,33.0,,,180.0,,,1149.0,,,705.0,,,
476,,,168.0,1168.0,,224.0,,,170.0,,,71.0,,,690.0,,,1051.0,,,
477,,,502.0,,,426.0,750.0,,614.0,,,620.0,,,622.0,,,948.0,,,
478,,,77.0,,,694.0,1082.0,,692.0,281.0,,130.0,,,650.0,,,1182.0,,,
479,,,143.0,1140.0,,245.0,,,674.0,,,265.0,,,954.0,,,1019.0,,,
480,,,694.0,983.0,,74.0,,,175.0,,,119.0,,,126.0,,,,,,
481,,,282.0,,,352.0,452.0,,63.0,,,192.0,,,702.0,,,711.0,,,881.0
482,1140.0,,54.0,,,375.0,,,38.0,,,535.0,,,347.0,,,1086.0,,,
483,,,73.0,169.0,,393.0,,,416.0,,,33.0,,,813.0,,,,,,
484,400.0,,330.0,,,374.0,945.0,,42.0,,,99.0,,,790.0,,,683.0,,,
485,,,100.0,,,680.0,,,187.0,,,59.0,,,919.0,,,,,,
486,,,50.0,726.0,,34.0,210.0,,33.0,578.0,,352.0,1138.0,,570.0,,,,,,
487,,,137.0,,,376.0,,,238.0,,,268.0,,,659.0,,,,,,
488,,,448.0,,,39.0,,,60.0,,,424.0,,,350.0,,,1168.0,,,
489,,,69.0,,,98.0,889.0,,244.0,,,316.0,,,322.0,,,,,,1142.0
490,,,856.0,,,149.0,431.0,,326.0,,,102.0,,,402.0,,,,,,
491,,,424.0,,,37.0,623.0,,175.0,245.0,,273.0,,,787.0,,,853.0,,,
492,609.0,,967.0,,,89.0,964.0,,150.0,868.0,,454.0,,,426.0,,,1188.0,,,
493,178.0,,695.0,,,231.0,,,92.0,,,196.0,,,814.0,,,1021.0,,,
494,,,687.0,,,339.0,1059.0,,671.0,,,193.0,,,584.0,,,1030.0,,,
495,,,41.0,870.0,,93.0,,,108.0,,,262.0,,,500.0,,,,,,
496,,,23.0,1162.0,,263.0,,,411.0,,,102.0,,,105.0,,,1039.0,,,
497,93.0,,486.0,,,132.0,,,232.0,,,360.0,,,681.0,,,,,,
498,159.0,,81.0,1155.0,,36.0,1110.0,,363.0,,,185.0,,,655.0,,,1022.0,,,
499,421.0,,104.0,982.0,,123.0,961.0,,68.0,615.0,,375.0,,,286.0,,,,,,
