fname,centroid_1,centroid_2,centroid_3,volume,n_slices,frac_in_cell,edge_dist,n_bkgnd,rand_n_bkgnd,GFP_med,rand_GFP_med,GFP_max,rand_GFP_max,GFP_tot,rand_GFP_tot,GFP_bkgnd,rand_GFP_bkgnd,pLAT_med,rand_pLAT_med,pLAT_max,rand_pLAT_max,pLAT_tot,rand_pLAT_tot,pLAT_bkgnd,rand_pLAT_bkgnd,pCD3z_med,rand_pCD3z_med,pCD3z_max,rand_pCD3z_max,pCD3z_tot,rand_pCD3z_tot,pCD3z_bkgnd,rand_pCD3z_bkgnd
B4-0-0.mat,94.8571428571429,803.214285714286,1,42,1,1,1.48633228904888,858,929,109.088470195163,18.9930303969531,340.039497295671,167.515265620361,5648.75033037946,1017.48267620621,249.699462468804,339.046784165359,-15.0294094587984,13.5322791252704,59.3051833116527,42.0838269940899,-442.404098270953,-26.7588835770678,102.347415127915,119.156313060082,69.6466755530096,31.4258442839272,169.671461576717,111.622491758281,1824.05906046227,1110.07917610314,269.243101098185,261.502051944462
B4-0-0.mat,117.162790697674,871.948592411261,3.42717258261934,817,6,1,36.3174297567841,1493,1356,69.3713119395733,-1.13952709739084,1266.54573952857,289.968160808876,151736.15328485,3012.92581420013,235.947394991922,421.348236975858,8.6074593736833,2.04815606085603,382.856508910579,86.4606339531083,12689.3291130204,1699.26847266288,115.998706338939,123.164076343768,52.0079629110819,-14.6608651751372,669.013920172969,205.699734536516,66947.0545905219,-12104.391539902,295.921109373458,306.033349585568
B4-0-0.mat,121.259587020649,832.498525073746,2.75811209439528,339,5,1,0.894253029993513,1207,1199,112.460599996489,23.513780213388,545.061365569375,282.979848960236,41369.9349642763,9378.48005721009,231.098039215686,218.783049987313,11.0249719065468,18.3071777422035,224.927918290125,252.350187530601,7939.2578357868,8473.56759940154,116.097345739695,117.561554073645,83.6566326675689,19.3399340645088,829.326987029425,334.942798676927,45201.0133946222,6964.23052846297,235.774039481514,215.379825604439
B4-0-0.mat,128.894819466248,520.037676609105,3.20408163265306,637,6,1,112.786735245359,1385,1540,62.2035340557711,4.78810878028997,1156.38253017667,289.863204268735,76728.8519704412,5831.65146916923,220.906576980568,379.542139242715,7.08421723556933,-9.20096861377323,226.101843060673,105.554967872524,7489.4219229219,-3432.58657247788,117.559281738055,121.51900665609,19.2895812349282,16.4686732653809,246.237170803906,196.891273650721,12400.894364664,7583.30293729138,218.238878263866,309.529187312623
B4-0-0.mat,133.177956371986,817.346727898967,3.46842709529277,871,6,1,8.11515110486656,1447,1669,98.6648167635656,0.00929667479084628,3137.40355747957,232.826570235883,286780.623715683,6677.60931990473,274.879806322985,277.907924743444,10.726165979631,8.09080971781782,401.33995769622,181.643669172529,14732.1490249068,7530.12261798167,110.746062591798,117.943363146097,32.0424465109476,10.5575760116371,464.727728101646,392.002775743669,40420.413530638,25915.2443881749,249.873116461035,238.897820487056
B4-0-0.mat,135.532608695652,298.554347826087,1.43478260869565,184,2,1,2.50731444156584,1299,1540,101.758190914818,13.995603588137,591.850879286509,259.653407677355,23146.1501253228,2475.85036333409,211.442413162706,365.881075081265,-8.34985256725518,-6.32388795285782,55.7602409939358,72.691706352034,-1454.69279660849,-994.992608683971,91.4779240898528,120.731950254169,8.83045734672456,29.9142170934689,340.046456374958,215.428404029123,1253.68573988471,3162.90527790161,241.704174273818,290.723680978307
B4-0-0.mat,145,895.5,1,30,1,1,54.3438128953058,478,786,114.374146126267,19.1715243651931,325.499399935151,230.211206799339,4570.12511375641,1091.24206324173,232.751547034546,295.814512625121,-20.2519456300809,-10.5379539127702,56.3164911295534,67.891551110509,-210.776964192838,119.241127264835,125.633132661203,123.096691123873,-33.2462059302021,116.005873973449,195.61854733811,160.852493129478,-650.677704443606,3012.05079767366,226.306067310445,252.105101231595
B4-0-0.mat,151.820895522388,492.757877280265,2.99336650082919,603,6,1,120.723308585467,1446,973,84.8527797649429,19.0676798698669,1217.00144675388,277.88195684368,81756.1987252251,12164.6465020388,208.527241770715,314.113680331644,41.3357290911878,0.830375401846723,597.912930670961,148.446284657012,43591.088494579,1316.97906017651,108.950682298674,124.151633657121,55.2602126128007,-13.0971091550912,812.336728300265,164.179912602744,52033.0571038903,-5883.41442098355,228.474294501942,316.289855593074
B4-0-0.mat,155.5,775.5,1,24,1,1,13.9463256809814,508,716,9.11388774575465,50.1004611140341,328.611443584146,175.910170929023,1149.70454404094,1002.78786700877,262.327534656157,219.003236635162,33.2780596893491,-40.0587176628506,73.0748623332098,13.7512580362139,748.578826220378,-974.304100643116,127.531509756775,104.326855123675,43.8117141183323,8.32321872974296,115.942987935936,182.061332954601,858.064866333545,767.81588981604,244.92992142811,220.090223215593
B4-0-0.mat,185.178247734139,957.419939577039,3.63444108761329,204,4,0.61631419939577,20.6789505932003,586,1277,202.690155902186,43.3393176925019,1055.48813438057,255.589664032694,54083.9248296423,6015.45055755651,250.97830174636,392.047495120364,2.45796356743807,19.3501912624811,78.8734208448665,200.62034403987,-12.6263697578827,5865.88041794422,108.295769411881,130.966821140704,12.8144946361916,36.4043480619291,126.163858183626,283.868542918594,1935.18405123133,7878.07367644271,209.080510136319,232.515136292253
