,type0,type1,type2,type3
773,2.0,9.0,2.0,129.0
774,4.0,4.0,3.0,33.0
775,151.0,39.0,6.0,3.0
776,102.0,39.0,2.0,224.0
777,16.0,3.0,3.0,58.0
778,5.0,5.0,2.0,245.0
779,5.0,15.0,4.0,204.0
780,3.0,199.0,3.0,641.0
781,5.0,99.0,3.0,12.0
782,3.0,2.0,3.0,621.0
783,23.0,6.0,3.0,511.0
784,66.0,11.0,3.0,96.0
785,64.0,5.0,3.0,131.0
786,30.0,2.0,3.0,276.0
787,12.0,59.0,3.0,19.0
788,255.0,4.0,2.0,5.0
789,94.0,16.0,3.0,518.0
790,35.0,222.0,5.0,636.0
791,2.0,6.0,3.0,677.0
792,17.0,63.0,3.0,179.0
793,10.0,49.0,3.0,514.0
794,3.0,4.0,2.0,131.0
795,4.0,4.0,2.0,779.0
796,25.0,4.0,4.0,287.0
797,4.0,5.0,3.0,307.0
798,2.0,35.0,3.0,92.0
799,19.0,39.0,3.0,560.0
800,19.0,5.0,2.0,523.0
801,30.0,5.0,3.0,111.0
802,7.0,27.0,4.0,307.0
803,64.0,6.0,3.0,9.0
804,4.0,5.0,3.0,385.0
805,7.0,13.0,3.0,68.0
806,3.0,5.0,4.0,278.0
807,19.0,2.0,3.0,163.0
808,5.0,132.0,3.0,748.0
809,55.0,3.0,4.0,150.0
810,15.0,7.0,3.0,55.0
811,17.0,3.0,3.0,323.0
812,5.0,103.0,2.0,448.0
813,5.0,4.0,4.0,184.0
814,6.0,3.0,2.0,234.0
815,5.0,1.0,3.0,429.0
816,32.0,5.0,2.0,703.0
817,3.0,49.0,3.0,516.0
818,159.0,82.0,4.0,723.0
819,4.0,45.0,3.0,735.0
820,7.0,15.0,2.0,83.0
821,7.0,2.0,4.0,190.0
822,15.0,8.0,3.0,263.0
823,19.0,12.0,3.0,176.0
824,23.0,5.0,3.0,573.0
825,80.0,9.0,4.0,587.0
826,61.0,73.0,4.0,129.0
827,10.0,43.0,2.0,295.0
828,2.0,3.0,3.0,408.0
829,48.0,3.0,3.0,282.0
830,3.0,3.0,4.0,4.0
831,4.0,24.0,3.0,657.0
832,2.0,31.0,4.0,50.0
833,23.0,52.0,3.0,145.0
834,36.0,13.0,2.0,98.0
835,30.0,52.0,2.0,3.0
836,5.0,3.0,4.0,122.0
837,2.0,4.0,3.0,176.0
838,2.0,29.0,1.0,143.0
839,10.0,41.0,4.0,526.0
840,4.0,4.0,4.0,662.0
841,17.0,23.0,3.0,490.0
842,4.0,4.0,4.0,128.0
843,188.0,250.0,3.0,368.0
844,36.0,31.0,1.0,394.0
845,3.0,9.0,3.0,853.0
846,79.0,90.0,2.0,291.0
847,2.0,6.0,3.0,673.0
848,5.0,9.0,3.0,43.0
849,282.0,30.0,4.0,68.0
850,7.0,182.0,3.0,78.0
851,5.0,100.0,4.0,5.0
852,2.0,83.0,3.0,266.0
853,14.0,2.0,2.0,312.0
854,168.0,23.0,4.0,418.0
855,5.0,6.0,2.0,193.0
856,306.0,73.0,2.0,585.0
857,31.0,11.0,3.0,401.0
858,89.0,78.0,4.0,21.0
859,51.0,5.0,3.0,33.0
860,5.0,182.0,3.0,14.0
861,4.0,1.0,3.0,266.0
862,176.0,44.0,4.0,45.0
863,10.0,12.0,2.0,365.0
864,38.0,14.0,2.0,696.0
865,80.0,68.0,4.0,11.0
866,3.0,31.0,3.0,104.0
867,3.0,28.0,3.0,217.0
868,38.0,256.0,3.0,230.0
869,4.0,172.0,3.0,5.0
870,31.0,7.0,3.0,536.0
871,21.0,4.0,4.0,632.0
872,23.0,6.0,4.0,295.0
873,232.0,21.0,3.0,3.0
874,36.0,57.0,3.0,221.0
875,14.0,96.0,2.0,106.0
876,4.0,72.0,4.0,49.0
877,57.0,4.0,3.0,535.0
878,22.0,213.0,3.0,60.0
879,62.0,4.0,4.0,904.0
880,11.0,3.0,4.0,666.0
881,3.0,124.0,4.0,147.0
882,6.0,27.0,4.0,281.0
883,3.0,51.0,4.0,57.0
884,6.0,52.0,3.0,518.0
885,4.0,261.0,3.0,28.0
886,56.0,3.0,3.0,262.0
887,94.0,7.0,4.0,126.0
888,10.0,158.0,2.0,6.0
889,4.0,5.0,3.0,747.0
890,5.0,30.0,4.0,67.0
891,4.0,154.0,3.0,588.0
892,23.0,2.0,3.0,499.0
893,36.0,4.0,3.0,804.0
894,79.0,83.0,3.0,3.0
895,4.0,14.0,3.0,194.0
896,7.0,7.0,3.0,3.0
897,4.0,12.0,3.0,228.0
898,164.0,5.0,3.0,272.0
899,126.0,48.0,3.0,19.0
900,50.0,4.0,2.0,40.0
901,16.0,201.0,3.0,634.0
902,10.0,1.0,3.0,326.0
903,17.0,16.0,4.0,486.0
904,3.0,13.0,6.0,46.0
905,4.0,261.0,5.0,148.0
906,4.0,103.0,3.0,122.0
907,8.0,47.0,3.0,258.0
908,3.0,9.0,2.0,22.0
909,36.0,7.0,5.0,609.0
910,4.0,8.0,3.0,33.0
911,4.0,55.0,4.0,464.0
912,1.0,4.0,3.0,695.0
913,5.0,39.0,3.0,99.0
914,188.0,3.0,3.0,685.0
915,12.0,32.0,3.0,37.0
916,4.0,6.0,3.0,214.0
917,6.0,109.0,4.0,279.0
918,20.0,3.0,3.0,63.0
919,16.0,35.0,3.0,140.0
920,80.0,2.0,3.0,137.0
921,15.0,5.0,3.0,61.0
922,2.0,44.0,4.0,43.0
923,44.0,5.0,3.0,73.0
924,7.0,34.0,3.0,325.0
925,27.0,5.0,3.0,362.0
926,3.0,2.0,3.0,129.0
927,5.0,10.0,5.0,80.0
928,4.0,247.0,5.0,323.0
929,3.0,186.0,3.0,582.0
930,3.0,33.0,4.0,345.0
931,7.0,4.0,4.0,28.0
932,3.0,2.0,3.0,166.0
933,30.0,5.0,1.0,337.0
934,24.0,8.0,2.0,454.0
935,2.0,77.0,3.0,554.0
936,39.0,4.0,3.0,31.0
937,2.0,6.0,2.0,255.0
938,4.0,98.0,3.0,860.0
939,2.0,5.0,4.0,8.0
940,57.0,19.0,4.0,259.0
941,49.0,3.0,4.0,812.0
942,125.0,5.0,2.0,131.0
943,6.0,5.0,2.0,642.0
944,184.0,4.0,2.0,49.0
945,47.0,20.0,4.0,128.0
946,109.0,26.0,3.0,117.0
947,5.0,9.0,3.0,241.0
948,4.0,4.0,3.0,4.0
949,6.0,152.0,2.0,477.0
950,15.0,73.0,2.0,755.0
951,110.0,37.0,3.0,486.0
952,71.0,59.0,1.0,646.0
953,4.0,109.0,2.0,258.0
954,127.0,190.0,3.0,145.0
955,28.0,2.0,3.0,58.0
956,4.0,4.0,3.0,947.0
957,38.0,4.0,4.0,374.0
958,3.0,38.0,6.0,33.0
959,5.0,40.0,3.0,144.0
960,15.0,52.0,2.0,99.0
961,5.0,146.0,4.0,534.0
962,5.0,1.0,2.0,505.0
963,30.0,7.0,3.0,143.0
964,54.0,19.0,3.0,290.0
965,8.0,7.0,4.0,99.0
966,4.0,167.0,10.0,456.0
967,41.0,22.0,2.0,288.0
968,163.0,25.0,3.0,5.0
969,47.0,11.0,3.0,97.0
970,44.0,29.0,5.0,266.0
971,164.0,26.0,4.0,562.0
972,17.0,1.0,3.0,785.0
973,31.0,81.0,3.0,52.0
974,45.0,35.0,3.0,181.0
975,89.0,6.0,3.0,63.0
976,7.0,45.0,3.0,5.0
977,12.0,78.0,4.0,569.0
978,65.0,5.0,3.0,325.0
979,42.0,2.0,3.0,281.0
980,6.0,33.0,4.0,222.0
981,73.0,12.0,1.0,52.0
982,3.0,18.0,4.0,32.0
983,3.0,60.0,2.0,250.0
984,6.0,19.0,2.0,721.0
985,4.0,11.0,3.0,113.0
986,169.0,3.0,3.0,335.0
987,3.0,230.0,3.0,94.0
988,64.0,16.0,3.0,519.0
989,6.0,12.0,4.0,772.0
990,62.0,19.0,4.0,2.0
991,65.0,8.0,3.0,31.0
992,5.0,79.0,3.0,166.0
993,4.0,18.0,4.0,172.0
994,36.0,3.0,3.0,12.0
995,4.0,138.0,3.0,313.0
996,57.0,25.0,3.0,173.0
997,15.0,7.0,3.0,598.0
998,2.0,16.0,4.0,2.0
999,274.0,41.0,3.0,4.0
1000,7.0,120.0,3.0,292.0
1001,23.0,33.0,3.0,746.0
1002,47.0,3.0,4.0,89.0
1003,39.0,44.0,2.0,46.0
1004,1.0,108.0,4.0,829.0
1005,3.0,65.0,3.0,144.0
1006,4.0,90.0,3.0,766.0
1007,94.0,4.0,3.0,6.0
1008,4.0,39.0,3.0,394.0
1009,6.0,63.0,2.0,420.0
1010,29.0,10.0,2.0,14.0
1011,82.0,20.0,3.0,538.0
1012,10.0,28.0,4.0,423.0
1013,7.0,40.0,3.0,71.0
1014,28.0,270.0,3.0,431.0
1015,58.0,45.0,3.0,297.0
1016,2.0,131.0,3.0,31.0
1017,18.0,13.0,2.0,4.0
1018,4.0,132.0,3.0,4.0
1019,13.0,4.0,3.0,211.0
1020,21.0,93.0,2.0,6.0
1021,51.0,8.0,3.0,3.0
1022,8.0,9.0,3.0,102.0
1023,63.0,35.0,4.0,420.0
1024,55.0,3.0,3.0,63.0
1025,29.0,4.0,3.0,71.0
1026,4.0,7.0,3.0,317.0
1027,4.0,65.0,3.0,115.0
1028,50.0,15.0,4.0,5.0
1029,30.0,73.0,4.0,5.0
1030,4.0,42.0,2.0,414.0
1031,19.0,9.0,4.0,23.0
1032,122.0,45.0,2.0,51.0
1033,38.0,37.0,3.0,809.0
1034,2.0,45.0,1.0,149.0
1035,5.0,2.0,3.0,10.0
1036,8.0,85.0,3.0,62.0
1037,4.0,17.0,2.0,3.0
1038,4.0,74.0,4.0,184.0
1039,1.0,24.0,4.0,267.0
1040,4.0,94.0,2.0,3.0
1041,11.0,7.0,3.0,412.0
1042,20.0,32.0,3.0,45.0
1043,27.0,4.0,4.0,3.0
1044,4.0,31.0,4.0,188.0
1045,122.0,3.0,3.0,939.0
1046,2.0,7.0,3.0,49.0
1047,14.0,526.0,3.0,595.0
1048,6.0,25.0,3.0,327.0
1049,15.0,23.0,3.0,360.0
1050,156.0,5.0,3.0,71.0
1051,29.0,4.0,4.0,435.0
1052,324.0,21.0,3.0,360.0
1053,4.0,3.0,3.0,617.0
1054,3.0,38.0,3.0,418.0
1055,96.0,31.0,5.0,383.0
1056,59.0,7.0,3.0,168.0
1057,42.0,23.0,3.0,470.0
1058,33.0,152.0,3.0,372.0
1059,4.0,4.0,2.0,173.0
1060,115.0,30.0,3.0,455.0
1061,82.0,107.0,2.0,780.0
1062,55.0,7.0,3.0,758.0
1063,52.0,51.0,3.0,331.0
1064,94.0,17.0,4.0,458.0
1065,4.0,79.0,3.0,44.0
1066,7.0,5.0,2.0,102.0
1067,3.0,20.0,3.0,620.0
1068,195.0,21.0,3.0,69.0
1069,4.0,8.0,3.0,52.0
1070,2.0,12.0,3.0,91.0
1071,5.0,28.0,4.0,311.0
1072,74.0,6.0,1.0,290.0
1073,25.0,7.0,3.0,335.0
1074,6.0,5.0,2.0,9.0
1075,56.0,6.0,3.0,135.0
1076,45.0,3.0,3.0,85.0
1077,6.0,3.0,4.0,882.0
1078,5.0,4.0,2.0,137.0
1079,32.0,21.0,4.0,76.0
1080,3.0,4.0,3.0,597.0
1081,75.0,7.0,3.0,571.0
1082,82.0,12.0,3.0,113.0
1083,296.0,51.0,3.0,495.0
1084,5.0,4.0,3.0,52.0
1085,26.0,3.0,3.0,33.0
1086,16.0,12.0,4.0,571.0
1087,110.0,1.0,4.0,563.0
1088,58.0,15.0,3.0,91.0
1089,5.0,3.0,2.0,304.0
1090,4.0,51.0,4.0,653.0
1091,5.0,40.0,4.0,61.0
1092,6.0,3.0,4.0,109.0
1093,8.0,5.0,4.0,476.0
1094,7.0,10.0,4.0,10.0
1095,5.0,57.0,4.0,223.0
1096,174.0,7.0,3.0,208.0
1097,41.0,5.0,2.0,243.0
1098,4.0,7.0,3.0,254.0
1099,4.0,86.0,3.0,13.0
1100,9.0,5.0,1.0,120.0
1101,5.0,65.0,4.0,855.0
1102,260.0,5.0,4.0,456.0
1103,5.0,19.0,3.0,824.0
1104,118.0,13.0,3.0,139.0
1105,89.0,4.0,2.0,277.0
1106,4.0,67.0,4.0,215.0
1107,3.0,6.0,4.0,3.0
1108,4.0,5.0,3.0,96.0
1109,42.0,162.0,2.0,259.0
1110,6.0,8.0,3.0,203.0
1111,3.0,31.0,3.0,374.0
1112,107.0,37.0,3.0,274.0
1113,4.0,343.0,4.0,8.0
1114,4.0,56.0,2.0,74.0
1115,15.0,4.0,3.0,81.0
1116,25.0,33.0,2.0,239.0
1117,49.0,2.0,5.0,164.0
1118,6.0,18.0,4.0,4.0
1119,2.0,53.0,3.0,623.0
1120,87.0,50.0,3.0,302.0
1121,5.0,3.0,4.0,258.0
1122,72.0,61.0,3.0,165.0
1123,18.0,22.0,2.0,466.0
1124,54.0,35.0,4.0,630.0
1125,47.0,84.0,3.0,873.0
1126,99.0,25.0,3.0,210.0
1127,13.0,106.0,4.0,597.0
1128,7.0,15.0,3.0,413.0
1129,87.0,3.0,2.0,378.0
1130,41.0,22.0,3.0,54.0
1131,3.0,16.0,3.0,582.0
1132,2.0,7.0,3.0,658.0
1133,41.0,15.0,3.0,322.0
1134,5.0,55.0,2.0,45.0
1135,57.0,5.0,4.0,568.0
1136,7.0,4.0,3.0,204.0
1137,172.0,2.0,5.0,207.0
1138,3.0,3.0,3.0,353.0
1139,23.0,4.0,2.0,380.0
1140,10.0,202.0,3.0,95.0
1141,43.0,5.0,2.0,67.0
1142,53.0,4.0,4.0,238.0
1143,30.0,67.0,2.0,352.0
1144,14.0,7.0,2.0,3.0
1145,4.0,55.0,3.0,160.0
1146,26.0,24.0,4.0,550.0
1147,4.0,8.0,4.0,424.0
1148,42.0,49.0,2.0,875.0
1149,87.0,4.0,3.0,18.0
1150,114.0,16.0,3.0,307.0
1151,37.0,105.0,2.0,445.0
1152,4.0,2.0,4.0,583.0
1153,40.0,57.0,3.0,633.0
1154,19.0,128.0,2.0,122.0
1155,192.0,10.0,5.0,483.0
1156,40.0,54.0,3.0,9.0
1157,3.0,3.0,3.0,18.0
1158,14.0,8.0,3.0,657.0
1159,53.0,26.0,3.0,334.0
1160,13.0,4.0,3.0,830.0
1161,4.0,3.0,2.0,726.0
1162,97.0,1.0,3.0,91.0
1163,125.0,87.0,3.0,513.0
1164,102.0,34.0,3.0,585.0
1165,26.0,4.0,5.0,241.0
1166,92.0,77.0,3.0,101.0
1167,4.0,5.0,3.0,966.0
1168,56.0,18.0,3.0,175.0
1169,70.0,7.0,3.0,343.0
1170,130.0,4.0,3.0,387.0
1171,2.0,16.0,3.0,280.0
1172,43.0,69.0,3.0,43.0
1173,309.0,20.0,3.0,225.0
1174,3.0,6.0,2.0,3.0
1175,184.0,10.0,3.0,6.0
1176,3.0,9.0,3.0,675.0
1177,7.0,8.0,3.0,168.0
1178,4.0,6.0,2.0,634.0
1179,5.0,79.0,3.0,105.0
1180,16.0,79.0,2.0,260.0
1181,44.0,2.0,3.0,3.0
1182,23.0,42.0,2.0,61.0
1183,4.0,49.0,3.0,41.0
1184,5.0,101.0,4.0,7.0
1185,24.0,90.0,3.0,315.0
1186,95.0,3.0,3.0,32.0
1187,66.0,5.0,2.0,173.0
1188,27.0,8.0,3.0,278.0
1189,20.0,128.0,5.0,6.0
1190,153.0,12.0,3.0,751.0
1191,40.0,55.0,3.0,80.0
1192,2.0,4.0,3.0,13.0
1193,113.0,8.0,3.0,20.0
1194,4.0,4.0,4.0,2.0
1195,115.0,1.0,3.0,603.0
1196,88.0,39.0,5.0,643.0
1197,56.0,6.0,8.0,490.0
1198,51.0,34.0,4.0,735.0
1199,123.0,59.0,3.0,384.0
1200,350.0,76.0,3.0,242.0
1201,101.0,4.0,3.0,171.0
1202,39.0,9.0,3.0,31.0
1203,6.0,3.0,3.0,242.0
1204,36.0,3.0,3.0,161.0
1205,19.0,3.0,4.0,66.0
1206,1.0,47.0,3.0,425.0
1207,15.0,44.0,3.0,53.0
1208,22.0,4.0,4.0,588.0
1209,5.0,4.0,3.0,660.0
1210,53.0,2.0,1.0,25.0
1211,134.0,15.0,4.0,52.0
1212,6.0,17.0,3.0,356.0
1213,21.0,63.0,5.0,72.0
1214,42.0,3.0,4.0,258.0
1215,57.0,27.0,4.0,91.0
1216,78.0,4.0,3.0,57.0
1217,15.0,15.0,3.0,231.0
1218,21.0,46.0,3.0,292.0
1219,4.0,37.0,3.0,61.0
1220,2.0,7.0,3.0,198.0
1221,48.0,47.0,4.0,172.0
1222,2.0,2.0,3.0,864.0
1223,5.0,212.0,3.0,1.0
1224,160.0,8.0,2.0,314.0
1225,32.0,56.0,3.0,153.0
1226,3.0,30.0,2.0,101.0
1227,194.0,3.0,4.0,6.0
1228,81.0,4.0,3.0,704.0
1229,267.0,11.0,2.0,57.0
1230,2.0,3.0,3.0,312.0
1231,5.0,33.0,3.0,5.0
1232,1.0,50.0,2.0,392.0
1233,8.0,4.0,4.0,101.0
1234,8.0,83.0,4.0,395.0
1235,128.0,51.0,2.0,682.0
1236,51.0,10.0,3.0,117.0
1237,5.0,45.0,4.0,449.0
1238,116.0,13.0,3.0,64.0
1239,3.0,18.0,4.0,379.0
1240,166.0,5.0,3.0,11.0
1241,1.0,75.0,3.0,1.0
1242,7.0,61.0,3.0,32.0
1243,7.0,11.0,3.0,30.0
1244,40.0,58.0,4.0,1.0
1245,101.0,35.0,4.0,58.0
1246,108.0,79.0,2.0,191.0
1247,10.0,3.0,3.0,162.0
1248,17.0,18.0,3.0,343.0
1249,35.0,74.0,32.0,388.0
1250,44.0,5.0,2.0,29.0
1251,10.0,6.0,3.0,472.0
1252,4.0,30.0,2.0,2.0
1253,30.0,30.0,3.0,334.0
1254,120.0,57.0,3.0,434.0
1255,121.0,89.0,4.0,235.0
1256,51.0,52.0,3.0,20.0
1257,4.0,5.0,4.0,77.0
1258,14.0,10.0,3.0,59.0
1259,11.0,27.0,3.0,15.0
1260,5.0,167.0,5.0,21.0
1261,1.0,7.0,4.0,577.0
1262,4.0,48.0,4.0,319.0
1263,78.0,4.0,3.0,341.0
1264,37.0,29.0,4.0,873.0
1265,108.0,6.0,3.0,4.0
1266,199.0,5.0,3.0,91.0
1267,4.0,58.0,4.0,795.0
1268,91.0,3.0,4.0,662.0
1269,3.0,13.0,3.0,878.0
1270,8.0,117.0,2.0,402.0
1271,14.0,5.0,3.0,849.0
1272,3.0,2.0,3.0,340.0
1273,85.0,5.0,6.0,213.0
1274,5.0,100.0,3.0,61.0
1275,9.0,216.0,3.0,13.0
1276,26.0,3.0,4.0,488.0
1277,14.0,5.0,3.0,175.0
1278,13.0,172.0,3.0,752.0
1279,3.0,11.0,2.0,420.0
1280,298.0,104.0,9.0,4.0
1281,4.0,13.0,3.0,4.0
1282,154.0,10.0,4.0,405.0
1283,25.0,37.0,3.0,497.0
1284,6.0,21.0,3.0,414.0
1285,7.0,4.0,5.0,1.0
1286,251.0,5.0,4.0,798.0
1287,65.0,5.0,3.0,215.0
1288,112.0,37.0,3.0,859.0
1289,12.0,16.0,1.0,2.0
1290,5.0,133.0,3.0,11.0
1291,21.0,31.0,3.0,863.0
1292,37.0,4.0,3.0,66.0
1293,3.0,34.0,3.0,2.0
1294,228.0,7.0,4.0,538.0
1295,4.0,68.0,4.0,19.0
1296,8.0,40.0,1.0,1.0
1297,112.0,4.0,3.0,16.0
1298,21.0,4.0,3.0,277.0
1299,96.0,0.0,2.0,604.0
1300,4.0,84.0,3.0,237.0
1301,70.0,4.0,3.0,214.0
1302,52.0,65.0,3.0,4.0
1303,21.0,29.0,3.0,4.0
1304,25.0,13.0,4.0,155.0
1305,69.0,33.0,1.0,340.0
1306,5.0,27.0,4.0,225.0
1307,4.0,11.0,2.0,497.0
1308,4.0,15.0,3.0,708.0
1309,8.0,26.0,2.0,33.0
1310,82.0,4.0,3.0,730.0
1311,74.0,3.0,3.0,5.0
1312,24.0,24.0,3.0,566.0
1313,4.0,7.0,4.0,190.0
1314,9.0,34.0,4.0,748.0
1315,38.0,57.0,4.0,87.0
1316,186.0,3.0,3.0,283.0
1317,3.0,121.0,3.0,563.0
1318,6.0,42.0,3.0,689.0
1319,33.0,3.0,2.0,683.0
1320,4.0,5.0,3.0,758.0
1321,50.0,4.0,3.0,343.0
1322,10.0,9.0,2.0,142.0
1323,3.0,5.0,2.0,60.0
1324,86.0,5.0,4.0,11.0
1325,19.0,5.0,4.0,114.0
1326,28.0,4.0,4.0,5.0
1327,3.0,2.0,1.0,101.0
1328,5.0,16.0,3.0,84.0
1329,2.0,72.0,3.0,720.0
1330,6.0,3.0,3.0,229.0
1331,3.0,5.0,3.0,2.0
1332,19.0,10.0,3.0,218.0
1333,15.0,104.0,3.0,39.0
1334,3.0,6.0,4.0,26.0
1335,4.0,33.0,2.0,4.0
1336,260.0,29.0,3.0,50.0
1337,4.0,111.0,3.0,255.0
1338,5.0,94.0,5.0,881.0
1339,84.0,10.0,2.0,162.0
1340,5.0,3.0,3.0,600.0
1341,3.0,77.0,4.0,522.0
1342,227.0,125.0,2.0,443.0
1343,4.0,3.0,3.0,555.0
1344,6.0,63.0,3.0,82.0
1345,2.0,60.0,3.0,3.0
1346,61.0,293.0,3.0,120.0
1347,4.0,184.0,3.0,737.0
1348,80.0,3.0,3.0,57.0
1349,17.0,17.0,4.0,743.0
1350,67.0,5.0,4.0,568.0
1351,15.0,93.0,3.0,118.0
1352,4.0,174.0,3.0,48.0
1353,79.0,35.0,3.0,575.0
1354,3.0,41.0,3.0,145.0
1355,3.0,3.0,4.0,154.0
1356,92.0,191.0,3.0,489.0
1357,74.0,23.0,1.0,516.0
1358,2.0,18.0,2.0,35.0
1359,4.0,3.0,2.0,317.0
1360,3.0,4.0,2.0,104.0
1361,4.0,25.0,3.0,11.0
1362,17.0,22.0,4.0,3.0
1363,81.0,96.0,3.0,529.0
1364,118.0,14.0,4.0,703.0
1365,30.0,101.0,3.0,51.0
1366,28.0,153.0,3.0,148.0
1367,76.0,6.0,4.0,327.0
1368,4.0,4.0,3.0,71.0
1369,23.0,4.0,4.0,580.0
1370,2.0,4.0,5.0,159.0
1371,132.0,4.0,2.0,664.0
1372,5.0,53.0,4.0,2.0
1373,3.0,4.0,3.0,896.0
1374,15.0,11.0,3.0,44.0
1375,20.0,146.0,3.0,669.0
1376,12.0,2.0,5.0,3.0
1377,4.0,29.0,4.0,165.0
1378,36.0,19.0,4.0,19.0
1379,86.0,10.0,3.0,73.0
1380,37.0,23.0,3.0,38.0
1381,86.0,16.0,3.0,277.0
1382,36.0,181.0,3.0,43.0
1383,40.0,229.0,3.0,722.0
1384,20.0,4.0,2.0,601.0
1385,3.0,5.0,4.0,35.0
1386,1.0,5.0,3.0,30.0
1387,36.0,8.0,4.0,57.0
1388,10.0,4.0,3.0,364.0
1389,11.0,31.0,3.0,772.0
1390,5.0,77.0,3.0,29.0
1391,5.0,112.0,2.0,262.0
1392,34.0,48.0,4.0,199.0
1393,3.0,2.0,3.0,517.0
1394,4.0,28.0,3.0,787.0
1395,14.0,30.0,4.0,721.0
1396,5.0,268.0,5.0,54.0
1397,73.0,59.0,3.0,190.0
1398,4.0,213.0,4.0,575.0
1399,4.0,11.0,5.0,469.0
1400,18.0,5.0,2.0,417.0
1401,4.0,4.0,2.0,121.0
1402,3.0,15.0,3.0,290.0
1403,33.0,3.0,3.0,104.0
1404,36.0,94.0,3.0,20.0
1405,4.0,4.0,2.0,694.0
1406,68.0,63.0,2.0,643.0
1407,5.0,12.0,3.0,4.0
1408,3.0,34.0,4.0,304.0
1409,6.0,3.0,3.0,119.0
1410,5.0,38.0,4.0,420.0
1411,31.0,17.0,3.0,581.0
1412,105.0,21.0,4.0,608.0
1413,21.0,4.0,4.0,5.0
1414,3.0,13.0,3.0,69.0
1415,5.0,11.0,3.0,11.0
1416,3.0,232.0,3.0,100.0
1417,4.0,33.0,3.0,458.0
1418,4.0,109.0,3.0,5.0
1419,9.0,5.0,4.0,15.0
1420,19.0,42.0,1.0,144.0
1421,5.0,4.0,3.0,1.0
1422,4.0,207.0,2.0,5.0
1423,11.0,171.0,3.0,403.0
1424,10.0,2.0,3.0,157.0
1425,49.0,3.0,4.0,34.0
1426,8.0,35.0,4.0,18.0
1427,39.0,51.0,4.0,46.0
1428,124.0,3.0,3.0,47.0
1429,3.0,139.0,3.0,294.0
1430,6.0,50.0,4.0,10.0
1431,7.0,3.0,3.0,320.0
1432,4.0,10.0,4.0,405.0
1433,116.0,21.0,4.0,656.0
1434,24.0,151.0,4.0,133.0
1435,86.0,19.0,3.0,9.0
1436,3.0,69.0,2.0,784.0
1437,7.0,290.0,4.0,182.0
1438,4.0,5.0,4.0,52.0
1439,5.0,4.0,3.0,296.0
1440,5.0,106.0,3.0,588.0
1441,5.0,4.0,3.0,3.0
1442,4.0,101.0,2.0,304.0
1443,79.0,2.0,2.0,384.0
1444,2.0,5.0,2.0,211.0
1445,34.0,3.0,4.0,226.0
1446,134.0,5.0,2.0,521.0
1447,22.0,28.0,3.0,5.0
1448,74.0,84.0,3.0,721.0
1449,2.0,98.0,4.0,56.0
1450,8.0,4.0,2.0,251.0
1451,287.0,21.0,3.0,8.0
1452,47.0,38.0,3.0,66.0
1453,4.0,5.0,2.0,433.0
1454,40.0,38.0,3.0,593.0
1455,6.0,108.0,4.0,21.0
1456,5.0,33.0,3.0,103.0
1457,4.0,1.0,6.0,21.0
1458,3.0,4.0,3.0,415.0
1459,31.0,57.0,3.0,480.0
1460,2.0,166.0,3.0,5.0
1461,5.0,4.0,3.0,6.0
1462,2.0,3.0,2.0,527.0
1463,29.0,4.0,3.0,347.0
1464,18.0,88.0,4.0,174.0
1465,21.0,73.0,3.0,240.0
1466,3.0,15.0,3.0,21.0
1467,5.0,103.0,2.0,12.0
1468,12.0,3.0,4.0,559.0
1469,5.0,29.0,3.0,768.0
1470,15.0,8.0,4.0,81.0
1471,71.0,3.0,2.0,360.0
1472,3.0,47.0,2.0,32.0
1473,251.0,51.0,5.0,14.0
1474,5.0,108.0,4.0,38.0
1475,26.0,4.0,4.0,913.0
1476,4.0,185.0,3.0,1.0
1477,133.0,75.0,3.0,111.0
1478,140.0,6.0,3.0,127.0
1479,150.0,3.0,3.0,89.0
1480,47.0,3.0,4.0,24.0
1481,48.0,47.0,3.0,77.0
1482,87.0,163.0,3.0,4.0
1483,66.0,47.0,3.0,589.0
1484,69.0,102.0,4.0,647.0
1485,5.0,114.0,3.0,3.0
1486,4.0,2.0,2.0,721.0
1487,5.0,6.0,2.0,57.0
1488,2.0,25.0,3.0,785.0
1489,17.0,5.0,3.0,537.0
1490,6.0,126.0,3.0,391.0
1491,2.0,26.0,5.0,9.0
1492,2.0,110.0,2.0,331.0
1493,6.0,32.0,3.0,4.0
1494,44.0,4.0,4.0,146.0
1495,19.0,118.0,4.0,4.0
1496,65.0,197.0,4.0,168.0
1497,183.0,4.0,2.0,104.0
1498,3.0,27.0,3.0,13.0
1499,3.0,3.0,4.0,9.0
