,type0,type1,type2,type3
1374,,,,
1375,,268.0,,35.0
1376,,,,
1377,,,,230.0
1378,,,,
1379,296.0,,,63.0
1380,,,,
1381,652.0,,,60.0
1382,,691.0,,
1383,,210.0,,106.0
1384,,,,71.0
1385,,,,
1386,,,,
1387,,,,104.0
1388,,,,104.0
1389,,,,45.0
1390,,89.0,,
1391,,95.0,,112.0
1392,,,,186.0
1393,,,,33.0
1394,,,,52.0
1395,,,,111.0
1396,,203.0,,28.0
1397,404.0,304.0,,185.0
1398,,261.0,,108.0
1399,,,,17.0
1400,,,,66.0
1401,,,,169.0
1402,,,,81.0
1403,,,,74.0
1404,,616.0,,
1405,,,,97.0
1406,327.0,69.0,,78.0
1407,,,,
1408,,,,43.0
1409,,,,49.0
1410,,,,62.0
1411,,,,109.0
1412,604.0,,,48.0
1413,,,,
1414,,,,114.0
1415,,,,
1416,,417.0,,27.0
1417,,,,41.0
1418,,207.0,,
1419,,,,
1420,,,,63.0
1421,,,,
1422,,234.0,,
1423,,710.0,,69.0
1424,,,,85.0
1425,,,,
1426,,,,
1427,,211.0,,
1428,214.0,,,
1429,,348.0,,45.0
1430,,,,
1431,,,,188.0
1432,,,,107.0
1433,225.0,,,51.0
1434,,328.0,,24.0
1435,176.0,,,
1436,,390.0,,68.0
1437,,99.0,,200.0
1438,,,,119.0
1439,,,,217.0
1440,,293.0,,182.0
1441,,,,
1442,,113.0,,72.0
1443,83.0,,,73.0
1444,,,,84.0
1445,,,,117.0
1446,357.0,,,72.0
1447,,,,
1448,497.0,238.0,,33.0
1449,,162.0,,42.0
1450,,,,53.0
1451,132.0,,,
1452,,,,104.0
1453,,,,147.0
1454,,,,145.0
1455,,277.0,,
1456,,,,39.0
1457,,,,
1458,,,,41.0
1459,,188.0,,106.0
1460,,305.0,,
1461,,,,
1462,,,,135.0
1463,,,,198.0
1464,,589.0,,35.0
1465,,85.0,,61.0
1466,,,,
1467,,487.0,,
1468,,,,73.0
1469,,,,42.0
1470,,,,44.0
1471,447.0,,,241.0
1472,,,,
1473,56.0,34.0,,
1474,,595.0,,
1475,,,,42.0
1476,,180.0,,
1477,503.0,59.0,,94.0
1478,86.0,,,41.0
1479,177.0,,,28.0
1480,,,,
1481,,,,160.0
1482,728.0,94.0,,
1483,51.0,,,29.0
1484,413.0,452.0,,86.0
1485,,80.0,,
1486,,,,75.0
1487,,,,41.0
1488,,,,108.0
1489,,,,83.0
1490,,363.0,,72.0
1491,,,,
1492,,251.0,,108.0
1493,,,,
1494,,,,147.0
1495,,826.0,,
1496,411.0,377.0,,116.0
1497,120.0,,,291.0
1498,,,,
1499,,,,
