fname,centroid_1,centroid_2,centroid_3,volume,n_slices,frac_in_cell,edge_dist,n_bkgnd,rand_n_bkgnd,GFP_med,rand_GFP_med,GFP_max,rand_GFP_max,GFP_tot,rand_GFP_tot,GFP_bkgnd,rand_GFP_bkgnd,pLAT_med,rand_pLAT_med,pLAT_max,rand_pLAT_max,pLAT_tot,rand_pLAT_tot,pLAT_bkgnd,rand_pLAT_bkgnd,pCD3z_med,rand_pCD3z_med,pCD3z_max,rand_pCD3z_max,pCD3z_tot,rand_pCD3z_tot,pCD3z_bkgnd,rand_pCD3z_bkgnd
B8-0-0.mat,100.103903903904,591.072072072072,3.46666666666667,1643,6,0.986786786786787,114.404589000611,1460,2173,12349.4161705125,-7.8647023069538,85748.1514490679,335.482404079152,40757376.8424587,-8242.05268607384,573.590272786447,257.710673870935,5.29276969403848,-4.05458189212595,287.970491158835,235.420907287091,22578.0576130109,-1968.27504353844,97.0451852453029,112.244649394537,56.4293466997787,4.83459345584291,796.274315796644,224.521906108113,144703.657656729,5108.29922943943,192.290387240499,196.979064259776
B8-0-0.mat,105.452631578947,406.4,1.57894736842105,95,2,1,44.9099289406198,1012,1133,64.8469030969031,14.1701588030727,353.186343656344,106.941438021931,7669.59131256072,-804.673289611544,192.093656343656,297.483357322778,10.3448293419259,-0.0581828480940203,87.1482547540859,50.8063398618816,914.442792988296,91.134179822685,108.099564640475,116.319778104834,12.5901948353933,17.1445668535121,115.208374106304,158.830252281295,1146.1463829988,1667.87989270705,178.368157906614,237.975589307468
B8-0-0.mat,136.035862068966,430.311724137931,3.28827586206897,447,6,0.616551724137931,66.31173383522,891,1301,92.5240107332091,10.8382081703246,1451.89748346203,289.043616582549,76248.6979972666,5881.02137246475,238.876523758189,302.538461538462,-5.18680292373851,5.7562263198358,78.6350439519495,158.787637523193,-1793.21808929149,4966.70787115742,106.282885855707,101.699031216362,-0.852965951859915,12.999278516357,204.353251767119,465.527115683915,-1817.73467274245,13288.8226350949,196.018351809141,296.96041491584
B8-0-0.mat,242.334763948498,630.416309012876,3.34907010014306,697,6,0.997138769670958,24.6389807319971,1386,1382,83.9638287679082,11.7626990899178,1334.18384086389,190.338781108129,99625.6334842693,8157.44225835491,338.521798039372,264.167901865576,-4.62706379616066,6.77807426820469,92.88793604167,98.0160007952555,-1154.4050276777,5713.22370924627,107.881401722027,106.968830538229,2.10846067388152,2.30312657343839,192.167142266535,194.662238554243,83.066026583415,344.9472721054,196.811927936993,169.831944772493
B8-0-0.mat,316.669863013699,380.343835616438,3.29178082191781,730,6,1,30.1750569622648,1566,1637,116.077981929291,7.67716721115579,1761.22732889308,195.479562079612,148152.712488322,7748.7760094918,260.941315107235,359.37831384818,5.88854277614251,3.94410392240786,105.413461886569,100.414019446794,4182.71870136129,2336.87294699124,95.3901114697949,110.172747368635,26.1372549420915,-7.73161246795979,396.653435875302,159.824121647712,27498.2215136045,-4400.22478262613,185.21325651215,270.517886186167
B8-0-0.mat,411.495743893412,325.570318282754,3.53941524796447,5404,6,1,4.90331801356714,5735,NaN,2241.32182019316,NaN,37482.5907499095,NaN,18485778.9306288,NaN,3118.44051944036,NaN,2.64259723767147,NaN,405.813511747734,NaN,34190.2467362954,NaN,106.660691954981,NaN,12.385966158878,NaN,455.689006029087,NaN,118966.030862009,NaN,199.76111707841,NaN
B8-0-0.mat,423.698704103672,292.655507559395,3.49136069114471,926,6,1,0.779013777876582,1561,1643,476.602854770771,-2.54580448349364,14191.3477945276,341.299867666633,1561333.38584559,-447.021116146865,369.09471418321,251.893210283454,1.63093942184742,3.79802286975057,120.61746157685,235.264443482263,4949.81850794229,4966.98961183299,104.93495877168,112.401113199364,6.02061121161131,16.6602265172606,196.270818127352,255.591309306979,11803.7649928319,12527.6469459227,181.957254462648,192.629747272476
B8-0-0.mat,425.5,537.5,1,24,1,1,8.5146931829632,716,707,4.99734531604179,23.6795100146764,290.746780268315,123.400324937206,1460.14473146997,898.749135125734,305.478087866963,314.527237354086,-21.8130808666467,4.5478391663851,11.4300233849378,47.0387815334937,-429.634088599707,-16.153286369631,108.443806627817,108.895778127909,13.99480428068,68.1691611955831,176.062827284103,131.663167605859,356.134147184488,1306.69467614531,217.457728053643,208.975800021331
B8-0-0.mat,427.5,641.5,1,40,1,1,1.58113883008419,908,702,21.1627240606697,32.9029214712127,348.00271087276,199.36539721081,1758.66502439795,1326.39753528331,410.490958992573,318.458944281525,31.4809258755849,1.6942859877106,80.7394097854821,65.0993050472926,1105.99293120195,413.56157651051,117.731723526805,104.47159245669,3.27192336941235,143.783890433186,55.3544362652428,409.403090323781,-379.761019377922,7325.39808520431,230.182932232712,319.799461204838
B8-0-0.mat,471.176470588235,918.176470588235,1,34,1,1,19.549422773981,637,834,42.7197793391618,-71.4520463524831,407.745748218527,123.759064458789,2063.4204096783,-1515.69063348263,351.890166270784,295.495238095238,-39.2967687232702,-11.9757078842961,68.4587488342004,33.497393760577,-868.543541120313,-165.604155163245,115.845180949201,107.773316298595,-42.7225951663427,-18.732567119509,70.1325086283431,132.763997884638,-1192.6605643206,287.030349369518,299.912453538306,217.877571922027
