,type0,type1,type2
997,1.0,2.0,7.0
998,2.0,2.0,3.0
999,260.0,2.0,202.0
1000,26.0,2.0,55.0
1001,3.0,1.0,18.0
1002,58.0,3.0,809.0
1003,5.0,2.0,58.0
1004,9.0,2.0,389.0
1005,4.0,2.0,433.0
1006,5.0,2.0,443.0
1007,2.0,2.0,539.0
1008,4.0,2.0,1.0
1009,2.0,3.0,63.0
1010,86.0,2.0,278.0
1011,474.0,2.0,97.0
1012,276.0,2.0,124.0
1013,3.0,2.0,514.0
1014,3.0,2.0,646.0
1015,12.0,2.0,514.0
1016,5.0,2.0,303.0
1017,11.0,2.0,173.0
1018,279.0,2.0,836.0
1019,114.0,3.0,554.0
1020,40.0,3.0,4.0
1021,3.0,3.0,391.0
1022,19.0,3.0,192.0
1023,360.0,3.0,192.0
1024,416.0,3.0,515.0
1025,22.0,2.0,225.0
1026,166.0,2.0,760.0
1027,187.0,2.0,227.0
1028,5.0,1.0,654.0
1029,137.0,2.0,241.0
1030,9.0,2.0,757.0
1031,4.0,1.0,3.0
1032,6.0,2.0,259.0
1033,2.0,2.0,2.0
1034,6.0,2.0,651.0
1035,3.0,2.0,8.0
1036,60.0,2.0,475.0
1037,289.0,2.0,280.0
1038,22.0,2.0,287.0
1039,19.0,2.0,36.0
1040,22.0,2.0,348.0
1041,4.0,1.0,258.0
1042,2.0,2.0,629.0
1043,377.0,2.0,724.0
1044,104.0,2.0,620.0
1045,11.0,2.0,776.0
1046,4.0,2.0,273.0
1047,2.0,2.0,274.0
1048,83.0,2.0,292.0
1049,3.0,2.0,856.0
1050,5.0,2.0,485.0
1051,46.0,2.0,504.0
1052,5.0,1.0,849.0
1053,2.0,2.0,428.0
1054,104.0,2.0,651.0
1055,29.0,3.0,713.0
1056,238.0,2.0,265.0
1057,4.0,2.0,128.0
1058,6.0,2.0,585.0
1059,3.0,3.0,417.0
1060,13.0,2.0,712.0
1061,26.0,2.0,7.0
1062,20.0,2.0,66.0
1063,72.0,3.0,738.0
1064,5.0,3.0,689.0
1065,122.0,2.0,783.0
1066,184.0,2.0,534.0
1067,47.0,2.0,713.0
1068,5.0,2.0,730.0
1069,311.0,2.0,939.0
1070,7.0,2.0,318.0
1071,4.0,2.0,4.0
1072,198.0,2.0,577.0
1073,104.0,3.0,154.0
1074,20.0,2.0,306.0
1075,4.0,2.0,5.0
1076,1.0,2.0,4.0
1077,169.0,2.0,757.0
1078,4.0,1.0,123.0
1079,68.0,1.0,104.0
1080,113.0,2.0,724.0
1081,5.0,3.0,398.0
1082,240.0,1.0,537.0
1083,3.0,2.0,27.0
1084,68.0,3.0,431.0
1085,4.0,2.0,120.0
1086,97.0,2.0,4.0
1087,4.0,2.0,24.0
1088,55.0,2.0,820.0
1089,80.0,2.0,112.0
1090,5.0,2.0,377.0
1091,4.0,2.0,209.0
1092,2.0,2.0,728.0
1093,112.0,2.0,583.0
1094,4.0,1.0,565.0
1095,3.0,2.0,152.0
1096,13.0,1.0,595.0
1097,17.0,3.0,385.0
1098,43.0,2.0,56.0
1099,4.0,2.0,386.0
1100,31.0,2.0,550.0
1101,239.0,2.0,607.0
1102,3.0,2.0,202.0
1103,2.0,3.0,750.0
1104,365.0,1.0,395.0
1105,4.0,2.0,450.0
1106,4.0,3.0,608.0
1107,12.0,2.0,611.0
1108,5.0,2.0,784.0
1109,323.0,3.0,883.0
1110,4.0,2.0,840.0
1111,3.0,2.0,4.0
1112,4.0,2.0,457.0
1113,4.0,2.0,512.0
1114,150.0,2.0,14.0
1115,3.0,2.0,822.0
1116,5.0,2.0,604.0
1117,2.0,3.0,612.0
1118,3.0,2.0,67.0
1119,4.0,2.0,686.0
1120,4.0,1.0,412.0
1121,266.0,2.0,15.0
1122,78.0,2.0,571.0
1123,56.0,3.0,44.0
1124,298.0,2.0,552.0
1125,26.0,2.0,229.0
1126,6.0,2.0,686.0
1127,5.0,2.0,6.0
1128,123.0,3.0,252.0
1129,4.0,2.0,4.0
1130,3.0,2.0,788.0
1131,185.0,3.0,755.0
1132,4.0,1.0,267.0
1133,5.0,2.0,539.0
1134,4.0,3.0,784.0
1135,4.0,2.0,344.0
1136,12.0,2.0,316.0
1137,28.0,2.0,339.0
1138,5.0,2.0,811.0
1139,26.0,2.0,843.0
1140,27.0,2.0,558.0
1141,3.0,2.0,563.0
1142,3.0,2.0,72.0
1143,6.0,2.0,687.0
1144,3.0,2.0,398.0
1145,4.0,2.0,621.0
1146,30.0,2.0,2.0
1147,6.0,2.0,2.0
1148,10.0,2.0,498.0
1149,3.0,2.0,129.0
1150,5.0,2.0,752.0
1151,5.0,2.0,203.0
1152,2.0,2.0,908.0
1153,14.0,2.0,762.0
1154,295.0,2.0,427.0
1155,6.0,2.0,575.0
1156,4.0,2.0,584.0
1157,5.0,2.0,620.0
1158,2.0,2.0,124.0
1159,107.0,2.0,442.0
1160,88.0,2.0,2.0
1161,2.0,2.0,656.0
1162,254.0,2.0,546.0
1163,135.0,2.0,833.0
1164,42.0,2.0,32.0
1165,44.0,2.0,474.0
1166,5.0,2.0,629.0
1167,39.0,2.0,122.0
1168,62.0,2.0,513.0
1169,31.0,2.0,388.0
1170,28.0,2.0,2.0
1171,49.0,2.0,139.0
1172,3.0,2.0,579.0
1173,274.0,1.0,676.0
1174,179.0,2.0,418.0
1175,112.0,2.0,823.0
1176,162.0,1.0,639.0
1177,22.0,2.0,896.0
1178,4.0,2.0,831.0
1179,4.0,2.0,297.0
1180,11.0,2.0,149.0
1181,78.0,2.0,473.0
1182,98.0,3.0,230.0
1183,87.0,2.0,115.0
1184,5.0,2.0,152.0
1185,163.0,2.0,194.0
1186,138.0,2.0,478.0
1187,225.0,2.0,657.0
1188,67.0,3.0,757.0
1189,5.0,1.0,206.0
1190,11.0,1.0,124.0
1191,8.0,1.0,853.0
1192,17.0,2.0,572.0
1193,26.0,2.0,93.0
1194,234.0,2.0,713.0
1195,46.0,2.0,290.0
1196,34.0,2.0,301.0
1197,3.0,2.0,30.0
1198,4.0,2.0,232.0
1199,4.0,2.0,3.0
1200,95.0,2.0,5.0
1201,6.0,2.0,747.0
1202,2.0,2.0,816.0
1203,4.0,2.0,272.0
1204,62.0,2.0,834.0
1205,1.0,2.0,208.0
1206,3.0,2.0,519.0
1207,45.0,2.0,612.0
1208,5.0,2.0,1013.0
1209,238.0,2.0,703.0
1210,5.0,2.0,597.0
1211,2.0,2.0,65.0
1212,33.0,2.0,3.0
1213,8.0,3.0,439.0
1214,4.0,2.0,628.0
1215,3.0,2.0,5.0
1216,4.0,2.0,778.0
1217,3.0,2.0,646.0
1218,2.0,2.0,351.0
1219,3.0,2.0,7.0
1220,27.0,2.0,4.0
1221,290.0,2.0,339.0
1222,5.0,3.0,843.0
1223,3.0,2.0,719.0
1224,3.0,2.0,163.0
1225,3.0,2.0,138.0
1226,42.0,2.0,472.0
1227,4.0,2.0,492.0
1228,116.0,2.0,375.0
1229,121.0,2.0,580.0
1230,1.0,2.0,331.0
1231,114.0,2.0,823.0
1232,33.0,2.0,783.0
1233,4.0,1.0,306.0
1234,6.0,2.0,516.0
1235,66.0,2.0,324.0
1236,4.0,2.0,520.0
1237,27.0,2.0,126.0
1238,3.0,2.0,35.0
1239,226.0,2.0,962.0
1240,30.0,2.0,3.0
1241,3.0,2.0,595.0
1242,69.0,2.0,345.0
1243,38.0,2.0,140.0
1244,4.0,2.0,15.0
1245,156.0,2.0,94.0
1246,123.0,2.0,817.0
1247,243.0,1.0,664.0
1248,5.0,1.0,617.0
1249,9.0,2.0,375.0
1250,8.0,2.0,712.0
1251,4.0,2.0,56.0
1252,337.0,2.0,6.0
1253,75.0,2.0,67.0
1254,3.0,2.0,488.0
1255,6.0,3.0,516.0
1256,53.0,2.0,669.0
1257,200.0,2.0,2.0
1258,56.0,2.0,689.0
1259,8.0,2.0,277.0
1260,87.0,2.0,502.0
1261,27.0,2.0,562.0
1262,266.0,2.0,2.0
1263,1.0,3.0,679.0
1264,5.0,2.0,490.0
1265,5.0,2.0,237.0
1266,14.0,2.0,487.0
1267,9.0,2.0,519.0
1268,142.0,3.0,309.0
1269,203.0,2.0,32.0
1270,4.0,2.0,32.0
1271,4.0,3.0,913.0
1272,6.0,2.0,758.0
1273,208.0,2.0,484.0
1274,247.0,2.0,840.0
1275,232.0,2.0,246.0
1276,16.0,2.0,799.0
1277,20.0,2.0,170.0
1278,17.0,2.0,99.0
1279,3.0,2.0,6.0
1280,303.0,2.0,349.0
1281,34.0,2.0,455.0
1282,353.0,2.0,545.0
1283,19.0,2.0,727.0
1284,246.0,2.0,639.0
1285,125.0,2.0,670.0
1286,201.0,2.0,740.0
1287,19.0,2.0,181.0
1288,4.0,2.0,555.0
1289,4.0,2.0,206.0
1290,4.0,2.0,504.0
1291,6.0,2.0,462.0
1292,92.0,2.0,591.0
1293,275.0,2.0,889.0
1294,2.0,2.0,96.0
1295,2.0,2.0,18.0
1296,316.0,2.0,37.0
1297,6.0,2.0,663.0
1298,29.0,3.0,258.0
1299,4.0,2.0,589.0
1300,5.0,2.0,359.0
1301,37.0,2.0,852.0
1302,4.0,2.0,628.0
1303,5.0,2.0,7.0
1304,272.0,2.0,2.0
1305,4.0,3.0,338.0
1306,3.0,2.0,82.0
1307,186.0,2.0,746.0
1308,39.0,2.0,285.0
1309,5.0,2.0,570.0
1310,109.0,2.0,551.0
1311,5.0,3.0,419.0
1312,6.0,1.0,231.0
1313,113.0,2.0,876.0
1314,2.0,1.0,71.0
1315,4.0,2.0,862.0
1316,108.0,3.0,22.0
1317,4.0,2.0,682.0
1318,4.0,2.0,629.0
1319,3.0,2.0,317.0
1320,10.0,2.0,215.0
1321,127.0,3.0,676.0
1322,6.0,2.0,346.0
1323,5.0,2.0,526.0
1324,88.0,2.0,576.0
1325,16.0,2.0,119.0
1326,117.0,2.0,237.0
1327,4.0,2.0,734.0
1328,4.0,1.0,363.0
1329,13.0,2.0,307.0
1330,6.0,2.0,496.0
1331,4.0,2.0,666.0
1332,5.0,3.0,309.0
1333,2.0,2.0,897.0
1334,3.0,2.0,315.0
1335,257.0,2.0,265.0
1336,6.0,2.0,222.0
1337,5.0,2.0,690.0
1338,17.0,2.0,320.0
1339,97.0,2.0,685.0
1340,228.0,1.0,187.0
1341,183.0,2.0,293.0
1342,9.0,1.0,743.0
1343,3.0,2.0,534.0
1344,2.0,2.0,491.0
1345,267.0,2.0,504.0
1346,20.0,2.0,507.0
1347,4.0,2.0,5.0
1348,38.0,2.0,638.0
1349,4.0,1.0,628.0
1350,153.0,2.0,692.0
1351,4.0,2.0,657.0
1352,2.0,1.0,190.0
1353,48.0,2.0,797.0
1354,5.0,2.0,706.0
1355,13.0,2.0,843.0
1356,2.0,2.0,389.0
1357,5.0,2.0,477.0
1358,3.0,2.0,797.0
1359,190.0,2.0,789.0
1360,196.0,2.0,672.0
1361,4.0,2.0,10.0
1362,3.0,2.0,675.0
1363,20.0,2.0,712.0
1364,17.0,2.0,444.0
1365,3.0,2.0,523.0
1366,4.0,2.0,12.0
1367,66.0,3.0,848.0
1368,79.0,2.0,204.0
1369,73.0,2.0,4.0
1370,2.0,2.0,171.0
1371,5.0,2.0,826.0
1372,4.0,2.0,762.0
1373,82.0,2.0,222.0
1374,4.0,3.0,665.0
1375,66.0,2.0,159.0
1376,25.0,2.0,683.0
1377,4.0,3.0,15.0
1378,283.0,2.0,411.0
1379,57.0,2.0,664.0
1380,67.0,2.0,4.0
1381,12.0,1.0,556.0
1382,3.0,2.0,163.0
1383,3.0,2.0,685.0
1384,172.0,2.0,265.0
1385,5.0,2.0,219.0
1386,22.0,2.0,11.0
1387,273.0,2.0,507.0
1388,3.0,2.0,147.0
1389,174.0,2.0,4.0
1390,233.0,2.0,5.0
1391,3.0,2.0,327.0
1392,40.0,1.0,37.0
1393,4.0,2.0,314.0
1394,185.0,2.0,681.0
1395,139.0,2.0,671.0
1396,68.0,2.0,579.0
1397,77.0,2.0,219.0
1398,9.0,2.0,12.0
1399,103.0,2.0,636.0
1400,245.0,1.0,7.0
1401,11.0,2.0,5.0
1402,17.0,3.0,104.0
1403,10.0,2.0,247.0
1404,5.0,2.0,553.0
1405,78.0,2.0,328.0
1406,25.0,2.0,534.0
1407,3.0,2.0,726.0
1408,112.0,2.0,56.0
1409,19.0,2.0,707.0
1410,234.0,3.0,129.0
1411,6.0,2.0,659.0
1412,154.0,3.0,580.0
1413,5.0,3.0,148.0
1414,176.0,2.0,654.0
1415,368.0,2.0,853.0
1416,18.0,2.0,517.0
1417,1.0,2.0,789.0
1418,114.0,2.0,33.0
1419,40.0,2.0,7.0
1420,2.0,2.0,389.0
1421,194.0,2.0,347.0
1422,4.0,3.0,114.0
1423,5.0,2.0,11.0
1424,5.0,2.0,204.0
1425,4.0,2.0,233.0
1426,4.0,3.0,570.0
1427,18.0,3.0,765.0
1428,1.0,2.0,612.0
1429,12.0,2.0,703.0
1430,2.0,2.0,236.0
1431,4.0,2.0,413.0
1432,5.0,3.0,502.0
1433,93.0,2.0,105.0
1434,4.0,2.0,726.0
1435,169.0,2.0,4.0
1436,3.0,2.0,761.0
1437,111.0,1.0,865.0
1438,4.0,2.0,612.0
1439,32.0,2.0,19.0
1440,342.0,1.0,272.0
1441,389.0,2.0,218.0
1442,3.0,2.0,279.0
1443,260.0,2.0,650.0
1444,31.0,2.0,738.0
1445,177.0,1.0,755.0
1446,12.0,2.0,326.0
1447,8.0,2.0,5.0
1448,101.0,2.0,335.0
1449,62.0,2.0,533.0
1450,310.0,2.0,625.0
1451,11.0,3.0,248.0
1452,246.0,2.0,479.0
1453,176.0,2.0,889.0
1454,50.0,3.0,687.0
1455,33.0,2.0,105.0
1456,69.0,2.0,397.0
1457,21.0,2.0,368.0
1458,19.0,2.0,63.0
1459,5.0,2.0,576.0
1460,5.0,3.0,16.0
1461,7.0,2.0,452.0
1462,175.0,3.0,320.0
1463,6.0,2.0,273.0
1464,16.0,2.0,10.0
1465,143.0,2.0,546.0
1466,4.0,2.0,532.0
1467,6.0,3.0,622.0
1468,62.0,2.0,781.0
1469,5.0,2.0,479.0
1470,4.0,2.0,295.0
1471,233.0,2.0,144.0
1472,9.0,2.0,267.0
1473,68.0,3.0,568.0
1474,3.0,2.0,557.0
1475,183.0,2.0,825.0
1476,5.0,2.0,781.0
1477,31.0,2.0,115.0
1478,354.0,2.0,820.0
1479,91.0,2.0,202.0
1480,5.0,2.0,388.0
1481,16.0,2.0,493.0
1482,12.0,2.0,504.0
1483,211.0,2.0,79.0
1484,37.0,3.0,588.0
1485,89.0,2.0,910.0
1486,29.0,2.0,968.0
1487,250.0,3.0,645.0
1488,168.0,2.0,638.0
1489,263.0,2.0,72.0
1490,3.0,2.0,787.0
1491,5.0,2.0,823.0
1492,8.0,1.0,76.0
1493,5.0,2.0,408.0
1494,10.0,2.0,889.0
1495,4.0,2.0,631.0
1496,69.0,2.0,664.0
1497,140.0,2.0,766.0
1498,11.0,2.0,88.0
1499,189.0,2.0,435.0
