,type0,type1,type2
573,339.0,0.0,671.0
574,0.0,0.0,91.0
575,183.0,0.0,602.0
576,316.0,0.0,392.0
577,378.0,0.0,540.0
578,0.0,0.0,0.0
579,0.0,0.0,646.0
580,0.0,0.0,483.0
581,0.0,0.0,265.0
582,283.0,0.0,853.0
583,156.0,0.0,534.0
584,0.0,0.0,762.0
585,0.0,0.0,610.0
586,220.0,0.0,819.0
587,0.0,0.0,599.0
588,0.0,0.0,681.0
589,318.0,0.0,319.0
590,0.0,0.0,182.0
591,313.0,0.0,0.0
592,192.0,0.0,0.0
593,0.0,0.0,188.0
594,0.0,0.0,0.0
595,62.0,0.0,0.0
596,0.0,0.0,233.0
597,0.0,0.0,85.0
598,0.0,0.0,0.0
599,208.0,0.0,0.0
600,0.0,0.0,0.0
601,0.0,0.0,786.0
602,232.0,0.0,198.0
603,0.0,0.0,0.0
604,0.0,0.0,498.0
605,0.0,0.0,221.0
606,300.0,0.0,243.0
607,56.0,0.0,0.0
608,181.0,0.0,342.0
609,316.0,0.0,273.0
610,0.0,0.0,376.0
611,307.0,0.0,551.0
612,52.0,0.0,482.0
613,76.0,0.0,75.0
614,0.0,0.0,425.0
615,127.0,0.0,270.0
616,0.0,0.0,667.0
617,56.0,0.0,0.0
618,133.0,0.0,810.0
619,0.0,0.0,869.0
620,67.0,0.0,621.0
621,0.0,0.0,230.0
622,0.0,0.0,432.00000000000006
623,0.0,0.0,493.0
624,107.99999999999999,0.0,0.0
625,236.0,0.0,76.0
626,316.0,0.0,732.0
627,0.0,0.0,318.0
628,483.0,0.0,209.0
629,0.0,0.0,0.0
630,257.0,0.0,872.0
631,0.0,0.0,0.0
632,0.0,0.0,585.0
633,0.0,0.0,347.0
634,0.0,0.0,0.0
635,0.0,0.0,660.0
636,0.0,0.0,757.0
637,0.0,0.0,323.0
638,0.0,0.0,332.0
639,0.0,0.0,316.0
640,73.0,0.0,0.0
641,77.0,0.0,0.0
642,375.0,0.0,474.0
643,0.0,0.0,187.0
644,0.0,0.0,577.0
645,0.0,0.0,577.0
646,79.0,0.0,381.0
647,0.0,0.0,741.0
648,0.0,0.0,540.0
649,0.0,0.0,0.0
650,0.0,0.0,0.0
651,67.0,0.0,206.0
652,62.0,0.0,836.0
653,0.0,0.0,138.0
654,227.00000000000003,0.0,55.0
655,203.0,0.0,808.0
656,246.0,0.0,150.0
657,172.0,0.0,826.0
658,0.0,0.0,743.0
659,0.0,0.0,261.0
660,0.0,0.0,272.0
661,0.0,0.0,188.0
662,0.0,0.0,118.0
663,0.0,0.0,657.0
664,0.0,0.0,0.0
665,0.0,0.0,605.0
666,102.0,0.0,632.0
667,0.0,0.0,745.0
668,0.0,0.0,0.0
669,0.0,0.0,186.0
670,0.0,0.0,467.0
671,0.0,0.0,489.0
672,0.0,0.0,487.0
673,492.0,0.0,0.0
674,0.0,0.0,0.0
675,0.0,0.0,0.0
676,278.0,0.0,124.0
677,0.0,0.0,585.0
678,0.0,0.0,520.0
679,68.0,0.0,420.0
680,175.0,0.0,308.0
681,0.0,0.0,506.0
682,65.0,0.0,631.0
683,159.0,0.0,732.0
684,0.0,0.0,435.0
685,80.0,0.0,511.0
686,0.0,0.0,841.0
687,103.0,0.0,0.0
688,370.0,0.0,413.0
689,0.0,0.0,355.0
690,0.0,0.0,130.0
691,0.0,0.0,0.0
692,0.0,0.0,568.0
693,0.0,0.0,816.0
694,0.0,0.0,655.0
695,0.0,0.0,0.0
696,197.0,0.0,0.0
697,0.0,0.0,510.0
698,0.0,0.0,97.0
699,0.0,0.0,0.0
700,73.0,0.0,954.0
701,189.0,0.0,538.0
702,287.0,0.0,328.0
703,0.0,0.0,84.0
704,232.0,0.0,216.0
705,0.0,0.0,643.0
706,0.0,0.0,693.0
707,0.0,0.0,0.0
708,0.0,0.0,247.0
709,302.0,0.0,77.0
710,0.0,0.0,486.0
711,0.0,0.0,806.0
712,314.0,0.0,770.0
713,0.0,0.0,762.0000000000001
714,0.0,0.0,149.0
715,0.0,0.0,656.0
716,0.0,0.0,0.0
717,0.0,0.0,505.0
718,200.0,0.0,482.0
719,0.0,0.0,206.0
720,139.0,0.0,243.0
721,67.0,0.0,604.0
722,0.0,0.0,583.0
723,0.0,0.0,480.0
724,85.0,0.0,681.0
725,229.0,0.0,685.0
726,0.0,0.0,535.0
727,59.0,0.0,538.0
728,209.0,0.0,0.0
729,0.0,0.0,516.0
730,0.0,0.0,596.0
731,0.0,0.0,0.0
732,0.0,0.0,394.0
733,195.0,0.0,394.0
734,0.0,0.0,671.0
735,0.0,0.0,508.0
736,0.0,0.0,479.0
737,0.0,0.0,749.0
738,0.0,0.0,68.0
739,59.0,0.0,770.0
740,52.0,0.0,213.0
741,193.0,0.0,457.0
742,0.0,0.0,137.0
743,0.0,0.0,610.0
744,0.0,0.0,628.0
745,72.0,0.0,769.0
746,0.0,0.0,220.0
747,0.0,0.0,713.0
748,0.0,0.0,0.0
749,0.0,0.0,428.0
750,0.0,0.0,435.0
751,276.0,0.0,314.0
752,0.0,0.0,167.0
753,0.0,0.0,513.0
754,0.0,0.0,246.0
755,0.0,0.0,318.0
756,0.0,0.0,828.0
757,63.0,0.0,219.0
758,159.0,0.0,835.0
759,0.0,0.0,0.0
760,0.0,0.0,0.0
761,0.0,0.0,728.0
762,0.0,0.0,678.0
763,130.0,0.0,0.0
764,310.0,0.0,184.0
765,152.0,0.0,0.0
766,0.0,0.0,709.0
767,0.0,0.0,590.0
768,114.99999999999999,0.0,170.0
769,0.0,0.0,603.0
770,0.0,0.0,668.0
771,389.0,0.0,81.0
772,0.0,0.0,0.0
773,0.0,0.0,612.0
774,57.0,0.0,840.0
775,0.0,0.0,755.0
776,335.0,0.0,353.0
777,0.0,0.0,67.0
778,0.0,0.0,293.0
779,186.0,0.0,624.0
780,0.0,0.0,724.0
781,71.0,0.0,0.0
782,68.0,0.0,0.0
783,0.0,0.0,840.0
784,353.0,0.0,350.0
785,0.0,0.0,839.0
786,151.0,0.0,735.0
787,289.0,0.0,669.0
788,0.0,0.0,0.0
789,0.0,0.0,871.0
790,0.0,0.0,470.0
791,124.00000000000001,0.0,538.0
792,0.0,0.0,0.0
793,0.0,0.0,399.0
794,287.0,0.0,381.0
795,0.0,0.0,604.0
796,0.0,0.0,370.0
797,0.0,0.0,0.0
798,0.0,0.0,0.0
799,0.0,0.0,777.0
800,0.0,0.0,395.0
801,0.0,0.0,79.0
802,360.0,0.0,807.0
803,270.0,0.0,136.0
804,219.0,0.0,319.0
805,0.0,0.0,662.0
806,0.0,0.0,856.0
807,213.0,0.0,793.0
808,108.0,0.0,799.0
809,0.0,0.0,81.0
810,0.0,0.0,508.0
811,0.0,0.0,138.0
812,0.0,0.0,847.0
813,0.0,0.0,720.0
814,0.0,0.0,260.0
815,0.0,0.0,0.0
816,311.0,0.0,114.0
817,0.0,0.0,274.0
818,150.0,0.0,0.0
819,0.0,0.0,526.0
820,326.0,0.0,495.0
821,0.0,0.0,198.0
822,0.0,0.0,510.0
823,0.0,0.0,61.0
824,0.0,0.0,62.0
825,326.0,0.0,573.0
826,330.0,0.0,643.0
827,54.0,0.0,712.0
828,0.0,0.0,653.0
829,60.0,0.0,769.0
830,139.0,0.0,495.0
831,0.0,0.0,801.0
832,0.0,0.0,645.9999999999999
833,0.0,0.0,0.0
834,0.0,0.0,268.0
835,0.0,0.0,268.0
836,52.0,0.0,791.0000000000001
837,0.0,0.0,256.0
838,0.0,0.0,637.0
839,0.0,0.0,806.0
840,0.0,0.0,717.0000000000001
841,216.0,0.0,823.0
842,96.0,0.0,86.0
843,0.0,0.0,670.0
844,0.0,0.0,241.0
845,0.0,0.0,669.0
846,0.0,0.0,375.0
847,0.0,0.0,450.0
848,0.0,0.0,802.0
849,0.0,0.0,729.0
850,174.0,0.0,745.0
851,0.0,0.0,765.0
852,0.0,0.0,302.0
853,159.0,0.0,732.0
854,0.0,0.0,805.0
855,0.0,0.0,73.0
856,285.0,0.0,600.0
857,0.0,0.0,919.0
858,0.0,0.0,216.0
859,0.0,0.0,0.0
860,0.0,0.0,58.0
861,0.0,0.0,0.0
862,0.0,0.0,164.0
863,224.0,0.0,115.0
864,0.0,0.0,991.0
865,0.0,0.0,68.0
866,0.0,0.0,890.0
867,0.0,0.0,431.0
868,0.0,0.0,391.0
869,0.0,0.0,0.0
870,0.0,0.0,277.0
871,0.0,0.0,0.0
872,88.0,0.0,0.0
873,0.0,0.0,459.0
874,0.0,0.0,868.0
875,399.99999999999994,0.0,75.0
876,0.0,0.0,645.0
877,246.0,0.0,0.0
878,0.0,0.0,517.0
879,0.0,0.0,590.0
880,0.0,0.0,399.0
881,0.0,0.0,67.0
882,0.0,0.0,0.0
883,238.0,0.0,457.0
884,127.0,0.0,874.0
885,0.0,0.0,396.0
886,70.0,0.0,64.0
887,105.0,0.0,56.0
888,323.0,0.0,493.0
889,0.0,0.0,285.0
890,0.0,0.0,538.0
891,0.0,0.0,161.0
892,0.0,0.0,267.0
893,0.0,0.0,125.0
894,216.0,0.0,406.0
895,0.0,0.0,183.0
896,386.0,0.0,629.0
897,0.0,0.0,485.0
898,0.0,0.0,552.0
899,0.0,0.0,0.0
900,92.0,0.0,513.0
901,0.0,0.0,240.0
902,0.0,0.0,458.0
903,0.0,0.0,705.0
904,233.0,0.0,197.0
905,0.0,0.0,290.0
906,0.0,0.0,907.0
907,0.0,0.0,678.0
908,0.0,0.0,597.0
909,0.0,0.0,556.0
910,0.0,0.0,395.0
911,237.0,0.0,220.0
912,0.0,0.0,551.0
913,163.0,0.0,675.0
914,293.0,0.0,0.0
915,0.0,0.0,259.0
916,396.0,0.0,619.0
917,85.0,0.0,0.0
918,121.0,0.0,352.0
919,322.0,0.0,340.0
920,0.0,0.0,179.0
921,281.0,0.0,712.0
922,0.0,0.0,579.0
923,249.0,0.0,599.0
924,149.0,0.0,496.0
925,0.0,0.0,0.0
926,0.0,0.0,258.0
927,0.0,0.0,342.0
928,0.0,0.0,738.0
929,0.0,0.0,579.0
930,134.0,0.0,155.0
931,201.0,0.0,0.0
932,0.0,0.0,891.0
933,0.0,0.0,0.0
934,0.0,0.0,435.0
935,0.0,0.0,431.0
936,61.0,0.0,630.0
937,211.0,0.0,761.0
938,232.0,0.0,686.0
939,58.0,0.0,0.0
940,0.0,0.0,629.0
941,318.0,0.0,658.0
942,248.0,0.0,622.0
943,0.0,0.0,0.0
944,0.0,0.0,441.0
945,0.0,0.0,448.0
946,68.0,0.0,568.0
947,203.0,0.0,281.0
948,0.0,0.0,186.0
949,0.0,0.0,153.0
950,211.00000000000003,0.0,273.0
951,439.0,0.0,0.0
952,0.0,0.0,752.0
953,0.0,0.0,525.0
954,0.0,0.0,451.0
955,0.0,0.0,619.0
956,118.0,0.0,349.0
957,0.0,0.0,0.0
958,0.0,0.0,56.0
959,0.0,0.0,230.0
960,0.0,0.0,0.0
961,0.0,0.0,372.0
962,0.0,0.0,845.0
963,0.0,0.0,699.0
964,0.0,0.0,106.0
965,0.0,0.0,857.0
966,0.0,0.0,777.0
967,223.0,0.0,224.0
968,0.0,0.0,854.0
969,0.0,0.0,742.0
970,0.0,0.0,387.0
971,0.0,0.0,0.0
972,0.0,0.0,730.0
973,0.0,0.0,0.0
974,54.0,0.0,457.0
975,0.0,0.0,308.0
976,0.0,0.0,615.0
977,0.0,0.0,305.0
978,0.0,0.0,331.0
979,0.0,0.0,851.0
980,0.0,0.0,807.0
981,284.0,0.0,383.0
982,0.0,0.0,821.0
983,338.0,0.0,0.0
984,222.0,0.0,554.0
985,0.0,0.0,0.0
986,0.0,0.0,662.0
987,229.00000000000003,0.0,484.0
