,width1,width2,width4,width7,width10,width13,width16,width25,width34,width49,width70,width100
279,246.0,39.0,49.0,31.0,53.0,32.0,12.0,171.0,38.0,85.0,70.0,361.0
280,292.0,102.0,21.0,23.0,20.0,96.0,9.0,279.0,40.0,83.0,168.0,314.0
281,70.0,115.0,14.0,64.0,35.0,17.0,27.0,37.0,181.0,120.0,286.0,166.0
282,578.0,746.0,72.0,11.0,9.0,11.0,16.0,17.0,166.0,82.0,57.0,351.0
283,23.0,18.0,66.0,23.0,22.0,76.0,75.0,409.0,41.0,62.0,56.0,104.0
284,29.0,35.0,105.0,10.0,19.0,992.0,38.0,228.0,67.0,495.0,50.0,86.0
285,18.0,8.0,76.0,11.0,12.0,15.0,31.0,46.0,30.0,408.0,393.0,116.0
286,70.0,38.0,32.0,18.0,23.0,29.0,6.0,105.0,107.0,241.0,223.0,155.0
287,33.0,22.0,11.0,4.0,9.0,44.0,26.0,54.0,780.0,166.0,722.0,706.0
288,12.0,32.0,42.0,11.0,37.0,30.0,68.0,78.0,127.0,315.0,501.0,230.0
289,21.0,43.0,18.0,43.0,11.0,20.0,270.0,27.0,37.0,387.0,69.0,325.0
290,65.0,10.0,39.0,14.0,5.0,6.0,47.0,37.0,77.0,49.0,183.0,247.0
291,17.0,6.0,30.0,148.0,22.0,17.0,72.0,78.0,82.0,220.0,683.0,53.0
292,15.0,13.0,32.0,37.0,64.0,141.0,16.0,67.0,23.0,458.0,103.0,62.0
293,39.0,153.0,20.0,168.0,92.0,46.0,68.0,273.0,36.0,506.0,136.0,
294,42.0,60.0,53.0,34.0,12.0,61.0,88.0,80.0,134.0,738.0,172.0,955.0
295,20.0,6.0,17.0,23.0,357.0,21.0,24.0,84.0,34.0,33.0,113.0,413.0
296,19.0,48.0,129.0,154.0,23.0,9.0,34.0,65.0,96.0,337.0,123.0,134.0
297,326.0,196.0,10.0,13.0,240.0,323.0,36.0,23.0,23.0,33.0,107.0,340.0
298,23.0,42.0,28.0,12.0,46.0,20.0,34.0,571.0,43.0,94.0,41.0,172.0
299,25.0,5.0,47.0,15.0,10.0,118.0,13.0,242.0,380.0,207.0,152.0,237.0
300,14.0,9.0,11.0,13.0,30.0,13.0,55.0,55.0,16.0,145.0,566.0,75.0
301,23.0,76.0,8.0,21.0,466.0,54.0,25.0,85.0,33.0,,112.0,36.0
302,59.0,175.0,14.0,33.0,23.0,19.0,354.0,97.0,207.0,78.0,84.0,345.0
303,37.0,6.0,11.0,20.0,21.0,9.0,50.0,31.0,493.0,195.0,91.0,205.0
304,152.0,35.0,15.0,13.0,8.0,71.0,64.0,109.0,35.0,65.0,84.0,301.0
305,12.0,24.0,42.0,26.0,15.0,19.0,22.0,476.0,167.0,29.0,,401.0
306,90.0,12.0,25.0,5.0,6.0,8.0,12.0,91.0,58.0,415.0,178.0,163.0
307,27.0,16.0,18.0,20.0,57.0,24.0,20.0,115.0,45.0,282.0,126.0,158.0
308,19.0,14.0,10.0,183.0,169.0,9.0,43.0,205.0,48.0,37.0,125.0,462.0
309,19.0,21.0,22.0,28.0,37.0,16.0,49.0,39.0,117.0,51.0,168.0,1119.0
310,11.0,15.0,22.0,8.0,134.0,8.0,51.0,13.0,266.0,24.0,184.0,529.0
311,135.0,104.0,18.0,20.0,14.0,42.0,29.0,692.0,690.0,88.0,91.0,408.0
312,23.0,42.0,45.0,69.0,28.0,14.0,23.0,360.0,74.0,129.0,217.0,425.0
313,18.0,42.0,40.0,16.0,4.0,30.0,30.0,29.0,32.0,641.0,,82.0
314,47.0,40.0,6.0,13.0,37.0,138.0,96.0,470.0,125.0,195.0,124.0,325.0
315,32.0,60.0,20.0,8.0,620.0,13.0,1118.0,92.0,1007.0,39.0,56.0,139.0
316,183.0,40.0,17.0,9.0,68.0,63.0,16.0,55.0,43.0,223.0,328.0,872.0
317,109.0,14.0,49.0,7.0,36.0,797.0,13.0,31.0,71.0,22.0,139.0,577.0
318,70.0,70.0,34.0,33.0,20.0,11.0,25.0,14.0,78.0,522.0,56.0,
319,49.0,36.0,39.0,13.0,37.0,33.0,176.0,108.0,440.0,51.0,181.0,275.0
320,17.0,58.0,9.0,30.0,68.0,10.0,120.0,325.0,527.0,110.0,165.0,190.0
321,33.0,51.0,11.0,17.0,27.0,80.0,14.0,56.0,58.0,318.0,211.0,275.0
322,134.0,12.0,116.0,30.0,11.0,25.0,232.0,26.0,75.0,594.0,97.0,383.0
323,47.0,4.0,,10.0,26.0,51.0,11.0,74.0,286.0,416.0,29.0,499.0
324,239.0,6.0,6.0,48.0,28.0,37.0,13.0,384.0,298.0,37.0,110.0,143.0
325,42.0,36.0,16.0,86.0,7.0,24.0,33.0,31.0,27.0,166.0,110.0,657.0
326,24.0,33.0,17.0,7.0,18.0,62.0,37.0,19.0,235.0,58.0,54.0,
327,11.0,24.0,11.0,11.0,20.0,32.0,17.0,522.0,42.0,166.0,79.0,283.0
328,43.0,10.0,8.0,10.0,13.0,24.0,46.0,10.0,54.0,233.0,147.0,794.0
329,43.0,225.0,21.0,18.0,5.0,8.0,647.0,164.0,32.0,66.0,210.0,616.0
330,36.0,35.0,20.0,16.0,7.0,22.0,16.0,327.0,80.0,426.0,229.0,98.0
331,40.0,24.0,44.0,64.0,231.0,74.0,114.0,91.0,306.0,86.0,183.0,772.0
332,232.0,24.0,9.0,193.0,27.0,30.0,52.0,51.0,121.0,,162.0,376.0
333,135.0,29.0,47.0,16.0,10.0,16.0,11.0,46.0,632.0,74.0,781.0,76.0
334,16.0,72.0,19.0,29.0,33.0,358.0,15.0,196.0,63.0,772.0,146.0,203.0
335,5.0,14.0,14.0,15.0,587.0,15.0,11.0,455.0,220.0,64.0,205.0,137.0
336,20.0,32.0,11.0,16.0,50.0,8.0,60.0,1029.0,140.0,252.0,,576.0
337,39.0,162.0,34.0,39.0,15.0,13.0,94.0,114.0,23.0,914.0,129.0,152.0
338,64.0,13.0,37.0,34.0,40.0,13.0,91.0,17.0,46.0,68.0,833.0,561.0
339,173.0,50.0,38.0,13.0,7.0,11.0,19.0,112.0,33.0,1084.0,250.0,139.0
340,255.0,14.0,30.0,25.0,534.0,34.0,51.0,40.0,65.0,300.0,185.0,356.0
341,51.0,24.0,59.0,41.0,36.0,13.0,7.0,236.0,62.0,57.0,849.0,139.0
342,173.0,24.0,100.0,18.0,23.0,30.0,42.0,266.0,42.0,101.0,134.0,893.0
343,27.0,40.0,63.0,99.0,8.0,165.0,78.0,82.0,135.0,112.0,34.0,94.0
344,21.0,6.0,52.0,9.0,5.0,56.0,17.0,360.0,170.0,40.0,116.0,441.0
345,35.0,62.0,37.0,10.0,19.0,28.0,4.0,32.0,23.0,130.0,423.0,628.0
346,38.0,8.0,32.0,10.0,23.0,6.0,59.0,270.0,303.0,55.0,133.0,106.0
347,40.0,15.0,6.0,55.0,28.0,7.0,1126.0,31.0,30.0,51.0,153.0,206.0
348,131.0,29.0,204.0,17.0,18.0,35.0,11.0,82.0,41.0,69.0,57.0,353.0
349,12.0,6.0,20.0,7.0,19.0,254.0,16.0,24.0,843.0,37.0,,59.0
350,27.0,50.0,37.0,16.0,25.0,38.0,36.0,453.0,54.0,66.0,379.0,41.0
351,26.0,244.0,6.0,19.0,13.0,11.0,45.0,45.0,49.0,244.0,115.0,265.0
352,5.0,56.0,38.0,93.0,14.0,18.0,10.0,160.0,66.0,164.0,192.0,258.0
353,41.0,9.0,20.0,32.0,42.0,21.0,30.0,116.0,41.0,147.0,947.0,639.0
354,31.0,50.0,13.0,9.0,8.0,96.0,15.0,20.0,80.0,413.0,31.0,253.0
355,41.0,29.0,47.0,8.0,106.0,12.0,20.0,27.0,482.0,408.0,,
356,26.0,118.0,13.0,13.0,13.0,16.0,71.0,46.0,485.0,58.0,464.0,345.0
357,21.0,97.0,16.0,10.0,21.0,10.0,10.0,409.0,74.0,357.0,124.0,231.0
358,75.0,20.0,13.0,16.0,6.0,239.0,17.0,41.0,40.0,469.0,402.0,328.0
359,118.0,645.0,27.0,44.0,50.0,8.0,20.0,109.0,36.0,166.0,256.0,573.0
360,51.0,18.0,54.0,8.0,39.0,26.0,17.0,38.0,247.0,193.0,132.0,158.0
361,25.0,18.0,51.0,90.0,7.0,30.0,42.0,34.0,33.0,287.0,117.0,206.0
362,16.0,122.0,13.0,15.0,52.0,10.0,19.0,35.0,42.0,318.0,1040.0,419.0
363,370.0,61.0,2.0,30.0,12.0,43.0,397.0,54.0,89.0,452.0,33.0,347.0
364,86.0,11.0,42.0,8.0,12.0,50.0,7.0,206.0,61.0,161.0,153.0,600.0
365,23.0,37.0,129.0,22.0,12.0,10.0,13.0,279.0,48.0,180.0,184.0,810.0
366,65.0,36.0,28.0,16.0,19.0,21.0,53.0,44.0,276.0,757.0,97.0,870.0
367,58.0,30.0,20.0,12.0,8.0,245.0,20.0,203.0,40.0,152.0,66.0,66.0
368,36.0,260.0,475.0,6.0,18.0,17.0,223.0,22.0,340.0,136.0,39.0,112.0
369,25.0,80.0,7.0,15.0,13.0,393.0,34.0,75.0,56.0,63.0,183.0,115.0
370,111.0,128.0,19.0,17.0,48.0,13.0,11.0,39.0,276.0,61.0,261.0,758.0
371,22.0,21.0,14.0,6.0,30.0,23.0,28.0,23.0,61.0,255.0,,678.0
372,31.0,17.0,41.0,28.0,4.0,6.0,13.0,15.0,29.0,179.0,161.0,314.0
373,6.0,144.0,10.0,55.0,26.0,255.0,148.0,11.0,149.0,79.0,55.0,979.0
374,14.0,34.0,13.0,31.0,28.0,13.0,9.0,26.0,749.0,190.0,125.0,105.0
375,26.0,59.0,41.0,191.0,20.0,43.0,29.0,206.0,57.0,49.0,199.0,579.0
376,56.0,83.0,39.0,20.0,46.0,14.0,14.0,41.0,161.0,1152.0,36.0,593.0
377,30.0,28.0,111.0,6.0,17.0,42.0,19.0,26.0,236.0,132.0,55.0,118.0
378,8.0,111.0,11.0,10.0,23.0,21.0,26.0,85.0,21.0,599.0,166.0,204.0
379,21.0,13.0,13.0,7.0,17.0,11.0,15.0,386.0,21.0,744.0,101.0,250.0
380,32.0,47.0,48.0,41.0,4.0,68.0,79.0,58.0,66.0,136.0,116.0,44.0
381,32.0,162.0,10.0,24.0,6.0,14.0,12.0,19.0,61.0,76.0,114.0,335.0
382,28.0,15.0,31.0,8.0,26.0,54.0,7.0,43.0,43.0,167.0,52.0,158.0
383,55.0,19.0,66.0,9.0,55.0,55.0,32.0,27.0,179.0,623.0,84.0,162.0
384,70.0,137.0,86.0,8.0,20.0,243.0,26.0,118.0,419.0,154.0,153.0,1007.0
385,13.0,43.0,25.0,5.0,9.0,9.0,97.0,18.0,88.0,208.0,177.0,272.0
386,11.0,316.0,26.0,87.0,28.0,25.0,86.0,21.0,175.0,212.0,143.0,279.0
387,64.0,13.0,764.0,28.0,12.0,9.0,196.0,79.0,101.0,565.0,,694.0
388,47.0,11.0,46.0,10.0,28.0,18.0,17.0,329.0,71.0,20.0,91.0,119.0
389,56.0,328.0,63.0,22.0,17.0,93.0,40.0,110.0,112.0,1033.0,275.0,293.0
390,70.0,26.0,7.0,17.0,52.0,13.0,34.0,77.0,287.0,256.0,371.0,75.0
391,48.0,303.0,595.0,21.0,12.0,9.0,,27.0,522.0,327.0,404.0,146.0
392,27.0,110.0,15.0,17.0,9.0,14.0,135.0,30.0,61.0,116.0,233.0,70.0
393,48.0,22.0,223.0,9.0,69.0,31.0,25.0,44.0,55.0,538.0,304.0,169.0
394,22.0,45.0,15.0,15.0,61.0,55.0,27.0,19.0,92.0,72.0,62.0,471.0
395,18.0,20.0,12.0,20.0,39.0,263.0,11.0,155.0,121.0,838.0,356.0,136.0
396,77.0,28.0,10.0,13.0,17.0,8.0,41.0,87.0,293.0,175.0,36.0,624.0
397,37.0,44.0,8.0,11.0,21.0,115.0,146.0,38.0,125.0,53.0,79.0,
398,138.0,10.0,13.0,33.0,25.0,23.0,385.0,,194.0,42.0,157.0,423.0
399,89.0,100.0,37.0,9.0,12.0,31.0,10.0,79.0,112.0,264.0,616.0,153.0
400,49.0,37.0,29.0,43.0,7.0,52.0,135.0,88.0,24.0,276.0,165.0,627.0
401,126.0,51.0,8.0,4.0,19.0,33.0,62.0,37.0,30.0,184.0,193.0,266.0
402,20.0,97.0,7.0,146.0,11.0,98.0,4.0,36.0,25.0,355.0,128.0,187.0
403,32.0,100.0,81.0,28.0,71.0,65.0,200.0,16.0,502.0,142.0,187.0,992.0
404,52.0,26.0,86.0,38.0,121.0,24.0,16.0,54.0,20.0,99.0,186.0,238.0
405,10.0,59.0,19.0,9.0,25.0,24.0,12.0,83.0,19.0,239.0,437.0,699.0
406,162.0,21.0,22.0,106.0,29.0,559.0,9.0,88.0,76.0,137.0,,170.0
407,62.0,28.0,16.0,29.0,14.0,6.0,20.0,560.0,47.0,483.0,76.0,100.0
408,25.0,35.0,362.0,24.0,8.0,244.0,111.0,106.0,46.0,362.0,136.0,243.0
409,77.0,7.0,26.0,15.0,26.0,26.0,18.0,233.0,211.0,135.0,229.0,222.0
410,159.0,31.0,15.0,15.0,15.0,49.0,20.0,81.0,141.0,92.0,375.0,60.0
411,26.0,22.0,16.0,42.0,18.0,20.0,52.0,23.0,392.0,221.0,628.0,225.0
412,73.0,24.0,7.0,11.0,101.0,49.0,94.0,102.0,54.0,970.0,52.0,123.0
413,59.0,22.0,15.0,16.0,81.0,7.0,17.0,109.0,23.0,27.0,168.0,1149.0
414,67.0,212.0,34.0,35.0,27.0,7.0,9.0,35.0,95.0,60.0,271.0,57.0
415,8.0,13.0,6.0,13.0,11.0,15.0,16.0,89.0,28.0,990.0,327.0,247.0
416,126.0,21.0,68.0,6.0,172.0,21.0,65.0,22.0,71.0,587.0,98.0,482.0
417,79.0,87.0,22.0,49.0,5.0,167.0,42.0,31.0,549.0,91.0,204.0,214.0
418,118.0,13.0,199.0,22.0,5.0,21.0,21.0,177.0,78.0,504.0,76.0,115.0
419,83.0,7.0,35.0,29.0,112.0,17.0,49.0,519.0,157.0,207.0,72.0,184.0
420,31.0,23.0,5.0,20.0,18.0,20.0,11.0,24.0,431.0,82.0,567.0,71.0
421,21.0,17.0,16.0,7.0,7.0,25.0,16.0,22.0,52.0,137.0,646.0,938.0
422,23.0,14.0,42.0,22.0,26.0,70.0,64.0,56.0,57.0,120.0,127.0,73.0
423,25.0,22.0,26.0,26.0,25.0,55.0,14.0,289.0,146.0,308.0,510.0,407.0
424,27.0,16.0,25.0,65.0,11.0,13.0,236.0,22.0,103.0,220.0,,609.0
425,34.0,12.0,64.0,74.0,557.0,43.0,61.0,78.0,17.0,220.0,149.0,250.0
426,67.0,19.0,10.0,10.0,20.0,16.0,405.0,28.0,427.0,153.0,,467.0
427,8.0,26.0,11.0,38.0,9.0,51.0,13.0,199.0,23.0,430.0,135.0,199.0
428,39.0,83.0,157.0,15.0,83.0,33.0,23.0,173.0,122.0,78.0,196.0,211.0
429,121.0,19.0,22.0,19.0,12.0,21.0,34.0,51.0,140.0,60.0,86.0,23.0
430,327.0,20.0,58.0,17.0,112.0,43.0,22.0,311.0,106.0,376.0,109.0,102.0
431,158.0,55.0,23.0,32.0,93.0,19.0,112.0,31.0,55.0,336.0,27.0,331.0
432,11.0,28.0,128.0,35.0,7.0,66.0,59.0,17.0,880.0,395.0,231.0,119.0
433,48.0,18.0,23.0,312.0,37.0,45.0,35.0,1085.0,56.0,72.0,321.0,593.0
434,105.0,15.0,16.0,31.0,487.0,16.0,95.0,21.0,60.0,67.0,79.0,569.0
435,338.0,27.0,50.0,23.0,14.0,48.0,22.0,519.0,134.0,74.0,322.0,613.0
436,24.0,37.0,12.0,20.0,12.0,18.0,185.0,26.0,56.0,670.0,1128.0,262.0
437,88.0,11.0,8.0,11.0,18.0,20.0,15.0,35.0,40.0,131.0,465.0,52.0
438,115.0,69.0,9.0,19.0,101.0,7.0,54.0,412.0,618.0,319.0,185.0,242.0
439,97.0,11.0,192.0,71.0,7.0,7.0,25.0,32.0,61.0,94.0,109.0,166.0
440,55.0,41.0,121.0,8.0,61.0,93.0,48.0,153.0,44.0,185.0,108.0,58.0
441,37.0,9.0,6.0,36.0,74.0,14.0,9.0,43.0,241.0,173.0,,95.0
442,9.0,147.0,84.0,11.0,50.0,25.0,16.0,19.0,193.0,336.0,988.0,339.0
443,47.0,43.0,42.0,18.0,18.0,10.0,56.0,112.0,51.0,110.0,42.0,1073.0
444,11.0,15.0,11.0,11.0,19.0,180.0,63.0,14.0,526.0,458.0,104.0,46.0
445,34.0,8.0,432.0,22.0,6.0,202.0,72.0,43.0,375.0,327.0,,365.0
446,33.0,26.0,24.0,106.0,38.0,71.0,50.0,895.0,187.0,175.0,114.0,382.0
447,8.0,6.0,13.0,21.0,30.0,17.0,36.0,30.0,514.0,159.0,438.0,
448,20.0,66.0,34.0,25.0,19.0,9.0,8.0,17.0,39.0,74.0,160.0,589.0
449,8.0,250.0,311.0,16.0,7.0,23.0,24.0,23.0,54.0,87.0,395.0,91.0
450,47.0,602.0,292.0,15.0,7.0,13.0,15.0,453.0,359.0,,34.0,338.0
451,30.0,28.0,13.0,39.0,248.0,178.0,48.0,19.0,94.0,235.0,716.0,
452,7.0,113.0,105.0,4.0,17.0,12.0,34.0,15.0,27.0,40.0,169.0,85.0
453,19.0,15.0,30.0,18.0,22.0,10.0,98.0,18.0,35.0,94.0,621.0,273.0
454,80.0,7.0,80.0,18.0,15.0,9.0,48.0,588.0,95.0,73.0,134.0,279.0
455,8.0,30.0,34.0,69.0,26.0,36.0,86.0,109.0,85.0,270.0,25.0,235.0
456,86.0,4.0,27.0,13.0,74.0,6.0,78.0,33.0,88.0,52.0,114.0,47.0
457,41.0,102.0,11.0,152.0,14.0,23.0,11.0,116.0,24.0,44.0,148.0,29.0
458,16.0,23.0,78.0,41.0,25.0,295.0,17.0,56.0,61.0,303.0,549.0,118.0
459,54.0,70.0,10.0,12.0,42.0,395.0,31.0,239.0,29.0,294.0,367.0,50.0
460,14.0,29.0,22.0,18.0,13.0,11.0,16.0,12.0,126.0,45.0,806.0,39.0
461,11.0,86.0,48.0,25.0,40.0,11.0,51.0,24.0,405.0,50.0,141.0,171.0
462,68.0,278.0,108.0,7.0,6.0,6.0,11.0,21.0,1075.0,695.0,319.0,117.0
463,30.0,33.0,10.0,96.0,81.0,27.0,179.0,81.0,23.0,235.0,209.0,185.0
464,36.0,36.0,79.0,14.0,111.0,36.0,26.0,24.0,51.0,205.0,466.0,95.0
465,181.0,71.0,6.0,6.0,46.0,23.0,24.0,32.0,123.0,137.0,405.0,199.0
466,11.0,42.0,29.0,18.0,12.0,14.0,27.0,14.0,26.0,62.0,243.0,
467,35.0,535.0,17.0,25.0,6.0,11.0,93.0,12.0,23.0,302.0,196.0,319.0
468,162.0,28.0,16.0,16.0,11.0,84.0,30.0,157.0,188.0,200.0,221.0,35.0
469,24.0,46.0,26.0,18.0,32.0,24.0,12.0,18.0,16.0,190.0,118.0,226.0
470,289.0,16.0,58.0,16.0,72.0,9.0,19.0,70.0,947.0,92.0,69.0,85.0
471,132.0,22.0,22.0,9.0,10.0,165.0,158.0,233.0,44.0,266.0,58.0,94.0
472,29.0,26.0,56.0,23.0,8.0,28.0,36.0,83.0,91.0,336.0,121.0,345.0
473,38.0,81.0,8.0,485.0,34.0,138.0,180.0,15.0,271.0,943.0,53.0,302.0
474,33.0,7.0,72.0,27.0,4.0,13.0,92.0,18.0,39.0,228.0,71.0,222.0
475,72.0,62.0,25.0,30.0,56.0,5.0,17.0,25.0,123.0,173.0,996.0,103.0
476,684.0,59.0,251.0,9.0,51.0,62.0,18.0,647.0,225.0,131.0,162.0,149.0
477,11.0,52.0,18.0,22.0,50.0,17.0,45.0,331.0,399.0,65.0,110.0,253.0
478,37.0,223.0,17.0,33.0,62.0,10.0,28.0,57.0,102.0,167.0,99.0,56.0
479,267.0,65.0,32.0,10.0,15.0,5.0,12.0,60.0,37.0,61.0,118.0,133.0
480,26.0,9.0,8.0,30.0,12.0,10.0,10.0,153.0,67.0,398.0,83.0,708.0
481,12.0,27.0,10.0,12.0,27.0,6.0,41.0,263.0,118.0,121.0,91.0,249.0
482,66.0,30.0,20.0,30.0,165.0,9.0,21.0,312.0,267.0,106.0,307.0,286.0
483,54.0,10.0,9.0,48.0,18.0,28.0,81.0,60.0,42.0,202.0,311.0,386.0
484,17.0,15.0,180.0,68.0,9.0,29.0,65.0,13.0,56.0,151.0,1139.0,72.0
485,29.0,26.0,23.0,45.0,14.0,15.0,15.0,17.0,49.0,105.0,419.0,75.0
486,12.0,62.0,955.0,211.0,141.0,65.0,23.0,177.0,30.0,408.0,106.0,125.0
487,25.0,23.0,12.0,22.0,5.0,8.0,14.0,22.0,141.0,84.0,35.0,303.0
488,57.0,25.0,24.0,21.0,10.0,26.0,109.0,109.0,79.0,40.0,83.0,243.0
489,41.0,13.0,11.0,41.0,24.0,33.0,57.0,52.0,21.0,106.0,104.0,533.0
490,88.0,58.0,15.0,202.0,7.0,21.0,14.0,29.0,122.0,45.0,107.0,285.0
491,40.0,36.0,19.0,33.0,24.0,22.0,140.0,15.0,61.0,302.0,398.0,293.0
492,21.0,12.0,21.0,11.0,20.0,9.0,19.0,28.0,89.0,169.0,430.0,601.0
493,18.0,39.0,12.0,55.0,47.0,32.0,106.0,339.0,22.0,249.0,196.0,880.0
494,46.0,38.0,346.0,10.0,11.0,27.0,12.0,41.0,68.0,503.0,338.0,477.0
495,520.0,32.0,53.0,13.0,8.0,19.0,51.0,312.0,105.0,324.0,207.0,120.0
496,52.0,41.0,22.0,39.0,8.0,35.0,20.0,153.0,129.0,811.0,398.0,109.0
497,70.0,38.0,15.0,34.0,149.0,20.0,355.0,30.0,55.0,144.0,224.0,92.0
498,155.0,77.0,435.0,244.0,20.0,12.0,15.0,38.0,109.0,218.0,56.0,681.0
499,36.0,10.0,44.0,15.0,18.0,54.0,248.0,110.0,38.0,135.0,78.0,264.0
