,width1,width2,width4,width7,width10,width13,width16,width25,width34,width49,width70,width100
275,531.0,473.0,500.0,625.0,776.0,794.0,620.0,621.0,484.0,461.0,91.0,251.0
276,340.0,561.0,538.0,651.0,795.0,604.0,638.0,101.0,96.0,119.0,170.0,81.0
277,290.0,456.0,477.0,195.0,611.0,806.0,705.0,521.0,292.0,824.0,110.0,290.0
278,552.0,404.0,455.0,607.0,577.0,374.0,699.0,505.0,159.0,857.0,157.0,158.0
279,408.0,515.0,389.0,463.0,772.0,714.0,664.0,670.0,1029.0,426.0,126.0,81.0
280,493.0,437.0,572.0,757.0,395.0,773.0,741.0,765.0,305.0,73.0,271.0,90.0
281,424.0,402.0,557.0,600.0,763.0,599.0,662.0,603.0,81.0,226.0,82.0,194.0
282,281.0,306.0,408.0,500.0,791.0,757.0,590.0,856.0,405.0,580.0,148.0,266.0
283,337.0,358.0,534.0,558.0,594.0,791.0,841.0,550.0,625.0,240.0,206.0,169.0
284,205.0,520.0,466.0,502.0,613.0,453.0,819.0,114.0,714.0,608.0,714.0,381.0
285,464.0,511.0,368.0,501.0,580.0,450.0,691.0,743.0,936.0,208.0,229.0,96.0
286,141.0,559.0,579.0,560.0,912.0,1104.0,964.0,678.0,482.0,645.0,224.0,160.0
287,498.0,482.0,617.0,692.0,727.0,787.0,605.0,805.0,145.0,585.0,83.0,115.0
288,521.0,458.0,616.0,596.0,696.0,608.0,510.0,151.0,82.0,442.0,233.0,149.0
289,449.0,465.0,475.0,302.0,570.0,619.0,71.0,438.0,651.0,725.0,161.0,188.0
290,452.0,476.0,495.0,542.0,650.0,674.0,542.0,614.0,419.0,372.0,332.0,516.0
291,423.0,394.0,567.0,486.0,761.0,824.0,767.0,282.0,496.0,145.0,104.0,64.0
292,428.0,527.0,455.0,516.0,556.0,545.0,601.0,454.0,727.0,714.0,304.0,241.0
293,535.0,539.0,546.0,608.0,607.0,733.0,212.0,710.0,772.0,295.0,237.0,43.0
294,431.0,449.0,416.0,756.0,819.0,898.0,912.0,900.0,846.0,248.0,95.0,82.0
295,410.0,519.0,518.0,433.0,724.0,639.0,822.0,790.0,625.0,171.0,270.0,116.0
296,447.0,451.0,491.0,458.0,672.0,833.0,722.0,840.0,729.0,371.0,347.0,116.0
297,398.0,376.0,550.0,681.0,645.0,821.0,865.0,1187.0,527.0,569.0,239.0,276.0
298,560.0,301.0,553.0,677.0,605.0,767.0,311.0,752.0,311.0,525.0,365.0,95.0
299,432.0,442.0,459.0,803.0,710.0,517.0,655.0,760.0,771.0,68.0,188.0,165.0
300,366.0,437.0,523.0,618.0,873.0,658.0,770.0,501.0,826.0,104.0,69.0,160.0
301,438.0,395.0,529.0,619.0,778.0,620.0,980.0,669.0,735.0,33.0,119.0,358.0
302,378.0,375.0,515.0,719.0,743.0,785.0,781.0,876.0,559.0,443.0,169.0,140.0
303,318.0,423.0,471.0,466.0,579.0,593.0,557.0,957.0,273.0,333.0,247.0,197.0
304,332.0,459.0,482.0,600.0,640.0,770.0,468.0,922.0,712.0,243.0,275.0,159.0
305,452.0,457.0,140.0,447.0,701.0,759.0,809.0,546.0,732.0,309.0,30.0,203.0
306,391.0,436.0,663.0,578.0,613.0,859.0,692.0,558.0,712.0,220.0,185.0,150.0
307,442.0,491.0,628.0,629.0,833.0,712.0,778.0,212.0,930.0,322.0,345.0,52.0
308,449.0,491.0,485.0,656.0,512.0,870.0,795.0,631.0,753.0,770.0,348.0,176.0
309,344.0,492.0,387.0,418.0,687.0,698.0,636.0,827.0,123.0,362.0,284.0,59.0
310,371.0,480.0,479.0,587.0,905.0,1030.0,612.0,845.0,262.0,640.0,94.0,94.0
311,450.0,461.0,560.0,525.0,637.0,788.0,563.0,365.0,194.0,166.0,104.0,367.0
312,290.0,481.0,302.0,422.0,815.0,650.0,499.0,217.0,968.0,269.0,100.0,247.0
313,413.0,358.0,418.0,595.0,615.0,695.0,863.0,989.0,1220.0,130.0,32.0,256.0
314,423.0,478.0,444.0,499.0,565.0,389.0,620.0,999.0,609.0,190.0,250.0,249.0
315,405.0,421.0,599.0,560.0,870.0,636.0,217.0,431.0,258.0,129.0,310.0,138.0
316,389.0,561.0,515.0,517.0,575.0,672.0,962.0,881.0,502.0,521.0,219.0,192.0
317,411.0,499.0,558.0,545.0,614.0,272.0,613.0,648.0,491.0,83.0,451.0,141.0
318,519.0,361.0,467.0,500.0,408.0,625.0,1013.0,580.0,785.0,218.0,165.0,50.0
319,509.0,486.0,524.0,489.0,557.0,734.0,681.0,148.0,56.0,379.0,425.0,281.0
320,453.0,516.0,494.0,677.0,682.0,579.0,652.0,475.0,950.0,155.0,397.0,213.0
321,445.0,504.0,566.0,672.0,629.0,621.0,770.0,643.0,624.0,257.0,108.0,437.0
322,422.0,504.0,403.0,417.0,687.0,1087.0,183.0,613.0,372.0,381.0,386.0,181.0
323,376.0,417.0,50.0,692.0,634.0,1028.0,697.0,577.0,754.0,744.0,278.0,353.0
324,386.0,515.0,573.0,826.0,673.0,955.0,625.0,546.0,389.0,831.0,214.0,310.0
325,420.0,515.0,527.0,675.0,643.0,844.0,552.0,674.0,1067.0,386.0,143.0,233.0
326,374.0,535.0,471.0,668.0,731.0,815.0,809.0,567.0,626.0,502.0,132.0,41.0
327,419.0,454.0,334.0,685.0,744.0,796.0,676.0,532.0,237.0,455.0,339.0,53.0
328,435.0,403.0,504.0,590.0,808.0,662.0,776.0,745.0,1062.0,222.0,242.0,199.0
329,512.0,421.0,530.0,601.0,833.0,810.0,284.0,851.0,818.0,460.0,371.0,128.0
330,284.0,414.0,505.0,746.0,515.0,629.0,625.0,588.0,621.0,181.0,498.0,257.0
331,315.0,499.0,527.0,627.0,475.0,639.0,740.0,180.0,115.0,508.0,272.0,100.0
332,353.0,437.0,504.0,659.0,578.0,84.0,913.0,777.0,436.0,46.0,75.0,241.0
333,375.0,425.0,609.0,688.0,643.0,651.0,855.0,943.0,294.0,850.0,119.0,272.0
334,475.0,405.0,515.0,523.0,683.0,789.0,696.0,798.0,241.0,345.0,473.0,240.0
335,89.0,361.0,451.0,618.0,304.0,737.0,782.0,700.0,1061.0,229.0,136.0,292.0
336,466.0,437.0,428.0,586.0,1017.0,390.0,683.0,125.0,698.0,174.0,31.0,78.0
337,548.0,448.0,457.0,632.0,548.0,1023.0,775.0,136.0,306.0,120.0,180.0,293.0
338,499.0,403.0,567.0,694.0,667.0,625.0,795.0,837.0,274.0,139.0,256.0,200.0
339,496.0,448.0,474.0,548.0,467.0,492.0,820.0,699.0,488.0,160.0,86.0,333.0
340,521.0,483.0,571.0,677.0,452.0,708.0,161.0,1022.0,568.0,101.0,308.0,81.0
341,339.0,492.0,572.0,728.0,684.0,729.0,950.0,747.0,876.0,715.0,150.0,126.0
342,460.0,527.0,457.0,539.0,588.0,545.0,642.0,539.0,216.0,95.0,163.0,160.0
343,338.0,410.0,549.0,778.0,527.0,619.0,637.0,494.0,441.0,291.0,85.0,205.0
344,522.0,456.0,498.0,778.0,609.0,883.0,615.0,422.0,325.0,110.0,418.0,253.0
345,503.0,279.0,545.0,610.0,563.0,955.0,542.0,837.0,1018.0,907.0,108.0,71.0
346,434.0,347.0,366.0,507.0,617.0,719.0,1130.0,159.0,539.0,748.0,215.0,328.0
347,342.0,380.0,480.0,484.0,970.0,746.0,68.0,728.0,485.0,387.0,124.0,157.0
348,86.0,522.0,455.0,625.0,648.0,711.0,1044.0,607.0,610.0,444.0,262.0,293.0
349,449.0,464.0,569.0,651.0,952.0,551.0,441.0,547.0,295.0,189.0,38.0,322.0
350,536.0,483.0,635.0,661.0,668.0,670.0,654.0,412.0,644.0,551.0,91.0,321.0
351,360.0,396.0,529.0,759.0,485.0,379.0,775.0,746.0,658.0,349.0,333.0,212.0
352,520.0,446.0,508.0,343.0,724.0,520.0,718.0,565.0,425.0,471.0,302.0,283.0
353,394.0,367.0,482.0,554.0,621.0,723.0,721.0,752.0,1227.0,124.0,58.0,92.0
354,418.0,372.0,469.0,504.0,897.0,714.0,628.0,1059.0,773.0,99.0,266.0,348.0
355,446.0,521.0,488.0,642.0,618.0,987.0,1047.0,742.0,397.0,254.0,25.0,28.0
356,496.0,500.0,395.0,562.0,738.0,730.0,738.0,749.0,63.0,123.0,154.0,56.0
357,403.0,480.0,467.0,585.0,550.0,1094.0,656.0,1123.0,1008.0,205.0,175.0,195.0
358,517.0,495.0,430.0,767.0,942.0,252.0,227.0,739.0,898.0,175.0,255.0,188.0
359,389.0,88.0,436.0,690.0,487.0,857.0,968.0,424.0,236.0,647.0,116.0,104.0
360,400.0,368.0,621.0,555.0,278.0,538.0,742.0,568.0,255.0,437.0,135.0,375.0
361,545.0,508.0,490.0,508.0,581.0,850.0,840.0,402.0,545.0,162.0,132.0,132.0
362,459.0,319.0,421.0,594.0,399.0,929.0,1042.0,640.0,518.0,233.0,149.0,114.0
363,450.0,476.0,463.0,666.0,661.0,751.0,536.0,967.0,902.0,55.0,253.0,95.0
364,404.0,521.0,434.0,577.0,653.0,530.0,713.0,517.0,163.0,256.0,321.0,317.0
365,443.0,319.0,351.0,729.0,737.0,884.0,822.0,682.0,953.0,211.0,220.0,133.0
366,517.0,461.0,407.0,441.0,676.0,708.0,1265.0,903.0,160.0,247.0,542.0,234.0
367,449.0,315.0,614.0,693.0,633.0,587.0,825.0,627.0,867.0,114.0,135.0,112.0
368,273.0,447.0,303.0,468.0,374.0,1034.0,665.0,473.0,150.0,198.0,197.0,154.0
369,478.0,471.0,363.0,554.0,685.0,303.0,1175.0,392.0,819.0,250.0,91.0,164.0
370,355.0,523.0,463.0,532.0,663.0,622.0,726.0,121.0,481.0,740.0,480.0,213.0
371,448.0,489.0,659.0,536.0,503.0,643.0,778.0,569.0,327.0,52.0,29.0,144.0
372,148.0,530.0,516.0,448.0,664.0,773.0,955.0,1008.0,759.0,221.0,129.0,264.0
373,473.0,423.0,452.0,617.0,500.0,474.0,386.0,337.0,559.0,344.0,140.0,237.0
374,333.0,461.0,548.0,542.0,810.0,605.0,796.0,897.0,286.0,342.0,263.0,84.0
375,382.0,543.0,563.0,647.0,835.0,761.0,610.0,740.0,187.0,233.0,216.0,80.0
376,455.0,380.0,435.0,563.0,710.0,412.0,985.0,553.0,186.0,56.0,311.0,126.0
377,390.0,617.0,293.0,648.0,622.0,577.0,1089.0,628.0,830.0,243.0,527.0,141.0
378,504.0,263.0,582.0,721.0,596.0,573.0,817.0,161.0,621.0,98.0,180.0,348.0
379,263.0,417.0,549.0,614.0,708.0,667.0,565.0,425.0,759.0,501.0,873.0,203.0
380,404.0,456.0,504.0,728.0,588.0,844.0,589.0,982.0,807.0,131.0,395.0,74.0
381,392.0,410.0,604.0,653.0,584.0,874.0,751.0,1004.0,472.0,467.0,366.0,90.0
382,412.0,492.0,288.0,466.0,664.0,562.0,738.0,1021.0,295.0,87.0,265.0,131.0
383,468.0,516.0,548.0,601.0,439.0,360.0,1213.0,342.0,888.0,86.0,201.0,165.0
384,268.0,519.0,641.0,670.0,885.0,728.0,522.0,354.0,162.0,134.0,295.0,202.0
385,321.0,439.0,578.0,656.0,784.0,581.0,606.0,648.0,427.0,335.0,268.0,96.0
386,351.0,464.0,512.0,634.0,629.0,793.0,421.0,754.0,443.0,368.0,137.0,257.0
387,435.0,436.0,424.0,485.0,768.0,728.0,968.0,715.0,548.0,135.0,37.0,94.0
388,428.0,342.0,428.0,590.0,627.0,470.0,980.0,737.0,691.0,127.0,336.0,276.0
389,386.0,330.0,531.0,737.0,890.0,873.0,859.0,397.0,574.0,52.0,339.0,137.0
390,403.0,437.0,531.0,637.0,604.0,535.0,735.0,641.0,337.0,742.0,132.0,217.0
391,408.0,55.0,433.0,415.0,632.0,642.0,35.0,719.0,609.0,202.0,512.0,82.0
392,448.0,507.0,521.0,637.0,676.0,857.0,807.0,731.0,814.0,899.0,441.0,196.0
393,458.0,397.0,458.0,560.0,115.0,913.0,758.0,197.0,942.0,79.0,86.0,452.0
394,415.0,478.0,377.0,774.0,555.0,521.0,791.0,655.0,163.0,193.0,169.0,220.0
395,555.0,440.0,533.0,539.0,970.0,563.0,762.0,883.0,347.0,104.0,212.0,213.0
396,458.0,471.0,473.0,597.0,822.0,693.0,495.0,239.0,267.0,657.0,120.0,71.0
397,433.0,410.0,607.0,612.0,701.0,617.0,644.0,1124.0,941.0,596.0,266.0,46.0
398,395.0,526.0,352.0,448.0,678.0,707.0,648.0,16.0,768.0,277.0,175.0,82.0
399,285.0,511.0,435.0,442.0,590.0,545.0,951.0,1166.0,1003.0,156.0,495.0,379.0
400,334.0,617.0,577.0,587.0,626.0,637.0,752.0,590.0,808.0,824.0,369.0,224.0
401,460.0,463.0,416.0,509.0,923.0,784.0,605.0,440.0,470.0,357.0,225.0,75.0
402,471.0,426.0,467.0,479.0,485.0,754.0,950.0,479.0,246.0,326.0,245.0,184.0
403,470.0,434.0,484.0,650.0,525.0,806.0,102.0,967.0,530.0,158.0,485.0,82.0
404,478.0,479.0,554.0,549.0,469.0,948.0,894.0,722.0,805.0,561.0,185.0,104.0
405,398.0,495.0,504.0,586.0,542.0,732.0,431.0,886.0,475.0,849.0,228.0,75.0
406,395.0,492.0,494.0,54.0,712.0,692.0,810.0,1165.0,445.0,374.0,14.0,197.0
407,402.0,549.0,566.0,745.0,246.0,992.0,943.0,300.0,140.0,515.0,114.0,56.0
408,425.0,280.0,543.0,607.0,412.0,99.0,337.0,661.0,175.0,302.0,256.0,145.0
409,479.0,524.0,616.0,667.0,700.0,559.0,741.0,533.0,712.0,661.0,560.0,509.0
410,385.0,471.0,368.0,507.0,625.0,1094.0,810.0,1117.0,308.0,455.0,222.0,446.0
411,509.0,397.0,480.0,536.0,505.0,1067.0,533.0,731.0,510.0,219.0,199.0,101.0
412,489.0,385.0,499.0,481.0,584.0,499.0,892.0,124.0,1030.0,325.0,202.0,129.0
413,420.0,495.0,589.0,554.0,549.0,629.0,929.0,567.0,447.0,734.0,553.0,59.0
414,426.0,477.0,702.0,744.0,826.0,499.0,911.0,584.0,928.0,437.0,325.0,445.0
415,420.0,454.0,553.0,523.0,648.0,624.0,416.0,673.0,179.0,87.0,91.0,111.0
416,449.0,502.0,469.0,668.0,520.0,691.0,797.0,804.0,459.0,110.0,110.0,72.0
417,414.0,431.0,576.0,665.0,681.0,383.0,190.0,777.0,494.0,507.0,66.0,150.0
418,522.0,265.0,395.0,702.0,826.0,851.0,700.0,193.0,210.0,229.0,119.0,405.0
419,418.0,600.0,531.0,736.0,589.0,818.0,574.0,188.0,1001.0,57.0,269.0,515.0
420,489.0,597.0,452.0,453.0,762.0,674.0,769.0,1296.0,318.0,596.0,249.0,148.0
421,477.0,414.0,574.0,373.0,735.0,749.0,603.0,616.0,579.0,673.0,321.0,84.0
422,442.0,478.0,400.0,539.0,599.0,741.0,761.0,606.0,602.0,90.0,455.0,241.0
423,462.0,525.0,406.0,801.0,651.0,695.0,777.0,495.0,110.0,135.0,68.0,330.0
424,524.0,410.0,521.0,622.0,641.0,615.0,799.0,459.0,228.0,450.0,47.0,288.0
425,413.0,397.0,414.0,618.0,704.0,702.0,1020.0,606.0,326.0,104.0,303.0,322.0
426,417.0,374.0,459.0,572.0,660.0,807.0,664.0,705.0,380.0,684.0,33.0,235.0
427,399.0,507.0,475.0,708.0,476.0,844.0,940.0,524.0,635.0,327.0,396.0,309.0
428,450.0,394.0,477.0,544.0,648.0,748.0,461.0,765.0,270.0,74.0,158.0,194.0
429,279.0,395.0,544.0,618.0,767.0,552.0,412.0,333.0,629.0,616.0,218.0,186.0
430,456.0,361.0,490.0,630.0,652.0,956.0,610.0,180.0,494.0,97.0,101.0,82.0
431,421.0,365.0,626.0,736.0,679.0,515.0,732.0,807.0,205.0,206.0,373.0,255.0
432,386.0,565.0,492.0,575.0,870.0,673.0,763.0,1070.0,676.0,550.0,141.0,333.0
433,328.0,415.0,279.0,719.0,757.0,581.0,678.0,96.0,437.0,242.0,118.0,79.0
434,474.0,463.0,457.0,383.0,608.0,583.0,817.0,785.0,186.0,290.0,218.0,96.0
435,55.0,412.0,481.0,654.0,584.0,434.0,954.0,300.0,260.0,87.0,293.0,157.0
436,498.0,475.0,551.0,698.0,729.0,694.0,703.0,204.0,366.0,56.0,81.0,175.0
437,487.0,451.0,425.0,659.0,648.0,951.0,502.0,786.0,509.0,437.0,166.0,151.0
438,275.0,381.0,552.0,544.0,684.0,779.0,763.0,709.0,521.0,133.0,120.0,187.0
439,583.0,460.0,529.0,611.0,620.0,743.0,430.0,555.0,396.0,229.0,197.0,250.0
440,472.0,481.0,72.0,700.0,570.0,477.0,278.0,543.0,732.0,312.0,667.0,246.0
441,348.0,580.0,562.0,418.0,729.0,712.0,1062.0,536.0,373.0,394.0,44.0,107.0
442,363.0,404.0,359.0,546.0,709.0,789.0,400.0,1025.0,57.0,422.0,190.0,289.0
443,433.0,464.0,547.0,574.0,741.0,607.0,413.0,711.0,577.0,525.0,251.0,231.0
444,386.0,412.0,655.0,579.0,711.0,486.0,344.0,553.0,285.0,129.0,451.0,305.0
445,380.0,446.0,387.0,319.0,829.0,637.0,913.0,930.0,776.0,297.0,47.0,99.0
446,476.0,444.0,600.0,542.0,606.0,730.0,676.0,447.0,413.0,612.0,248.0,247.0
447,339.0,411.0,663.0,566.0,666.0,381.0,525.0,527.0,192.0,632.0,254.0,46.0
448,467.0,352.0,392.0,674.0,638.0,700.0,988.0,853.0,734.0,568.0,281.0,65.0
449,250.0,615.0,350.0,597.0,751.0,403.0,665.0,851.0,482.0,452.0,368.0,78.0
450,439.0,462.0,585.0,600.0,709.0,765.0,606.0,466.0,165.0,44.0,454.0,150.0
451,352.0,364.0,506.0,616.0,455.0,480.0,1051.0,778.0,536.0,369.0,236.0,46.0
452,500.0,435.0,550.0,633.0,432.0,872.0,759.0,853.0,607.0,531.0,263.0,113.0
453,226.0,479.0,480.0,730.0,780.0,950.0,794.0,913.0,1332.0,89.0,69.0,144.0
454,498.0,449.0,641.0,613.0,466.0,502.0,539.0,116.0,171.0,97.0,311.0,83.0
455,509.0,469.0,445.0,653.0,782.0,720.0,714.0,318.0,109.0,195.0,397.0,51.0
456,447.0,467.0,431.0,580.0,654.0,638.0,458.0,1287.0,913.0,1206.0,120.0,478.0
457,412.0,481.0,664.0,513.0,835.0,727.0,729.0,383.0,555.0,356.0,171.0,242.0
458,408.0,481.0,501.0,606.0,745.0,653.0,669.0,787.0,940.0,722.0,134.0,128.0
459,357.0,486.0,589.0,622.0,760.0,783.0,129.0,467.0,647.0,686.0,92.0,269.0
460,479.0,508.0,539.0,770.0,875.0,770.0,944.0,890.0,767.0,361.0,133.0,162.0
461,373.0,525.0,577.0,569.0,567.0,613.0,537.0,581.0,461.0,322.0,637.0,132.0
462,467.0,385.0,412.0,597.0,764.0,224.0,727.0,418.0,69.0,121.0,168.0,156.0
463,369.0,409.0,321.0,643.0,515.0,872.0,742.0,946.0,614.0,94.0,351.0,304.0
464,563.0,422.0,578.0,491.0,496.0,524.0,519.0,865.0,1019.0,375.0,106.0,206.0
465,490.0,503.0,617.0,683.0,658.0,740.0,312.0,756.0,469.0,285.0,195.0,266.0
466,512.0,517.0,535.0,593.0,717.0,789.0,748.0,782.0,497.0,550.0,182.0,40.0
467,526.0,205.0,441.0,645.0,709.0,757.0,720.0,832.0,641.0,587.0,231.0,178.0
468,381.0,433.0,485.0,569.0,774.0,931.0,669.0,530.0,939.0,279.0,377.0,242.0
469,403.0,509.0,443.0,694.0,729.0,581.0,229.0,346.0,1353.0,604.0,97.0,76.0
470,128.0,369.0,385.0,530.0,525.0,640.0,828.0,136.0,328.0,925.0,531.0,132.0
471,489.0,452.0,525.0,603.0,653.0,441.0,674.0,349.0,574.0,841.0,278.0,237.0
472,473.0,330.0,534.0,518.0,670.0,861.0,722.0,655.0,513.0,332.0,511.0,79.0
473,470.0,468.0,637.0,509.0,739.0,716.0,329.0,553.0,776.0,198.0,195.0,139.0
474,536.0,396.0,582.0,488.0,802.0,662.0,621.0,621.0,586.0,470.0,203.0,253.0
475,469.0,449.0,496.0,565.0,745.0,825.0,595.0,451.0,956.0,908.0,90.0,178.0
476,384.0,471.0,540.0,493.0,660.0,662.0,788.0,366.0,837.0,558.0,334.0,152.0
477,354.0,387.0,504.0,659.0,659.0,661.0,773.0,615.0,123.0,735.0,413.0,297.0
478,549.0,396.0,462.0,771.0,774.0,672.0,747.0,1091.0,438.0,137.0,60.0,203.0
479,462.0,484.0,497.0,704.0,658.0,675.0,1091.0,323.0,269.0,327.0,282.0,250.0
480,427.0,454.0,430.0,660.0,887.0,743.0,672.0,437.0,571.0,311.0,355.0,235.0
481,469.0,496.0,535.0,571.0,517.0,924.0,404.0,742.0,927.0,471.0,212.0,176.0
482,447.0,481.0,433.0,612.0,629.0,619.0,401.0,366.0,402.0,754.0,237.0,255.0
483,417.0,424.0,534.0,712.0,353.0,391.0,192.0,735.0,90.0,184.0,195.0,307.0
484,501.0,397.0,521.0,275.0,646.0,812.0,686.0,757.0,694.0,388.0,61.0,439.0
485,477.0,316.0,750.0,584.0,631.0,558.0,668.0,683.0,153.0,319.0,471.0,99.0
486,412.0,355.0,422.0,566.0,674.0,644.0,689.0,496.0,423.0,446.0,287.0,263.0
487,420.0,579.0,507.0,660.0,647.0,832.0,761.0,1004.0,211.0,627.0,236.0,75.0
488,344.0,454.0,511.0,574.0,559.0,945.0,914.0,188.0,638.0,647.0,465.0,202.0
489,516.0,597.0,532.0,725.0,658.0,584.0,615.0,235.0,411.0,186.0,249.0,179.0
490,313.0,410.0,604.0,331.0,770.0,558.0,581.0,481.0,229.0,702.0,399.0,106.0
491,272.0,450.0,487.0,581.0,740.0,616.0,208.0,591.0,303.0,318.0,88.0,209.0
492,304.0,471.0,511.0,471.0,455.0,782.0,749.0,1207.0,288.0,323.0,131.0,384.0
493,387.0,532.0,494.0,505.0,521.0,802.0,617.0,572.0,544.0,865.0,429.0,114.0
494,390.0,449.0,498.0,491.0,535.0,641.0,768.0,675.0,325.0,185.0,415.0,393.0
495,336.0,425.0,489.0,640.0,691.0,899.0,1086.0,102.0,601.0,166.0,75.0,178.0
496,440.0,496.0,400.0,552.0,748.0,555.0,656.0,156.0,579.0,279.0,183.0,260.0
497,496.0,413.0,383.0,648.0,620.0,620.0,581.0,614.0,843.0,128.0,76.0,318.0
498,437.0,657.0,567.0,176.0,716.0,569.0,339.0,980.0,967.0,299.0,95.0,141.0
499,405.0,520.0,530.0,664.0,732.0,632.0,858.0,676.0,429.0,711.0,542.0,110.0
